SSP2,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
BHR,1240966,1329461,1400834,1438418,1434879,1386535,1315687,1284848,1291545,1298611,1279102,1238911,1191826,1150507,1109361,1063834
BGD,120380868,126768789,131813761,135342891,137153890,136651944,134292046,130480771,125436870,119464701,113978034,109268507,104365871,99330038,94692824,90685210
BRB,186250,180320,175461,170872,167757,164254,161167,157585,154271,150383,146441,143218,139872,136243,132368,128160
BLR,6151459,5994172,5888187,5677601,5426770,5126089,4848400,4746006,4741181,4681191,4538655,4328189,4153514,4051792,3955596,3841786
BEL,7397973,7327818,7241122,7146570,7087172,7013646,6952077,6902759,6904282,6880958,6780251,6647800,6544356,6473144,6386655,6274310
BLZ,285413,308637,330693,349602,364991,374411,377643,376121,371917,365859,359071,351069,340741,329300,317635,306618
BEN,7833341,9064782,10487938,12009281,13564322,15113468,16649418,18124917,19532028,20809771,21883403,22774013,23388891,23797484,23966045,23924376
BTN,577105,608100,623285,632200,628929,613700,584811,549167,518608,487324,458770,430979,409317,387709,365968,344491
BOL,8211000,8906313,9541830,10101949,10575215,10948396,11172569,11280058,11295120,11219003,11056584,10844234,10601164,10334007,10028571,9693756
BES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,2094371,1946283,1818139,1704950,1587158,1464518,1352105,1266027,1188148,1136492,1085098,1030155,977830,928122,883505,842418
BWA,1765334,1944192,2116851,2256831,2355104,2421001,2470809,2510345,2534930,2529627,2492731,2435231,2363295,2292595,2217271,2136841
BRA,151814361,153658790,154599955,153165367,149886422,144703064,138942001,133183100,126854716,120947832,115427874,109943521,104326333,99815453,95407795,91180778
VGB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRN,329266,339743,344993,344808,341214,334611,327656,323820,319816,314355,308482,299867,291491,284032,276695,268874
BGR,4254211,4033550,3841182,3605934,3352668,3146078,2950253,2826276,2775832,2705111,2606019,2496091,2388335,2299898,2221649,2143524
BFA,13252530,15580013,18003428,20482817,23007018,25577498,28180801,30741689,33145604,35244873,36987701,38412437,39624181,40598712,41220042,41423598
BDI,7312462,8783471,10202781,11534099,12819260,14064689,15330679,16603872,17806096,18781208,19429760,19816694,20119590,20338843,20382609,20215091
CPV,417979,439110,455482,468693,473439,467435,453427,434255,417514,403597,388565,373232,358764,345088,333235,322922
KHM,11346122,12042669,12646339,13162731,13781712,13887632,13824506,13678195,13587405,13357525,12977219,12505301,11993022,11501219,11017709,10528226
CMR,16616350,19248911,22177850,25071339,27909927,30585494,33092816,35444778,37605597,39429061,40768043,41661167,42082973,42118059,41837009,41248652
CAN,24859676,24556210,24492006,24382226,24281068,24045752,23792436,23572614,23477662,23482411,23311604,22988195,22676943,22476253,22192606,21807572
CYM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAF,3100085,3665764,4260937,4975641,5791914,6646537,7493084,8297008,9048764,9736621,10372291,10946351,11464540,11861056,12129246,12291378
TCD,9761960,11621101,13742003,16149843,18774811,21639208,24656459,27685180,30665681,33508320,36065685,38300953,40161649,41622160,42639844,43258783
CHL,13376799,13443760,13371200,13116752,12796738,12368163,11769416,11084796,10525579,10114573,9699173,9203717,8736553,8380695,8021226,7669529
CHN,985662023,976043081,937970309,874824003,830387326,776744012,709583464,658709963,623771738,587266616,542663956,490518473,444255210,422115078,405143412,386983380
HKG,4893478,4594383,4435955,4199642,3970980,3708697,3504239,3380837,3347071,3358895,3320537,3219684,3076152,2970743,2864164,2749474
MAC,491317,483649,488584,482470,471739,452312,425296,407732,401022,400439,395923,382348,362553,348763,334246,317863
COL,36265503,36912512,37348713,37632429,37486541,36823416,35736197,34292788,32823821,31538230,30478645,29441792,28335735,27269000,26252742,25304364
COM,514725,580719,648308,715101,777433,832949,882893,927188,965078,996937,1017566,1026047,1024450,1016191,1001437,983037
COG,3643529,4240032,4804623,5351687,5891205,6435409,6966977,7475940,7934357,8297264,8526292,8639312,8702370,8690710,8598419,8444326
COK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,3630456,3704900,3750898,3743999,3699357,3606063,3476669,3345188,3215522,3092317,2955835,2811832,2677566,2579311,2476811,2369920
CIV,16981092,19476658,22047166,24609582,27054330,29431388,31721052,33735059,35423049,36764591,37751572,38385140,38672136,38604231,38222838,37654676
HRV,2496627,2360548,2239792,2137208,2026325,1911857,1818766,1745085,1678314,1636365,1584319,1524776,1467676,1413212,1360778,1308656
CUB,7591683,7235903,6788977,6378758,6191348,6010392,5698052,5420286,5184954,4964989,4798874,4583405,4398004,4222588,4059081,3899535
CUW,131628,133572,135921,139342,143767,147393,149698,149138,148015,146630,144536,141699,138606,135026,130655,125590
CYP,880564,888801,894331,889840,871175,835384,794538,772327,768611,765983,754907,733112,707419,686408,666840,645732
CZE,6876698,6738593,6598500,6326912,5944056,5689677,5490579,5360205,5369186,5357837,5229961,5066602,4885512,4735469,4627922,4532471
PRK,18001267,17731465,17220636,16851166,16554368,15988544,15268718,14422095,13680523,13075497,12470550,11803666,10974991,10069309,9500743,9116662
COD,54533948,64887323,77107299,91262312,106871402,123286986,140286203,157639104,174786308,191328065,206551220,219737118,230752212,239371829,245609224,249603877
DNK,3721115,3653404,3577685,3530935,3527656,3557441,3555289,3513751,3488113,3481242,3469826,3476826,3475820,3470112,3446703,3415484
DJI,761312,820133,872384,913971,948077,977587,999123,1010309,1009824,995621,976818,956010,931783,906688,878148,846117
DMA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,7565367,7953139,8290687,8558245,8728452,8804588,8782846,8651394,8499193,8325583,8136706,7886553,7617290,7349422,7091497,6848471
ECU,12292878,13017745,13540899,13953753,14188990,14213811,14031291,13721596,13342291,12945934,12505648,12017563,11575864,11109033,10665395,10254189
EGY,72482743,80401848,87962464,94818734,100768296,106126153,111128282,116074577,120464936,123801013,125792003,125253866,123859010,122150022,120056746,117108249
SLV,4256395,4357528,4384620,4372585,4314793,4230985,4094894,3872291,3620831,3422494,3266860,3113762,2984569,2868163,2765942,2679551
GNQ,1065393,1228499,1400997,1570698,1736028,1890094,2027590,2167795,2308684,2436176,2506660,2544029,2552604,2536940,2493902,2432541
ERI,2246575,2526709,2772269,3018214,3275565,3522848,3737414,3894079,3983213,4030271,4045990,4051890,4044641,4001358,3928267,3844334
EST,846781,815746,793223,760960,728875,693972,657735,640620,638204,632883,614795,593744,572425,556899,543678,530184
SWZ,765272,824748,878123,922558,955299,973885,979722,976579,972278,956997,930930,901150,871467,842964,814199,784325
ETH,76054211,87059059,99066579,111686113,124431139,136729539,147750923,157451758,165936037,173126692,179100000,183556667,185806885,185799259,183952390,181109058
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FJI,616995,634201,650790,661421,660911,650705,637644,620362,604442,588684,568871,547517,525610,506677,489746,474242
FIN,3392013,3339076,3260758,3198142,3117927,3033530,2970467,2911891,2896086,2867907,2810746,2749658,2735153,2750169,2753076,2738010
FRA,39600054,39373664,38862788,38203509,37972550,37761092,37846007,38232183,38456623,38226025,37788190,37338463,37178329,37103359,36949279,36594502
GUF,198655,217093,238526,259617,279807,299101,317464,334279,346336,354568,360440,363479,360262,354685,348419,341352
PYF,681137,702528,712792,716083,718756,712180,703416,693724,687986,675936,660162,643047,629814,620305,611063,601900
GAB,1524099,1727879,1931977,2110094,2262871,2391632,2503922,2607784,2703933,2776778,2807810,2789329,2742137,2692278,2638286,2576472
GMB,1606872,1880708,2153704,2390308,2628256,2865595,3085909,3282670,3446625,3567743,3635748,3661913,3662153,3657082,3618454,3555722
GEO,2294299,2179273,2108520,2006090,1875490,1737316,1606252,1507802,1451062,1404747,1342743,1264116,1189818,1141875,1112345,1085921
DEU,52307245,49624543,47539783,46729655,46140501,45028991,43610378,42539327,41775854,41387812,40914329,40085739,38839655,37654632,36468706,35314481
GHA,21156542,23872155,26674881,29275063,31679305,33942470,36239632,38538795,40741015,42462542,43776722,44555905,45055366,45344209,45251638,44823287
GIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRC,6562483,6366976,6074761,5748545,5431587,5178432,5064504,4997848,4908481,4782659,4617929,4449378,4307377,4202459,4094151,3961970
GRD,82824,84190,86170,87651,87808,85546,81821,79270,77714,76492,74513,71872,69240,67076,65487,64140
GLP,239629,229357,218265,214020,216038,220862,225587,224085,218628,213731,210814,208808,207823,204374,200905,197926
GUM,106634,108563,109004,109808,111916,114162,115427,115446,114552,113110,111134,108364,106173,104275,102102,99741
GTM,11804358,13042921,14202420,15206241,16040362,16635924,16997256,17086545,16941275,16625839,16276791,15859916,15393574,14907852,14363817,13822055
GGY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIN,8172461,9367366,10658807,11979185,13273184,14475687,15528891,16418461,17176149,17830362,18338937,18670945,18828405,18818644,18683866,18414939
GNB,1288839,1479942,1667347,1840961,1998447,2138867,2266660,2379112,2465669,2522388,2550215,2549572,2530121,2493114,2444597,2388711
GUY,523791,531693,537979,542378,540365,536087,525401,504033,481801,463617,446535,428667,410615,393292,378621,365664
HTI,7718295,8372408,8997881,9550616,10000952,10315392,10488853,10569291,10564630,10463456,10285957,10049331,9772963,9487238,9179910,8864203
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HND,7200510,7852744,8447791,8943942,9296691,9517260,9607989,9553258,9386337,9154548,8917573,8680331,8401125,8091143,7778958,7480401
HUN,6188825,6043744,5859224,5602582,5242787,5023313,4821766,4608905,4467166,4352246,4202303,4056159,3877227,3702525,3556873,3421058
ISL,247152,248467,248441,248573,248104,245573,241885,235730,234054,234424,232863,230952,230190,228872,227224,225433
IND,989643776,1040470270,1078358472,1100446825,1111848597,1109734323,1094691442,1069113330,1033983421,993431473,954079312,914627431,877774251,844231062,810323404,777489460
IDN,191824106,200012751,205155329,207852488,208506781,207328055,205504994,202507702,197851887,192628383,185709747,177654514,170125672,163030031,156166057,149600127
IRN,62502146,65695759,68487472,69021458,68192067,65313706,61951631,59851396,59270354,58570886,56804224,53791872,50428401,48380025,46513799,44797376
IRQ,28236165,32625923,36581362,40348060,43980903,47477315,50764309,53449786,55523240,57038201,57849270,57541592,56961522,56064555,54885420,53382764
IRL,3362545,3451838,3493441,3463543,3408172,3370629,3408809,3487034,3546551,3558968,3521415,3466945,3437509,3442845,3446709,3428540
IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ISR,5605435,6076214,6589852,6968031,7289957,7597154,7930968,8304437,8668919,8993777,9260725,9440434,9574949,9775263,10000237,10218062
ITA,37200940,35588808,33451209,31264342,29657621,28666959,27979224,27444195,27000461,26364020,25519644,24685664,24079087,23675724,23205201,22598759
JAM,2061686,2060304,2028301,1985213,1929431,1842286,1734617,1617027,1508539,1424817,1345405,1278798,1222280,1170891,1121625,1074394
JPN,71305359,68683480,64939906,59857996,55860624,52988471,50638414,48546063,46236262,43892846,41657331,39508850,37804878,36260996,34607337,32919863
JEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JOR,7769838,8664259,9392743,10017969,10575705,11049905,11411594,11643334,11763415,11779988,11599307,11335619,11090082,10838649,10533777,10172393
KAZ,12246016,12793615,13464231,14113782,14545064,14836789,14993536,15289323,15750713,16098392,16065254,15791188,15447960,15086655,14812423,14526900
KEN,34452578,38868436,43033527,47238548,51393933,55273813,58695727,61730991,64256345,65898558,66746329,67131478,67031885,66353329,65220465,63773087
KIR,82862,91325,99334,106858,112975,116842,119351,121716,123554,125458,125029,122104,118598,115674,113235,111178
KWT,3553015,3711680,3722373,3573216,3375169,3189758,3145783,3219315,3251410,3239502,3170930,3048808,2950348,2865718,2782671,2686005
KGZ,4200984,4594423,5029895,5396512,5695610,5927009,6073160,6203461,6354090,6492866,6526360,6416222,6269062,6147078,6042706,5926720
LAO,5094620,5475168,5843736,6149299,6373698,6496651,6516682,6460462,6347994,6217479,6065100,5891156,5682829,5475824,5273944,5077523
LVA,1142012,1062631,1010025,948100,891187,831586,776220,740566,727921,710576,682486,651684,618106,593488,573764,554017
LBN,3848819,4127146,4282558,4394246,4504032,4582604,4651338,4695542,4660227,4563520,4424285,4247080,4128286,4036551,3927582,3803628
LSO,1456783,1547124,1644362,1733107,1796677,1837903,1856445,1861899,1861967,1852769,1831307,1789966,1737317,1682011,1627942,1572081
LBR,3255489,3770764,4270178,4772700,5274920,5773709,6260005,6707772,7073564,7348781,7523898,7639785,7694335,7674452,7578223,7433825
LBY,4761990,5124033,5366888,5514164,5604296,5705304,5842235,5961550,5992021,5926336,5788761,5637731,5512493,5393318,5260395,5099717
LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LTU,1716474,1577214,1473211,1364707,1280743,1202468,1118650,1048403,1009057,984035,953294,912147,870423,844320,820449,798724
LUX,445159,445882,443783,441398,437806,431007,423887,419378,422018,425535,424438,418285,410211,402784,394605,385376
MDG,18321732,20936900,23710300,26516058,29345840,32120361,34689200,36956959,38864224,40430139,41551851,42260364,42476891,42241814,41646618,40821343
MWI,12196542,14305430,16414288,18654563,20896655,23133827,25352753,27465400,29361814,30964241,32251416,33288687,34103943,34512371,34552482,34218206
MYS,24344875,25509890,26548969,27167786,27492598,27325692,26830191,26270468,25725260,25137615,24513240,23776037,22925836,22251184,21544639,20801047
MDV,403994,431438,454846,469214,470836,454222,424098,401381,392427,390759,381894,364987,346587,330394,316975,303963
MLI,12515849,15007012,17787665,20764523,23919902,27182202,30466969,33678830,36706408,39433047,41780762,43767101,45357181,46511250,47256113,47492123
MLT,339262,333570,332511,325727,312997,294382,270698,248738,239696,238044,234099,226444,216243,207277,198652,191116
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTQ,220739,205590,191350,181210,179516,181529,183618,183109,178260,172516,168415,166740,166204,165807,163699,160464
MRT,2833381,3305808,3777565,4254081,4739077,5215136,5662859,6071498,6425810,6712579,6913678,7048356,7141433,7171107,7126031,7033225
MUS,910381,878947,847210,822596,787206,753962,723692,681309,643046,604230,573368,550839,531148,510159,487768,465536
MYT,189896,225060,266247,310812,359688,414360,475789,545168,627852,715089,806753,908950,1020251,1143946,1280625,1429890
MEX,87805962,91642751,93971169,95456494,96247155,96416086,95835671,94405940,92439473,90079977,87509561,84729917,82292824,79737269,77111059,74526562
FSM,416578,434773,449049,462530,475740,484603,487376,483611,476300,468917,458640,445522,433107,422168,411217,400911
MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNG,2205711,2389645,2575369,2700378,2796502,2884672,2954252,3063844,3213180,3362003,3442679,3427810,3385674,3365939,3349386,3318987
MNE,420725,410465,403504,396540,385404,371352,359571,349540,340548,331970,322408,311164,299614,288833,279816,271235
MSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR,25258878,26572851,27650587,28388110,28757897,28810719,28627931,28279735,27886106,27386961,26675189,25701663,24718327,23795682,22914772,22062100
MOZ,19228793,22561917,26171399,29819015,33538905,37253365,40779841,44058784,46976213,49487677,51528346,52919215,53798723,54144344,54000699,53363109
MMR,37771797,38762091,39504843,39809775,39719056,39134018,38284715,37245217,36151168,34919625,33704906,32441612,31027715,29703042,28476517,27383997
NAM,1610386,1786043,1970094,2145916,2301281,2440358,2555452,2636704,2715634,2780918,2811841,2799382,2756102,2702605,2648799,2591078
NRU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPL,19900883,21188353,22361250,23458982,24216418,24568068,24541041,24036602,23186591,22211657,21366346,20553540,19707793,18801821,18020478,17392971
NLD,11146411,10841813,10505079,10268094,10213206,10134297,9986812,9792903,9631931,9466247,9340276,9212320,9096748,8978847,8822029,8643039
NCL,199482,206298,209932,210802,211957,211749,211166,211547,212253,210043,207021,202359,198110,194618,191181,187337
NZL,3339229,3367604,3385201,3376820,3396106,3394401,3364564,3325397,3314496,3299597,3256676,3196000,3143274,3105982,3060574,3004055
NIC,4690713,5042734,5352401,5586534,5738210,5811895,5794850,5687968,5556624,5427077,5285417,5114905,4923455,4733882,4555998,4393146
NER,14079649,17089434,20741370,25070576,30058427,35679325,41897051,48530468,55464341,62504534,69463520,76102182,82182438,87597709,92127351,95868674
NGA,127011488,146301500,167301198,189389664,213260453,239312970,267692543,297277531,327039826,355192265,381344310,405412800,427141559,446454676,462077377,473012682
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,1428422,1398731,1365221,1333009,1291587,1238589,1184197,1134677,1094511,1061837,1036834,1003848,971580,936825,900713,864894
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,3561178,3586651,3558873,3503436,3488178,3471057,3444080,3425039,3432769,3430202,3399818,3365321,3349521,3360334,3355152,3330489
OMN,3557755,3855556,4158886,4363438,4411251,4284250,4031856,3862726,3920083,4024146,4039643,3940924,3779133,3627248,3507856,3405052
PAK,148710630,166973550,184711507,203553875,222791844,241102489,257592659,271927730,284636961,295044645,304033694,310273507,315035151,316636270,315212996,311674084
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,2950927,3123109,3265881,3383626,3476210,3538866,3567530,3574893,3551582,3505301,3435688,3337469,3228502,3110082,2991910,2869693
PNG,6762993,7554002,8340214,9066246,9722890,10297002,10775566,11157325,11428596,11553946,11541742,11385632,11137089,10849554,10524749,10155031
PRY,4551915,4844410,5140372,5411473,5625699,5733133,5758484,5717359,5650358,5570061,5466189,5332044,5153705,4967059,4777471,4600420
PER,22794181,23968904,24854154,25433697,25737373,25756306,25440041,24946633,24392732,23787522,22991516,22178612,21377403,20569076,19815928,19125116
PHL,77573346,83814880,89556736,94721782,99233986,102986218,105682008,107124754,107654116,107281749,105816344,103840259,101490108,98819671,95884794,92663095
POL,25298146,24457491,23841156,22802399,21332412,19707702,18428039,17581052,17208278,16919710,16322118,15688769,15069308,14658843,14365460,14091265
PRT,6419662,6123259,5843364,5522933,5223186,5038096,4949253,4880089,4806020,4717666,4627669,4541905,4451144,4372925,4284707,4172152
PRI,1961316,1814200,1678261,1536779,1413460,1314979,1235158,1155526,1088921,1030879,978756,931225,892693,867579,839271,807384
QAT,2594277,2824925,3016342,3114977,3103969,2968941,2769019,2633022,2621523,2658024,2623964,2532726,2422174,2321826,2218717,2102410
KOR,35733850,33614243,31126863,28159713,25878415,23569557,21841574,19830836,18124622,16934395,15877826,14725765,13940045,13541254,13032080,12466534
MDA,1995790,1910638,1877854,1816846,1722301,1603716,1474254,1384260,1336638,1296907,1240380,1166473,1089451,1033853,995881,962577
REU,631227,641117,644614,656767,668999,681341,695413,706617,710088,703530,696525,688211,681348,671124,664154,658143
ROU,12183169,11822382,11203929,10580835,9814874,9211293,8578433,8208564,7910908,7606240,7240687,6880915,6479460,6130535,5892193,5685050
RUS,95511844,93889742,93754571,91490669,88182350,83948771,79758253,78663072,79503018,79479846,77971000,74905497,72145707,70730738,69781293,68593374
RWA,8602121,9753374,11005924,12288192,13525610,14609617,15618751,16580273,17463119,18163455,18719904,19146417,19388884,19430436,19300968,19071714
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,130973,129298,126746,124120,121127,116912,111622,105072,99201,94711,90825,87686,84213,80697,77228,73909
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,68389,67028,65299,63032,60193,57228,54815,52065,49640,47616,45595,43406,41633,40262,39109,37994
WSM,130829,141675,151676,159026,164855,170030,174145,175919,177630,178296,177011,173777,169983,166686,163739,161082
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,137777,155702,172484,188293,202663,215582,228029,238962,247193,250884,251213,249523,246514,242025,236684,231010
SAU,28282509,30277008,31579483,32128832,31813907,31480793,31416671,31210678,31176681,30973670,30465708,29594842,28634545,27607833,26612639,25598483
SEN,10375861,12086322,13862928,15638887,17400325,19130912,20809353,22430902,23928793,25190035,26194289,26933535,27478973,27840476,27952757,27822697
SRB,4629389,4486453,4352620,4201450,4019481,3857912,3709787,3603903,3537792,3459955,3400101,3297837,3182869,3071362,2960307,2846644
SYC,74326,75700,77382,78073,77628,77266,76727,75932,75551,75333,74061,72079,69575,67284,65022,62611
SLE,5328128,6057744,6785724,7524664,8226475,8865590,9431338,9899943,10263237,10512622,10655800,10691529,10633613,10466502,10247355,10001722
SGP,4295993,4131325,4033688,3895970,3768157,3634073,3506719,3380250,3269374,3234725,3177435,3086277,2943322,2809330,2662338,2503577
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,3611804,3512131,3441775,3317859,3133519,2956115,2798381,2685169,2640614,2613579,2557328,2476427,2383004,2303105,2238051,2182680
SVN,1335102,1300371,1260971,1218026,1161631,1111038,1075714,1061838,1054834,1048776,1025755,991371,960514,937084,915964,891982
SLB,445133,508356,573592,638765,702791,764024,822779,876372,922498,960586,988192,1003240,1006196,1000022,985540,966025
SOM,9605046,11372931,13457759,15799568,18434693,21250667,24223076,27331572,30440300,33529742,36488859,39229689,41697041,43876524,45696034,47144474
ZAF,40399937,42688288,44413954,45940163,47110505,47135068,46421247,45761010,45316542,44896787,43765966,42312552,40713961,39258429,37828000,36417212
SSD,6155772,7023829,7565461,7847775,8187863,8619916,9092885,9434262,9601944,9565886,9503330,9387176,9361877,9364520,9275529,9128224
ESP,31238216,30692354,29663748,28166189,26619552,25698789,25360473,25303991,25401729,25144958,24454984,23728067,23190817,22952830,22696269,22315310
LKA,14659713,14930340,15059654,15036252,14848201,14555415,14386992,14104743,13736026,13216779,12606863,12034500,11560643,11156559,10772778,10382757
PSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDN,27961659,32217375,37069205,41935258,46530821,50636302,54352802,57867087,61115976,63926649,66099412,67475087,67987893,67864785,67315559,66338679
SUR,420198,435646,449082,462115,475697,482959,488090,491148,489582,484479,477709,469404,459738,448572,436552,424456
SWE,6556938,6644861,6672741,6669415,6702318,6713311,6681564,6653472,6763837,6837978,6826386,6768219,6718334,6717543,6709871,6680665
CHE,5730795,5642092,5552021,5504902,5479559,5417026,5355485,5340520,5390970,5444228,5448040,5398912,5325674,5263292,5194858,5119231
SYR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJK,6288745,7010578,7770204,8482621,9105001,9641889,10063938,10449997,10778782,11026995,11150253,11079534,10923085,10735915,10536382,10284308
THA,49007167,47377017,45344001,43440911,41669798,39674048,37781534,35832871,33840498,32304374,30757504,29166472,27861120,26618540,25402329,24200023
TLS,858878,953363,1040761,1121076,1202636,1271208,1317274,1340793,1342128,1324075,1299916,1274176,1243615,1209845,1169926,1127041
TGO,5399959,6163327,6959668,7757198,8555749,9334346,10075200,10760094,11366902,11865464,12220622,12452333,12547550,12536344,12402467,12192184
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,65180,68923,71205,72559,73533,73762,73790,72987,71899,69929,67685,65109,62872,61201,59754,58476
TTO,1048480,1030976,1019042,994955,954723,897147,846429,816247,795556,774066,747167,717279,690852,669057,649060,628554
TUN,8295447,8598556,8859370,8999932,8955353,8789205,8565157,8402600,8355186,8304122,8141323,7809574,7445031,7149391,6934393,6766673
TUR,59699682,61757629,63264261,63370129,62776833,61608492,60167242,58661333,56936429,55439209,53654063,51460895,49018048,47476908,45968670,44496443
TKM,4228178,4560027,4902405,5240568,5492331,5669472,5772289,5875133,6007128,6114581,6124896,5995860,5840320,5669185,5536251,5400204
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
