SSP2,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
TUN,1243428,1558544,1877630,2174923,2502402,2828515,3144366,3370594,3460615,3510740,3618265,3848546,4097031,4282235,4393198,4445271
TUR,8099855,10031592,12360171,14621725,17030125,19409327,21608592,23463323,25062391,26009861,26825028,27772995,28851620,28982511,29031970,28952566
TKM,387367,504366,597137,680361,766302,884116,1066112,1238143,1351512,1423938,1531233,1726128,1925434,2132135,2283281,2403144
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,893325,1115665,1416717,1772012,2160919,2666875,3467908,4590452,5924677,7395941,8960382,10623018,12407776,14558714,16900689,19330528
UKR,7290719,8138898,8488552,8894802,9237830,9749512,10299275,10370520,10043368,9614047,9535600,9652755,9546684,9469781,9283244,9155628
ARE,247635,438368,772141,1266004,1971544,2891043,3816449,4443066,4604239,4437499,4258499,4112764,3954070,3800973,3721001,3692812
GBR,13561237,15134399,16689283,17829474,18593979,19635930,20730153,21811576,22618167,23182804,24153163,25286889,26102048,26465889,26873003,27352930
TZA,2204302,2494563,2965512,3653784,4626679,5827263,7077725,8374882,10046626,12282625,15006737,17994296,21512907,25280242,29144316,33014465
USA,62960370,72349536,79264261,84775148,89058678,94021531,99361523,105189076,110221101,115872173,122109434,127106462,130959035,133040894,135422791,138189363
VIR,20959,22321,23272,23560,23516,23589,23330,23432,23409,23808,25103,26972,28749,30270,31681,33007
URY,552983,602806,650593,703059,766958,814054,871295,935922,998855,1045440,1083209,1117337,1131774,1113653,1092326,1069373
UZB,2032508,2644308,3209615,3804640,4491802,5345959,6456705,7560702,8270476,8663560,9234648,10015578,11123312,12412768,13460960,14367846
VUT,13153,16031,20079,24796,30415,37635,47231,58050,67602,77802,91813,109647,127721,144344,159596,174065
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,10229968,12632770,14841952,17523673,20451540,23432754,26279232,28998408,30337122,31348841,32195215,33253349,34371200,35038052,35490551,35675075
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,38568,48696,60907,75869,94075,117975,138500,150368,156203,162052,172291,187002,201843,213469,221503,226239
YEM,956586,1141707,1414077,1789118,2315915,3078503,4061078,5178326,6193718,7189565,8311075,9535984,10825747,12050984,13167203,14168859
ZMB,398098,519049,693273,930365,1234722,1588218,1975317,2376001,2815575,3330777,3977110,4681905,5379835,6029254,6650690,7249891
ZWE,559921,585962,640482,770458,983568,1309195,1566753,1782028,2084941,2478671,2870794,3373351,3825687,4212843,4553634,4870142
