SSP4,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
TUR,59698901,61756292,63262783,63191712,62253800,60506580,58211581,55745982,53024063,50458614,47526286,44122903,40385253,37626512,35007479,32611406
TKM,4225901,4552380,4886315,5248825,5554718,5815228,6037294,6275144,6560210,6837105,7041573,7126522,7203363,7258330,7339243,7405621
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,27435687,32178790,37145802,42960370,49470863,56519725,63870107,71210299,78726339,86169700,93757101,101172831,108617486,115269942,121065155,125933705
UKR,24060022,24203788,24043665,23253082,21910617,20221773,18513374,17390883,16737735,16142275,15164323,13990016,13082710,12262334,11611745,10920392
ARE,8118087,8521302,8742571,8733149,8455985,7874214,7204970,6772112,6714808,6866771,6909311,6825024,6712033,6583855,6418448,6233261
GBR,42890506,42909926,42598952,42033776,41658783,40833513,39827999,38863007,38144842,37438426,36100663,34386090,32793641,31606109,30365965,29022197
TZA,37937213,44197327,51310474,59365588,68217810,78006946,88907208,100484893,112483825,124384485,136421431,148276276,159397119,169916130,179173373,186650111
USA,219986062,219984765,220918206,220132663,219388708,216895484,213067425,208681179,204664886,198824563,191148697,183413674,175572527,168936240,161605805,153548270
VIR,58661,56934,55383,54563,54344,54478,55380,56355,57847,59219,59979,60325,60934,61731,62525,63209
URY,2237218,2242152,2226654,2176093,2119208,2080727,2029458,1960487,1886885,1824414,1769029,1716093,1681160,1668023,1646472,1618442
UZB,23164002,24606390,26387584,28401866,30077207,31517111,32848748,34267788,36101947,38057246,39639130,40826054,41702597,42320156,43027453,43636703
VUT,199097,228773,258372,288381,318857,350061,381398,412193,444201,475011,502722,525919,547219,565766,582801,598169
VEN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,67950033,69504555,70926158,71247985,70866012,69848543,68677991,67302836,67085457,67053090,66997370,66588142,66125222,65860518,65670584,65726609
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,417030,450504,479644,503348,521299,532663,547673,569437,594387,616887,632969,643783,653396,661967,668751,672845
YEM,21116680,24352984,27632519,30968621,34255538,37389012,40266773,42908943,45528856,48062012,50435299,52491828,54180305,55509269,56630314,57660432
ZMB,12002610,13953784,15936181,17995487,20153817,22444197,24847595,27221944,29509245,31674932,33709038,35508363,37091975,38350892,39240684,39896593
ZWE,9665351,10939271,12100548,13178988,14181496,15093154,16029157,16887574,17576539,18113358,18577098,18841376,19041778,19217248,19370276,19492656
