SSP4,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
CYM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAF,158050,180574,198357,209365,219365,243963,282722,340025,445963,578736,715675,849356,967890,1128798,1334855,1571670
TCD,396158,486617,609151,764135,928108,1090456,1286703,1546834,1872798,2264723,2764435,3349433,3985868,4778646,5705158,6781728
CHL,2778532,3291732,3803677,4263256,4674696,5073811,5522139,5957493,6196223,6208597,6137902,6078802,5955718,5774893,5676822,5651494
CHN,209733110,249838449,304681386,351206710,365477015,382558069,410367139,418984517,408454748,396686971,391952716,394446239,392839698,368998927,342471383,316877298
HKG,1724790,2103839,2378646,2623999,2814427,2992862,3088448,3111479,3068314,2968995,2892675,2840876,2808348,2725186,2655423,2600519
MAC,107799,146233,179201,207403,234003,263094,296316,319558,330689,330395,327598,327498,327870,318139,307458,298892
COL,5238958,6613893,7930288,9000251,10043494,11156031,12311636,13494439,14436959,14941203,14970614,14772171,14531976,14443996,14544155,14796167
COM,35815,40881,47115,53726,61717,72272,84074,96274,109352,120926,134207,150339,165240,181079,197476,214363
COG,182257,232071,292765,358178,431245,500925,565880,618301,677536,765231,899475,1062518,1183892,1297361,1420242,1563767
COK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,623364,769996,902294,1012421,1127055,1257570,1394267,1507037,1586652,1628858,1653681,1664727,1655869,1624500,1613795,1621454
CIV,721412,855269,1053878,1318842,1648466,1961023,2213826,2525867,2920923,3409263,3949831,4506309,5044381,5634655,6267167,6967699
HRV,920352,958275,984699,997572,1018798,1045875,1058211,1062461,1069019,1052911,1043259,1039288,1033139,1023827,1012719,999040
CUB,1851399,2217908,2592508,2867877,2866720,2809778,2842940,2819845,2767711,2721986,2647874,2628247,2585337,2564218,2574111,2611176
CUW,30707,35110,37662,38777,38672,39157,40845,45182,49004,51831,53892,55250,55668,56111,57049,58302
CYP,203787,237492,273404,310309,354132,409691,468378,508338,525659,531270,532991,535298,535329,527495,518472,510263
CZE,2258208,2375641,2492955,2708193,2995411,3146782,3266765,3337963,3255534,3154815,3136256,3143314,3183561,3200437,3184432,3148041
PRK,3372666,3954168,4817778,5539942,5744498,5920993,6122688,6415472,6656539,6797883,6843556,6827414,6921693,7035578,6824715,6447631
COD,3160214,3704315,4264444,4869351,5574318,6693098,8169520,9878929,11920968,14137918,16834294,20178990,24026618,28843444,34356353,40376053
DNK,1255676,1370402,1484563,1564627,1615810,1639202,1692636,1784057,1864888,1925404,1990893,2034210,2069351,2077300,2077488,2069564
DJI,55763,65577,79630,98138,117333,134104,149838,166218,181832,200897,214837,223660,230275,236874,245966,257752
DMA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,929449,1142403,1349750,1552728,1762274,1976334,2192173,2420018,2614058,2781532,2919679,3065181,3185554,3318817,3466007,3621586
ECU,1554297,1885929,2255446,2647465,3071108,3546293,4056127,4551827,4992366,5326176,5582053,5775559,5841324,5943518,6066087,6202609
EGY,5865322,7203501,8710863,10353093,12427578,14980294,17792863,20136900,22118132,24131966,26543676,30282673,33817600,37337665,40965052,45085290
SLV,548131,622907,712497,802393,893725,966992,1050200,1181982,1324018,1402169,1427804,1439687,1423114,1413702,1417921,1438576
GNQ,57757,73405,88734,107451,129230,159426,199628,228842,242061,247904,282611,324149,362730,395768,424824,449727
ERI,158269,183937,215495,251145,287762,326483,367525,419848,505751,602499,700743,774964,819358,873575,953179,1050907
EST,283974,296981,304099,317054,328861,344241,363635,367948,359007,350818,351430,352667,354394,350901,346395,341516
SWZ,49082,53975,57301,59775,65043,75663,88607,100515,105924,112159,120083,127951,134068,140007,146127,153032
ETH,4303180,5259958,6333863,7487045,8915938,10680658,13212426,16320045,19749487,23308831,26706644,29579257,32616969,36291191,40664327,45547541
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FJI,60961,71985,80035,85272,94971,107932,118565,127547,133048,138233,147671,158748,169968,180486,191824,203662
FIN,1345340,1446046,1515490,1530544,1567713,1623832,1682545,1758616,1808300,1850832,1904406,1952818,1953505,1917220,1882658,1848786
FRA,14676320,16046820,17315599,18535024,19205238,19892691,20408704,20690605,21069303,21732659,22526187,23360688,23954845,24343936,24633013,24802970
GUF,21177,27796,35367,43612,51171,58100,64251,70093,79018,89628,100250,110327,122822,136848,151533,166735
PYF,99222,126806,154935,179011,197075,218024,235502,248449,255694,266208,278195,289567,296097,298731,301759,305147
GAB,99990,118887,143433,174743,213465,259015,304183,339568,361307,383756,418408,468852,516719,556149,591405,626829
GMB,74525,94520,120365,151455,186136,223097,263702,309786,363725,429637,511342,598135,672810,727351,794641,877519
GEO,560155,616962,640846,659897,677297,700067,728896,737321,717840,692127,682762,694634,713515,715703,708526,700985
DEU,19569109,21818226,23883670,24635671,25091696,25826391,26654366,27136194,27433875,27498900,27603757,27847750,28211156,28191651,28018687,27730824
GHA,1341381,1680289,1982563,2361091,2925307,3616467,4261095,4805367,5280989,5911101,6660593,7565096,8420421,9310441,10339719,11540326
GIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRC,2442019,2604207,2826637,3040494,3240515,3388171,3408935,3388562,3380801,3376069,3382745,3393363,3392977,3362174,3329012,3284277
GRD,13619,15920,17412,18458,19388,21693,25089,27249,28282,28606,29119,29957,30857,31865,32762,33674
GLP,84454,97433,108014,114315,113122,107566,100898,99277,102121,106053,109956,114337,118284,123541,127100,128072
GUM,22221,26586,30242,32457,32865,32710,32824,33571,34880,36420,38509,41396,43651,45912,48600,51688
GTM,931120,1100316,1303170,1561256,1909351,2349413,2858770,3429699,4016503,4559533,4973861,5313774,5578739,5839697,6150353,6470669
GGY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIN,491030,569749,660898,754987,861606,1017646,1251328,1550984,1867286,2156019,2445553,2738328,3031801,3349470,3687194,4039783
GNB,63582,72912,84075,103283,128867,158995,186718,210392,237914,270583,308504,346764,375949,401418,424977,449912
GUY,55675,67113,77475,86070,92822,96425,101156,111187,120440,125586,129386,133771,138427,144974,151893,159515
HTI,573145,661228,758006,865280,1014549,1206161,1425782,1631275,1805477,1953282,2071799,2179089,2276308,2389937,2538314,2699583
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HND,497569,618493,764456,963170,1225602,1524804,1831486,2156156,2490704,2800456,3034026,3194718,3322063,3472235,3640258,3822899
HUN,2015008,2032218,2110619,2249671,2457801,2518520,2568129,2634886,2622057,2567033,2534569,2497894,2497811,2481527,2430565,2363422
ISL,62329,72559,81603,90136,98351,107498,117125,129031,136617,141159,146489,150954,153020,153867,153795,153195
IND,106531632,127613347,148912545,171307780,194191403,219612711,246342964,271420916,294148446,313857262,325468969,330689095,329236003,326498650,327628895,331659502
IDN,20659352,25398013,30619270,35744914,40646038,45244298,48414366,50977031,53581436,55738479,58488316,61418692,63058883,64455318,65909705,67474592
IRN,7668356,9633502,11864395,14450087,17706121,22322189,26925155,29853219,30715938,31068633,31728421,33065012,34543688,34607435,34580164,34350970
IRQ,1604191,2043883,2705969,3516827,4381875,5303878,6333941,7634391,9080013,10635904,12341905,14470178,16244243,18106174,20083662,22262203
IRL,824392,954383,1089149,1246062,1415214,1571087,1662421,1719374,1783051,1855822,1944951,2039564,2115448,2155947,2184274,2200201
IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ISR,1175781,1348445,1532087,1778558,2047476,2323301,2595895,2853164,3116785,3389207,3675150,4014960,4389610,4676287,4915892,5119983
ITA,14759545,16245749,17959214,19469561,20383833,20683089,20667561,20472430,20137069,19874438,19819482,19869366,19800153,19487672,19109150,18650345
JAM,235314,292321,350170,398500,441287,498056,559825,617680,658004,666321,664560,650004,628172,613987,611017,616950
JPN,37255950,37687501,38616252,40610651,41640402,41745817,41573939,41132458,40589815,39708935,38566537,37530237,36462269,35298132,34081439,32637044
JEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JOR,510069,716638,986117,1287512,1592754,1914745,2256997,2618721,2937497,3224551,3575319,3918324,4175021,4423563,4690884,4989381
KAZ,1697627,2025565,2223288,2405057,2579610,2803161,3137107,3313080,3294015,3288845,3511640,3882570,4293657,4764971,5170005,5566058
KEN,1656285,2001171,2444359,2954341,3533551,4218970,4984127,5671215,6400761,7330495,8325375,9067567,9640752,10405716,11389466,12458799
KIR,5592,7282,9188,10191,11293,13121,15373,17424,19255,19801,20986,23199,25252,26975,28418,29445
KWT,284068,457206,694526,1019677,1318017,1544823,1587705,1479434,1376670,1303008,1293180,1354319,1405159,1447980,1476446,1499021
KGZ,354209,469439,546394,618499,684603,782970,950817,1110272,1201229,1243137,1324312,1493754,1677420,1846165,1993869,2145320
LAO,371004,455587,543582,635142,740167,872455,1030493,1178497,1300830,1382803,1443932,1488722,1541575,1603769,1676218,1756601
LVA,408169,416346,415319,419583,417591,422595,431500,430047,412684,401312,398875,398376,402232,398984,393163,386956
LBN,593730,727085,872596,982625,1069797,1157553,1223587,1284805,1384493,1501793,1627464,1757746,1802166,1807899,1828290,1863793
LSO,98947,104297,105883,106832,114467,129316,149258,166000,178651,188598,198089,211361,226604,243933,260018,276871
LBR,184238,208314,246385,297700,362931,426490,479010,530841,609423,721657,859209,984798,1077347,1169997,1277750,1404703
LBY,367256,483440,654396,875445,1107587,1289882,1405966,1489602,1595709,1739098,1921814,2102103,2240402,2376181,2517807,2678127
LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LTU,587769,622175,636558,644662,636364,625735,624608,621135,600969,574179,556174,551873,552262,540224,530313,521375
LUX,107897,130802,156045,178850,200722,223075,244070,262380,272729,277956,282799,288702,293191,293961,293387,291684
MDG,1119482,1356785,1662502,2061292,2488525,2922800,3441007,4125399,4955551,5812735,6770602,7721241,8713131,9881961,11259801,12750263
MWI,530783,582744,665807,797182,1034641,1347492,1624124,1893820,2213484,2627859,3125963,3573857,3942979,4398396,4939124,5587397
MYS,2859456,3529567,4229429,4921112,5694416,6739062,7877854,8869854,9590145,10091955,10378898,10591571,10797162,10878022,11056308,11321013
MDV,30132,42285,57415,76376,100834,137368,183309,218404,233827,234392,234268,235860,236391,236920,237912,240685
MLI,570500,627885,740163,928101,1190792,1501178,1811277,2122737,2492872,3017885,3661671,4351114,5035040,5798668,6703676,7690625
MLT,109617,121304,128200,137025,149828,165939,185684,204177,210355,206831,201880,196552,190552,181590,172802,164800
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTQ,89415,102409,112127,116173,112549,105589,97987,92195,91137,92647,94940,97018,98997,99957,101030,101629
MRT,162805,194346,232896,278766,331203,395937,474403,564915,669252,793749,948539,1104458,1236582,1379483,1547214,1741169
MUS,183175,219764,245014,257208,274818,285286,288342,299730,304950,309873,307143,296979,284408,276414,273987,275826
MYT,11154,15472,21160,28528,36771,45549,55236,65494,72151,84352,103293,124420,150773,183578,224388,274727
MEX,11459537,13772629,16497339,19452492,22380255,25104713,27685317,30208580,32517281,34686062,36591780,38265636,39236729,40473243,42057800,43872429
FSM,54329,65697,75441,81092,84025,87393,92329,100040,108627,114435,120760,128139,133842,139786,147263,155485
MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNG,181267,246056,307227,369447,428770,485690,558006,592443,589512,572960,592862,678575,768428,835269,897459,969690
MNE,111036,121297,128787,135952,144740,155369,163710,170503,176325,180864,184720,188850,192709,194825,194528,192691
MSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR,3209824,3877456,4504274,5136867,5808883,6526630,7196248,7746860,8116359,8422961,8788847,9284657,9672504,10053448,10433618,10847548
MOZ,900155,1024698,1177304,1404011,1645373,1910750,2262534,2683146,3186868,3767220,4404360,5146928,5884130,6656587,7493173,8400947
MMR,4041833,4771030,5525592,6227449,6871283,7519320,8006544,8393161,8649356,8866517,8928996,8917346,8961221,9051050,9207760,9353323
NAM,105026,122620,142652,162129,181758,201232,230992,274552,305278,328170,354057,392840,434696,477693,516110,552927
NRU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPL,1942027,2152384,2384392,2655678,2997681,3422056,3935976,4676555,5571573,6406573,6921649,7227239,7445026,7779477,8119549,8440420
NLD,3797797,4280581,4716314,4998054,5091472,5193575,5341137,5524592,5695081,5884793,6048901,6203316,6301466,6319192,6301803,6263235
NCL,35678,43655,52636,62022,69306,76519,83144,87753,90645,95231,99522,104538,108502,110443,111119,110836
NZL,918666,1074975,1207822,1328494,1409485,1500709,1615198,1739736,1828773,1899928,1975294,2049274,2099574,2108669,2101529,2083332
NIC,405251,494516,604999,742234,897577,1065936,1249868,1443719,1608294,1728789,1819337,1901383,1972496,2057833,2155254,2260167
NER,696421,853937,1016943,1187965,1410299,1696550,2022960,2436737,3001755,3722766,4594605,5585578,6725222,8174701,9962956,12105136
NGA,6958824,8022793,9279527,10940595,13172529,15648038,18026639,20738778,24095928,28540187,33878244,39671112,45551593,52343826,60885539,71365875
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,327949,375329,415007,448603,485542,527943,566120,596290,614239,621178,615922,615138,611207,606288,601199,594299
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,1069324,1202724,1355749,1494310,1593800,1698413,1819587,1937172,2025554,2096481,2176508,2250148,2293069,2286797,2274311,2256285
OMN,162498,235673,338850,493787,727568,1057689,1445376,1705883,1693638,1571715,1477587,1468505,1532161,1633072,1735438,1819116
PAK,11079110,13220056,15191607,17142597,19441936,22717842,26987734,31979306,37386482,43166413,48537783,53909901,58149807,63780000,70903511,79210059
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,427867,527714,639980,753574,858768,963382,1063524,1151224,1229423,1300285,1369339,1442858,1504702,1572320,1642053,1714929
PNG,370662,487213,617478,758351,911349,1077828,1267833,1462801,1650695,1839617,2025594,2211060,2382029,2552398,2730610,2912650
PRY,462546,566439,679752,784794,896896,1047954,1225951,1403274,1553527,1656904,1734671,1806130,1892005,1994000,2107115,2216540
PER,3072021,3591610,4188342,4886959,5584674,6285199,7008322,7640632,8125057,8503857,8926202,9226978,9418773,9683113,9975988,10279836
PHL,7029802,8691451,10514258,12409791,14414217,16466637,18699134,21286742,23833192,26174286,28430924,30378106,32080483,34036314,36391155,39022972
POL,7915560,8466602,8749029,9206091,9931399,10763661,11334556,11584075,11421155,11040996,10814680,10564803,10369522,10061551,9749537,9451303
PRT,2448419,2665738,2865676,3083070,3273104,3355335,3342433,3310834,3277698,3247991,3219663,3204596,3218539,3223304,3222792,3213503
PRI,766142,808241,817466,804215,783048,749471,711639,687939,669205,651799,637086,624646,608651,586270,572606,566071
QAT,75732,147081,259589,426445,662978,984532,1334740,1580981,1629820,1557182,1490976,1445750,1417031,1402836,1408341,1421457
KOR,10246510,12641424,14748026,16635756,17696891,18569265,18584036,18715015,18592411,17840369,16894570,16104208,15095457,13738180,12582731,11531677
MDA,446402,476208,469338,467965,480848,517192,573877,600903,590941,570643,562225,571076,589035,591173,580993,566052
REU,143065,175823,208903,233098,248298,257329,262307,267331,278214,298833,320181,342464,362097,380520,390520,393911
ROU,3672229,3675832,4002911,4279991,4557723,4637844,4772444,4659715,4486585,4335757,4260546,4203646,4229494,4227427,4140686,4018608
RUS,24478382,27125130,27906475,29265983,30980198,33643601,36812964,37615749,36598136,35817292,35764882,36903879,37902784,37761979,37260879,36622318
RWA,483542,573205,638957,726751,866969,1120277,1375692,1577135,1755918,1983465,2225220,2414359,2602309,2827805,3078777,3358395
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,18149,22355,26850,30498,33414,36343,39252,42614,44868,45442,45100,43808,42754,42407,42832,43785
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,11758,14042,15565,16670,17642,18400,18504,18859,19036,18975,19093,19521,19710,19865,20139,20651
WSM,12804,15597,18349,21148,23733,25433,26902,29461,31979,34945,39217,44685,49980,55085,60656,66794
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,9039,10720,12566,14931,18142,21682,23944,25817,28594,33547,39688,45273,49476,53813,58733,64219
SAU,1330860,2222883,3593068,5421251,7576747,9251800,10188836,10816349,10889968,10897542,11091153,11558985,12049024,12640579,13205723,13749419
SEN,591822,699820,833083,1009321,1249792,1549716,1880826,2227230,2589809,3016102,3519358,4072828,4587464,5134604,5758989,6487745
SRB,1473035,1540588,1607555,1686180,1792208,1879415,1952711,1991140,1988799,1991405,1964651,1972565,1988353,1990684,1984454,1967620
SYC,9840,12591,14939,17074,19214,20557,21469,22117,21990,21454,21655,22329,23282,24070,24758,25451
SLE,290847,345352,410918,485031,565403,666598,790183,929362,1089989,1267294,1443245,1608791,1746792,1914522,2089481,2264260
SGP,1083652,1430698,1724452,1990456,2198570,2361457,2480385,2586801,2665642,2642718,2609872,2576599,2563579,2511367,2449453,2378381
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,1014413,1118228,1188434,1283897,1413924,1520195,1603738,1648584,1623644,1570600,1530754,1509585,1505218,1491392,1471779,1446814
SVN,467419,514728,557297,590857,629392,659405,676748,677249,670052,656589,653484,659075,661607,656555,648711,639887
SLB,27127,33184,41713,52098,62522,73244,83883,95182,108678,123565,140094,159546,178783,200243,223191,247440
SOM,507259,595162,676561,800395,956957,1159089,1387174,1627509,1982321,2387729,2842615,3374951,3982073,4722404,5652636,6726960
ZAF,3605449,4267617,5206199,5694683,5990352,6878622,7963722,8589216,8616276,8346002,8432527,8638731,8843855,8977746,9083468,9163134
SSD,346192,418494,510434,624205,730298,795688,794360,789318,838961,1028976,1244825,1480899,1575727,1597532,1681656,1848747
ESP,10253481,11661327,13257419,14940571,16584262,17569382,17991509,18152335,18096979,18087030,18265562,18440870,18523869,18356070,18151509,17860921
LKA,2736385,3160828,3496009,3774773,4081069,4406213,4542257,4696546,4849611,5081044,5359154,5573894,5676297,5736228,5803838,5918960
PSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDN,1837652,2204786,2529433,2916612,3519318,4444273,5495477,6546929,7598172,8669577,9935712,11466638,13263563,14748171,15862969,16577637
SUR,50507,62930,74845,85512,92594,102267,110558,117773,126945,136975,145900,153555,160403,169537,180685,192784
SWE,2220667,2404008,2617463,2800851,2948629,3127542,3375926,3646474,3781671,3910029,4080898,4262800,4402603,4448170,4469237,4480602
CHE,1809263,2094471,2379381,2590329,2764379,2954627,3130936,3263834,3335563,3387800,3461079,3554773,3637959,3674854,3694097,3697519
SYR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJK,407720,555061,678998,790009,898025,1060019,1315517,1545704,1716163,1851631,2004026,2258258,2523667,2791002,3032988,3304249
THA,12169145,14646108,16602546,17784876,18295305,18592598,18452121,18201937,17870345,17058851,16265923,15555028,14638302,13863247,13288667,12890109
TLS,70303,73412,81506,92326,101462,116186,139516,167031,200731,236855,262604,275259,282827,291713,307443,326607
TGO,302475,360377,432119,520873,626461,740076,859464,984453,1120670,1289386,1495918,1719112,1936774,2176925,2456234,2766448
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,6920,7656,8981,10105,10969,12000,12763,13627,14692,16420,18230,20184,21815,23277,24882,26712
TTO,195314,236179,257979,277641,301673,336089,359813,361374,350612,337707,328192,323120,318742,317402,319274,324630
TUN,1235331,1532833,1821890,2075779,2345617,2601410,2835690,2972827,2971142,2929424,2945896,3086032,3246086,3385416,3480107,3537333
TUR,8100012,10031996,12360877,14622670,17031116,19409885,21607681,23459657,25051049,25984529,26770968,27675701,28692727,28600921,28280931,27637966
TKM,386354,499591,584503,654426,721270,813116,959327,1085924,1147576,1164554,1211914,1342158,1474950,1632092,1750835,1855481
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,886992,1089403,1352396,1647190,1950024,2328529,2925764,3736457,4646674,5572899,6463757,7324405,8158906,9302448,10651018,12134970
UKR,7291655,8141850,8494794,8906088,9256254,9778113,10341701,10431397,10107178,9653490,9506550,9537368,9337253,9118168,8776122,8463662
ARE,245918,431456,752155,1218106,1871240,2702666,3499665,3964475,3953842,3630761,3337850,3144861,3011846,2949852,2960199,2977590
GBR,13561268,15135332,16692859,17838824,18613783,19672819,20792761,21910982,22745171,23300310,24204976,25238742,25917589,25999214,25983850,25896165
TZA,2168707,2439523,2796760,3331912,4092677,5011823,5923372,6812872,7949747,9461680,11246234,13086355,15174499,17590899,20262457,23085836
USA,62963720,72361587,79293793,84835104,89166025,94200560,99642784,105611722,110707467,116234047,122066674,126521914,129693139,130387301,130678589,130550117
VIR,20779,21833,22365,22183,21644,21229,20537,20210,19863,20017,21033,22602,24005,25308,26657,28095
URY,549618,592927,631245,671326,719883,749715,787812,831809,872561,896350,910424,920739,912771,882952,862219,851558
