SSP3,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
CAN,7936297,9146543,9879683,10334219,10665772,11038185,11401018,11795425,12107083,12143989,12147651,12128062,11989288,11802007,11785775,11934589
CYM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAF,158190,180934,198983,210322,220739,246217,286713,347275,459546,602090,751012,896962,1025801,1199407,1422070,1678332
TCD,395580,485418,607334,761756,925144,1086764,1282408,1542449,1867066,2255367,2747828,3327519,3961771,4751440,5667019,6725934
CHL,2777380,3288800,3798467,4255218,4663402,5058096,5501352,5930858,6162336,6163318,6079508,6003679,5860436,5650871,5515938,5452998
CHN,208390265,245412971,295132709,334452095,340302899,347894808,365300318,364261269,345641492,326384872,313799695,308697662,301218344,278696194,257613630,242238731
HKG,1709109,2060505,2294922,2486488,2610859,2718233,2742653,2696615,2583550,2402343,2245728,2128916,2058588,1963385,1899683,1859207
MAC,106248,142014,170997,193542,212923,233722,258963,273939,276066,263991,247887,236072,229650,217273,208462,202768
COL,5240727,6619316,7941119,9017341,10069204,11193504,12366715,13577457,14557684,15099147,15156054,14973245,14742732,14640687,14697176,14900231
COM,35809,40872,47132,53798,61906,72728,85004,97965,112161,124922,139489,157010,173072,189620,206249,223167
COG,181521,230458,290224,354664,426742,495133,558589,609533,668018,756215,892527,1058936,1182066,1294508,1412969,1552172
COK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,623145,769574,901547,1010967,1124776,1254212,1389727,1500792,1578566,1617299,1637112,1641647,1625808,1585636,1564840,1562643
CIV,720521,853777,1052918,1320484,1655864,1976497,2239686,2570525,2993788,3517520,4090348,4679311,5252129,5872106,6524076,7242031
HRV,915363,942419,953592,947221,948186,955016,947100,931247,920587,885269,861285,844901,827780,821482,823672,832560
CUB,1853658,2224586,2605917,2888699,2890522,2833993,2870285,2850305,2803607,2764503,2693644,2677621,2633773,2609139,2612240,2642868
CUW,30712,35105,37583,38478,37945,37769,38619,42365,45614,47660,48657,48672,47642,47069,47234,47961
CYP,201411,230688,260246,288962,322894,366612,411367,434705,433205,419101,402420,389933,380862,374085,370988,370661
CZE,2241472,2323057,2390121,2544363,2763805,2840528,2875714,2852395,2676685,2502680,2437812,2414098,2427947,2462026,2484813,2500060
PRK,3344411,3884800,4679098,5300628,5381196,5414302,5468313,5617596,5725227,5731968,5643945,5502024,5481143,5636318,5575587,5408280
COD,3158739,3701073,4259601,4863023,5566507,6684330,8162571,9878624,11934476,14171507,16895057,20268228,24141733,28971723,34466083,40455003
DNK,1245850,1341317,1428515,1476074,1490640,1472259,1479960,1524863,1560839,1575915,1593530,1582043,1564195,1557322,1582584,1632241
DJI,55678,65409,79405,97906,117138,133941,149729,166287,182016,201080,214372,222436,228599,234974,243806,255256
DMA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,930147,1144922,1355128,1562101,1777685,2000337,2228597,2475744,2694185,2887457,3046641,3210135,3342932,3482242,3629859,3786447
ECU,1554740,1887318,2258452,2652822,3080063,3560751,4079663,4589760,5050769,5407040,5684382,5893015,5963646,6057903,6155694,6260646
EGY,5864764,7202329,8709181,10350892,12425688,14979871,17796641,20146741,22143530,24185285,26638012,30436005,34030036,37610056,41280840,45418162
SLV,550146,628130,722779,819672,920471,1004828,1104428,1266335,1451502,1569137,1623653,1656816,1649239,1644292,1650927,1673777
GNQ,57183,72038,86360,103804,123961,151984,189446,215445,225167,227290,258116,296324,332567,363671,389873,412693
ERI,158709,185081,217762,255065,293930,335772,381365,441173,540222,654397,771905,861535,915944,980507,1074752,1190385
EST,282053,291062,293192,300222,305259,313308,325401,321443,303565,287238,281849,278039,276078,273960,273547,274663
SWZ,49218,54303,57858,60604,66308,77677,91731,105173,112065,120227,130455,140371,147864,154761,161815,169747
ETH,4301546,5256608,6329068,7481168,8909550,10674342,13208898,16323304,19760365,23326107,26722345,29599803,32657728,36314484,40582352,45293980
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FJI,61201,72677,81361,87374,98504,113626,126922,139308,148101,156378,168828,182540,195824,207734,220377,233441
FIN,1336003,1416849,1458495,1440800,1443943,1464911,1486626,1523328,1530809,1527131,1533359,1536701,1497345,1449616,1431877,1441125
FRA,14586115,15778871,16788354,17676767,17969173,18256124,18347712,18179448,18120172,18410029,18851789,19305037,19493331,19779401,20213870,20845820
GUF,21073,27562,35000,43094,50440,56965,62476,67551,76067,86523,96972,106667,119199,133116,147093,161461
PYF,99120,126277,153587,176318,192430,211201,226603,238475,244807,254697,265644,276262,281588,285813,293696,305515
GAB,98966,116575,139739,169718,207328,251866,296133,330556,350757,371393,404320,454726,503438,542634,575944,609724
GMB,74346,94192,120006,151192,186108,223612,265339,313584,370143,438849,522803,612586,690536,746142,813638,896987
GEO,561177,615804,633764,644495,653045,669579,697020,705837,683062,653104,646211,669383,702052,722134,730974,741753
DEU,19454720,21372944,23045522,23310581,23174484,23232174,23369939,23212421,22938433,22423825,21889603,21459801,21273135,21199219,21354775,21666818
GHA,1341253,1680140,1982352,2361105,2926889,3620832,4268462,4816350,5297362,5937384,6700207,7623144,8498631,9389462,10392569,11560315
GIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRC,2423278,2550035,2725346,2881544,3015193,3086531,3020256,2908819,2819617,2749878,2710894,2681377,2639073,2591243,2562652,2562819
GRD,13654,16021,17583,18707,19730,22275,26141,28769,30167,30649,31245,32151,33063,34072,34834,35523
GLP,84452,97225,107338,112831,110274,102852,94126,91238,94022,98632,102988,106945,109202,114491,119785,124997
GUM,22365,26960,30920,33421,34003,33881,34064,35126,37052,39210,41828,45340,47696,49938,52591,55739
GTM,931731,1101940,1306486,1567503,1920983,2369982,2893728,3486880,4104721,4685453,5137124,5511361,5805829,6082729,6398396,6721445
GGY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIN,491497,571064,663537,759492,869085,1030662,1275392,1594202,1936016,2252737,2569250,2888984,3209425,3553190,3913824,4286399
GNB,63552,72872,84043,103366,129201,159799,188206,212817,241622,275949,315707,355884,386655,413136,437121,462240
GUY,56076,68181,79468,89190,97253,102058,108429,121976,135917,145011,152143,159048,165557,173824,181763,190500
HTI,572853,660850,757965,866279,1018019,1214069,1440784,1656342,1842438,2002842,2132063,2247950,2351990,2467676,2613231,2769841
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HND,497403,618215,764261,963559,1227496,1529332,1840151,2171521,2516630,2840056,3087676,3261251,3401081,3558976,3728700,3912116
HUN,1995363,1978358,2012367,2098635,2247012,2244317,2224507,2216157,2134299,2024480,1953365,1883608,1851534,1846896,1840336,1841267
ISL,61983,71417,79191,85991,92070,98759,105694,114811,119066,119648,120762,120901,119016,119033,121278,125273
IND,106535839,127628140,148946228,171371416,194299481,219784374,246606166,271819533,294846653,315010849,327129758,332760327,331550191,328301836,328311072,331388424
IDN,20662096,25405749,30634605,35769450,40680866,45289574,48466495,51037194,53706995,56009035,59020439,62249630,64162282,65802013,67457895,69183322
IRN,7619345,9464495,11493137,13779825,16620859,20667306,24530298,26570214,26441594,25758186,25474735,26102706,27126154,27336938,27731750,28082252
IRQ,1602294,2039376,2698446,3505674,4366148,5281658,6304350,7599900,9044927,10601644,12306483,14437548,16211079,18062990,20008635,22143435
IRL,817611,933794,1048337,1179533,1318250,1436898,1481880,1483519,1487810,1503317,1543039,1593424,1624463,1636319,1650384,1679944
IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ISR,1163000,1311056,1458745,1658920,1872272,2082923,2282006,2457410,2634995,2824827,3031305,3297506,3601818,3878620,4163569,4478814
ITA,14665949,15939267,17355976,18506979,18992319,18784474,18204075,17443413,16616721,15957806,15577067,15288881,14850906,14364230,14043699,13915267
JAM,235519,293258,352468,402493,447429,507854,575180,640613,689877,704447,706715,691153,664459,645245,638248,641777
JPN,36978704,36915460,37210560,38497448,38819166,38216413,37267913,35948327,34531191,32977297,31466468,30235353,28924886,27873959,27199659,26757513
JEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JOR,504551,704342,966881,1261055,1558605,1872607,2207713,2567079,2885939,3168782,3514930,3849743,4090959,4330229,4590868,4885420
KAZ,1703077,2040733,2247588,2438472,2624760,2865353,3228373,3418543,3388433,3374531,3639421,4070525,4542827,5080882,5516174,5926877
KEN,1655362,1999370,2442261,2952814,3533836,4222767,4994075,5689629,6433272,7386460,8410467,9177944,9763640,10517165,11475549,12533842
KIR,5604,7322,9268,10318,11472,13392,15802,18058,20136,20899,22379,24940,27289,29147,30593,31604
KWT,281787,453827,693240,1027440,1337663,1571621,1602522,1461236,1322305,1212834,1176348,1224036,1258373,1286815,1297478,1304816
KGZ,354951,471914,550718,624797,693222,795878,973276,1145465,1248281,1299672,1395998,1588571,1794421,1982806,2146941,2312247
LAO,371044,455983,544744,637422,744408,880569,1045222,1203084,1338696,1434602,1508669,1563213,1625292,1695711,1776405,1865268
LVA,406712,411509,405429,403614,394567,392402,394742,386143,359583,341504,335309,331084,333122,331462,328425,326681
LBN,592433,724085,867932,975939,1060732,1146141,1209065,1267696,1369950,1493179,1625423,1760577,1799344,1792519,1797630,1819101
LSO,99098,104659,106449,107623,115719,131439,152927,171726,186736,198972,210565,225769,242678,261310,278382,296117
LBR,183748,207235,244745,295620,360640,424006,476288,528381,607444,720181,856885,981781,1073793,1165974,1271696,1395999
LBY,367181,483517,655225,877945,1112521,1296734,1413537,1497454,1605113,1750896,1935346,2115608,2251606,2383703,2518390,2672040
LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LTU,586158,615639,623913,624018,605897,585412,577401,570099,545934,513856,491578,484434,483387,476316,479483,487862
LUX,106393,126619,148158,166087,181941,197026,209840,219267,220130,216273,212755,210733,208529,207189,208089,210471
MDG,1119246,1356267,1661689,2060211,2487218,2921254,3439348,4123960,4955511,5816092,6780514,7739325,8740599,9900669,11242989,12687392
MWI,530871,583001,666443,798622,1037965,1354041,1634625,1909784,2236979,2661815,3173309,3630169,4004855,4462495,4997728,5638424
MYS,2853677,3516192,4207266,4888911,5651142,6682988,7801930,8760264,9430846,9868955,10079558,10217270,10367178,10396757,10516042,10716315
MDV,29880,41672,56332,74705,98466,134245,179411,213352,226800,224350,220592,218621,215974,213901,212598,213565
MLI,570643,628414,741689,931934,1199037,1516530,1836978,2163127,2552725,3106915,3785189,4514136,5238210,6038274,6976151,7993651
MLT,108495,118127,122199,127577,136632,148718,164396,178424,179054,168974,157414,146655,137682,130115,125942,123326
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTQ,89418,102087,111229,114331,109243,100411,90927,83828,82654,84833,87707,89411,89956,90123,92196,96188
MRT,162844,194493,233263,279502,332522,398197,478353,571808,680288,809983,970812,1133030,1270678,1418383,1590098,1788034
MUS,183369,220304,245935,258419,276529,287443,290824,303344,309905,316368,314261,303224,288892,279167,275260,276038
MYT,11113,15380,21041,28434,36769,45701,55627,66267,72967,85361,104596,126039,153134,186431,226962,276502
MEX,11466966,13794863,16544620,19536866,22513825,25296704,27947699,30569095,33007659,35321409,37358085,39118814,40101630,41286629,42756769,44459440
FSM,54733,66723,77248,83712,87340,91417,97410,107261,119001,127888,137036,146682,153277,159582,167689,176999
MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNG,181479,246702,308468,371475,431831,490057,564427,600942,600043,585553,609013,699960,794012,861490,921539,990560
MNE,110267,118994,124149,128371,133904,141059,145677,148594,150636,151574,152246,153667,155150,157680,159617,161959
MSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR,3211374,3882271,4514222,5154122,5837157,6570704,7262916,7846641,8262247,8625354,9055190,9621377,10068577,10494609,10905698,11351280
MOZ,899870,1024250,1177004,1404454,1647090,1914426,2269914,2696647,3208550,3798675,4444380,5199500,5950968,6727171,7552031,8444748
MMR,4045408,4780456,5543624,6256970,6915773,7585220,8098500,8516655,8813074,9082379,9196122,9224426,9301067,9397459,9542118,9672030
NAM,104897,122351,142299,161714,181321,200775,230875,275629,307544,331452,358392,398758,442366,486411,524765,561085
NRU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPL,1947347,2164920,2406653,2691116,3051632,3501987,4054405,4863772,5866180,6827782,7445728,7826892,8102589,8485417,8846040,9164074
NLD,3774076,4205010,4564213,4749999,4733970,4715934,4739774,4807186,4869661,4943850,4966287,4952328,4878464,4823105,4845736,4937094
NCL,35568,43235,51524,59912,65881,71463,76192,78753,79502,81897,83707,86203,87649,88786,90069,91852
NZL,913937,1058402,1172741,1268754,1318904,1374234,1450022,1534643,1581391,1609713,1643627,1674360,1681437,1677607,1688322,1714822
NIC,405852,496240,608575,748778,908750,1083813,1277908,1487350,1672249,1814707,1926681,2028626,2116996,2212763,2313813,2421269
NER,696333,853874,1017063,1188469,1411561,1699114,2027697,2445445,3016300,3745271,4626697,5632559,6792870,8261155,10055580,12192265
NGA,6955323,8015178,9267674,10924871,13153905,15627143,18004232,20718892,24105232,28622667,34085717,40010770,46016001,52836057,61264737,71556508
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,325151,365885,396800,419305,443751,472762,496339,510921,512859,504069,484175,471708,458821,456484,462374,472221
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,1061123,1176979,1304397,1410325,1471430,1530722,1599134,1658098,1686294,1696972,1715777,1724286,1705716,1673711,1671394,1695890
OMN,160803,231738,332570,485791,719902,1054571,1452130,1720000,1697587,1553412,1434764,1407576,1462536,1559647,1656457,1731336
PAK,11093375,13257963,15262439,17257250,19618064,22992649,27417986,32648257,38389381,44593894,50401905,56180203,60709448,66640251,74106245,82785442
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,427564,527005,638794,751813,856231,959719,1058319,1144175,1220802,1290247,1358115,1429856,1489251,1550989,1610142,1671574
PNG,369260,483780,611359,748696,897078,1057281,1239239,1424773,1602527,1780343,1953802,2127660,2290153,2450511,2612680,2777863
PRY,462785,567261,681674,788198,902614,1058104,1243572,1432198,1597206,1715104,1805904,1887928,1983688,2092969,2210070,2320493
PER,3076380,3603111,4210558,4924864,5643780,6372299,7133486,7815178,8357521,8797110,9284105,9636433,9863471,10135526,10406351,10680232
PHL,7030815,8695446,10524050,12428696,14446863,16516746,18774838,21411653,24051171,26531906,28970374,31097410,32964558,35047024,37456346,40086509
POL,7868487,8316033,8450425,8720710,9237758,9852943,10199879,10205205,9776180,9144202,8731065,8375561,8144101,7959109,7848201,7806586
PRT,2430345,2611263,2760871,2918296,3041111,3046672,2950680,2837034,2731122,2641754,2563811,2499281,2456622,2428118,2424555,2458019
PRI,774829,828019,849083,847192,836417,810230,776705,759621,748646,735907,720260,701298,672491,630667,599268,577207
QAT,70475,134295,237998,395759,623879,938918,1282915,1514028,1526091,1394037,1263719,1159643,1083967,1038131,1022723,1024095
KOR,10172907,12428246,14319670,15911173,16601274,17047774,16628258,16385101,15973316,14988229,13847896,12927934,11817199,10551434,9699012,9199291
MDA,445839,472951,459084,448091,450377,476500,524028,540459,517310,484687,469832,478174,498382,508118,505598,501189
REU,142379,173572,204168,224849,235594,239542,239280,239546,246261,262941,279366,295602,308033,324572,337300,349205
ROU,3653585,3609236,3875899,4082248,4284542,4282872,4333756,4130980,3883997,3682235,3576174,3496417,3507299,3553144,3535407,3513813
RUS,24278855,26503810,26689388,27274440,28123000,29840541,31972423,31667797,29548430,27733963,26810644,27241250,27637378,27411970,27033119,26828210
RWA,483274,572744,638309,726193,867287,1123740,1384065,1591503,1776839,2014132,2267324,2467155,2666683,2902992,3161487,3446597
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,18128,22321,26855,30546,33535,36562,39601,43251,45815,46524,46105,44429,42949,42207,42218,42795
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,11844,14288,16008,17327,18566,19631,20008,20804,21423,21661,21955,22536,22680,22666,22726,23049
WSM,12890,15846,18855,22000,25033,27219,29322,33132,37055,41491,47317,54588,61414,67640,74317,81658
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,9049,10750,12630,15051,18387,22111,24559,26667,29848,35545,42666,49156,54064,59025,64620,70874
SAU,1314467,2189332,3550354,5385703,7566946,9265433,10196830,10807077,10810243,10715988,10792120,11161756,11573225,12120543,12632103,13128828
SEN,592172,700803,835163,1013329,1257167,1562564,1902286,2261843,2642729,3093705,3626360,4212949,4760670,5333069,5973055,6714438
SRB,1456203,1497954,1530397,1567910,1628804,1665666,1683105,1662126,1602822,1555725,1485054,1457128,1444620,1449751,1468751,1497195
SYC,9817,12561,14918,17075,19275,20635,21519,22152,21946,21208,21247,21772,22626,23317,23870,24440
SLE,290960,345732,411834,486738,568374,671442,798176,941977,1108699,1293173,1475759,1647640,1790921,1960946,2133183,2303179
SGP,1068941,1389867,1644298,1857290,1999920,2087711,2128055,2156267,2159563,2055600,1940685,1828918,1756950,1685632,1639104,1609420
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,1008620,1096592,1144603,1212169,1309871,1380959,1426416,1430388,1365075,1276626,1213754,1179339,1169718,1176079,1190992,1207770
SVN,463959,504432,537163,558117,582076,595831,595730,577926,552916,523049,507463,503687,499681,497368,497722,501964
SLB,27143,33250,41853,52355,62947,73911,84901,96719,110949,126717,144190,164513,184387,206003,228486,251884
SOM,507159,595160,676954,801733,960248,1166091,1400455,1650683,2023266,2452203,2933422,3495416,4136332,4914089,5888076,7009998
ZAF,3603553,4263931,5203127,5691167,5984877,6876518,7969838,8598800,8611921,8315060,8384381,8568440,8751059,8852199,8915006,8956262
SSD,348299,424516,523304,648313,769602,851407,863043,875915,956009,1218644,1509742,1832640,1959396,1984047,2103739,2347016
ESP,10174939,11410385,12767787,14141232,15400790,15915793,15790694,15357524,14716875,14185865,13949301,13769076,13510021,13143669,12880078,12733563
LKA,2739749,3169131,3510475,3796737,4113462,4452437,4601093,4773878,4953408,5223183,5543764,5790956,5911023,5976807,6044557,6160780
PSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDN,1868117,2223898,2515696,2837512,3398877,4311453,5330587,6322702,7275334,8201688,9250663,10488832,11899908,13346330,14784615,16156833
SUR,50453,62901,74932,85748,92922,102747,111117,118495,128408,139452,149089,156910,163635,172352,182730,194288
SWE,2202873,2348288,2510403,2633157,2712246,2810051,2964271,3131292,3155855,3170481,3222556,3278057,3301465,3309280,3360968,3444270
CHE,1797942,2060256,2312217,2478497,2595170,2712638,2801826,2838979,2810308,2755530,2716827,2696746,2683572,2685517,2722270,2780164
SYR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJK,408577,557910,684498,798568,910099,1077937,1345287,1591513,1779925,1934814,2108227,2388235,2676215,2964756,3224791,3512941
THA,12169632,14647772,16603866,17780989,18279408,18555624,18381132,18092053,17722472,16857668,16004569,15224176,14233538,13398728,12771101,12329651
TLS,70381,73573,81822,92898,102352,117669,142175,171637,208335,248305,277325,291973,300804,310775,328240,349348
TGO,302205,359879,431551,520476,626615,741274,862502,990221,1129378,1301690,1511061,1738891,1962849,2207615,2485574,2789193
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,6983,7799,9294,10622,11720,13059,14186,15597,17351,20021,22624,25321,27426,29194,31178,33512
TTO,195579,236926,259174,279411,304399,340543,366092,368525,358151,345908,337387,332761,327838,325485,325822,330036
TUN,1235957,1534598,1825312,2081229,2354272,2614704,2856484,3002589,3011060,2980691,3012479,3173474,3353863,3511560,3624304,3700929
TUR,8041616,9830602,11936242,13888073,15885322,17753806,19359742,20565633,21479432,21725389,21833462,22074833,22460075,22207152,22173695,22274116
TKM,386797,500918,586898,657981,726187,820018,969997,1101161,1167493,1189081,1243802,1385358,1528944,1695932,1818082,1921858
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,887055,1089935,1354303,1651594,1958432,2343673,2954969,3790395,4738930,5715648,6664241,7580188,8462512,9649631,11035226,12554161
UKR,7239850,7978048,8160967,8362843,8482013,8761644,9074095,8894051,8302723,7604730,7287377,7199208,6906215,6735824,6478425,6331525
ARE,235284,408193,720362,1187988,1865002,2752533,3631474,4149633,4100088,3637785,3189256,2860714,2617541,2484754,2456129,2447005
GBR,13482475,14844151,16112264,16905120,17270368,17857301,18449834,19014156,19283860,19241376,19523596,19915948,19998504,19864941,19979110,20324851
TZA,2169154,2440602,2799110,3336968,4102898,5030159,5953356,6860335,8026665,9584542,11428361,13331825,15487706,17942044,20605988,23396560
USA,62486867,71002036,76574092,80321977,82547747,85261137,88226392,91554407,93832743,96388661,99105897,100400690,100656960,100327331,101335832,103757856
VIR,20964,22212,22949,22909,22454,22084,21279,20862,20339,20358,21418,23061,24414,25593,26721,27915
URY,550111,594064,633120,673996,723661,754116,793405,839766,884150,911306,928110,939446,929437,894115,867258,850700
