SSP5,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
BRN,33987,48078,64648,83351,102606,122632,141310,155677,168442,180752,192524,205343,216768,223856,226277,224155
BGR,1479305,1534720,1576388,1653368,1750858,1818761,1890557,1904289,1857507,1833446,1841171,1870016,1910303,1934310,1945994,1946954
BFA,636926,775857,947890,1165405,1479050,1888427,2368722,2905358,3544179,4328729,5342000,6561618,7871134,8981149,9916571,10780153
BDI,348910,406665,484277,602002,795484,1087168,1384545,1630487,1866711,2215834,2778942,3507415,4207456,4747928,5160340,5498273
CPV,37501,50135,64370,78434,95522,117440,142804,168131,187702,201432,213398,223594,231460,234954,234232,230522
KHM,1142332,1510864,1893136,2211909,2302997,2821877,3415961,3963860,4353911,4787314,5277630,5773194,6246411,6560213,6730518,6788768
CMR,831411,1018800,1283458,1637568,2108957,2780625,3609935,4555202,5570513,6776184,8251098,9958252,11958745,13719178,15217152,16481077
CAN,8037193,9459452,10523317,11428044,12307950,13310302,14361913,15538777,16782026,18038728,19481390,20968801,22224910,22882534,23137233,23002336
CYM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CAF,162202,195406,227003,254433,284849,344089,432926,565994,770874,1037134,1341062,1679652,2038497,2402451,2759293,3121642
TCD,399468,505622,642563,821055,1021048,1235679,1507841,1881827,2374687,3011218,3864957,4943036,6230845,7502827,8645658,9728506
CHL,2811832,3395742,4021802,4641164,5256077,5899495,6625592,7362358,7915952,8261095,8539990,8825666,9002317,8915730,8677656,8324435
CHN,211111444,254193509,314066840,367835205,390938248,418144256,457032355,476558546,475524826,471221608,473177197,483012309,487827831,467529728,443427022,423263479
HKG,1745557,2154271,2471639,2771930,3030214,3282879,3458257,3562878,3609908,3632741,3696045,3780878,3862173,3858127,3827297,3774389
MAC,110271,152267,190145,224905,259463,297416,338521,370554,392775,409020,426726,446713,464008,466977,461537,453007
COL,5285968,6778934,8302966,9688564,11163070,12820327,14612375,16482745,18169377,19487349,20415469,21149707,21781445,22027691,21891298,21438130
COM,36038,41569,48616,56663,66801,80490,96880,115450,136692,158517,184654,216713,250591,279356,301377,317796
COG,189616,258829,351736,466548,610402,782939,972503,1163296,1375891,1641463,1997589,2437282,2868949,3238097,3549097,3809541
COK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,630740,795144,957422,1110746,1282198,1483295,1701392,1900603,2071230,2213886,2352008,2478452,2570802,2581381,2552019,2493658
CIV,746778,940765,1234599,1652553,2220697,2897085,3584935,4417157,5420641,6614112,7982883,9530670,11228931,12736285,13959818,14992456
HRV,920855,963459,999629,1026658,1061946,1102341,1128370,1147203,1166968,1177845,1202135,1235534,1266105,1282112,1286740,1280275
CUB,1871696,2283227,2729870,3105441,3228226,3310300,3482124,3580526,3618828,3640148,3639517,3705790,3763709,3757277,3680895,3576626
CUW,31185,36629,40840,44225,47037,51033,56690,64899,72867,80598,88615,96634,103694,108370,111235,112552
CYP,206828,245685,288624,334347,388428,455751,527548,585065,626578,664135,703172,743372,776299,789659,792012,789661
CZE,2275087,2427724,2596486,2874306,3228884,3456980,3661254,3833015,3870073,3904277,4015307,4137974,4274834,4370408,4397282,4378324
PRK,3394305,4020910,4958305,5787648,6125290,6458065,6827415,7270816,7647519,7913728,8106494,8267187,8556027,8881884,8863890,8655610
COD,3104117,3702385,4441199,5273380,6194170,7471449,9215559,11346559,14049649,17253934,21385890,26754938,33349681,40046653,46074218,51470934
DNK,1265281,1399203,1540251,1653045,1741388,1808864,1911050,2055833,2196520,2331214,2485301,2631755,2775744,2878441,2923184,2910130
DJI,55682,68001,84476,105456,128765,151992,177264,206655,238296,275719,309600,340550,370968,390557,401171,406049
DMA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,934281,1162133,1398312,1647172,1920710,2217749,2533363,2866572,3169232,3453528,3727704,4024583,4306297,4511263,4638057,4699083
ECU,1566680,1932296,2360257,2841248,3388915,4026684,4737380,5465827,6167017,6796038,7390740,7956349,8404981,8713490,8844002,8795902
EGY,5953035,7548923,9487121,11762398,14723756,18459928,22771236,26850711,30742970,34855613,39577021,45967445,52440928,58076758,62958704,67326659
SLV,554607,634621,732106,836763,948219,1047603,1157217,1297256,1430274,1504217,1543262,1579369,1598339,1591590,1559772,1510247
GNQ,60548,82296,106669,138903,180623,243524,329520,413687,485622,552614,664078,794821,934126,1055703,1156849,1236943
ERI,157917,185985,220666,260777,305322,356453,414366,484258,585035,695220,812541,920350,1011751,1078810,1124861,1156905
EST,285549,301166,312333,330300,347766,368821,392824,404263,406307,411560,426127,442625,459199,468291,473805,478084
SWZ,50328,58016,65045,72403,84900,108416,138677,169006,190490,212835,237744,263460,287786,304631,314515,319980
ETH,4262605,5289292,6556115,7999183,9818147,12102271,15418592,19698127,24845192,30757565,37180001,43582361,50706007,56721525,61296758,64899169
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FJI,61310,73533,84173,93644,108663,127447,143393,156364,164483,171004,180569,192420,205489,215167,222334,227475
FIN,1355566,1476302,1574295,1624415,1699256,1795406,1896611,2020242,2126479,2239357,2375388,2507855,2559733,2544068,2499024,2434548
FRA,14754427,16286176,17791591,19312632,20341859,21418964,22309166,23022947,23917752,25211902,26715198,28251203,29530072,30301622,30799674,31021088
GUF,21682,29292,38488,49115,59964,71246,82743,94624,109570,126395,144106,162318,182720,199943,213017,222024
PYF,99377,127594,156947,183129,204300,228793,249876,265392,274238,284519,295993,307678,316285,320257,323267,325771
GAB,105363,136010,178126,235339,310056,408754,520092,628654,726708,826942,944171,1085197,1230943,1347645,1438493,1506643
GMB,73766,98235,130066,167151,209100,257549,315041,383660,464713,561428,679971,816469,955096,1052332,1130952,1196064
GEO,554362,604952,625398,642652,658491,675947,691138,685052,658559,633554,623871,629556,640756,643636,642964,645146
DEU,19698954,22244573,24678947,25912531,26968769,28420397,29981516,31206996,32316564,33450412,34947843,36779797,38577652,39413720,39483254,38978545
GHA,1348148,1703547,2041735,2484418,3160941,4040768,4972296,5896414,6819428,7973356,9350882,11026875,12811317,14276027,15513362,16593941
GIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRC,2460864,2658149,2925617,3193651,3454934,3675734,3785692,3861378,3950804,4052217,4174352,4303306,4412212,4463011,4493089,4481230
GRD,13734,16303,18274,20025,21819,24992,29168,32145,34178,35844,37814,40054,42120,43322,43875,44175
GLP,83980,96530,106824,113161,112927,109267,104949,104449,106434,108570,111167,115163,120229,126107,130435,131788
GUM,22142,26433,30248,33006,34452,35703,37308,39265,41348,43624,46548,50230,53804,56472,58465,59781
GTM,939125,1125990,1358547,1664044,2085164,2632262,3289551,4046577,4859286,5667113,6389926,7082379,7731646,8192628,8489243,8626616
GGY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIN,492297,578853,678988,787323,914923,1101701,1380090,1746342,2158494,2581248,3061441,3616379,4246888,4796381,5236285,5594673
GNB,65259,78616,95570,123842,163858,218511,277402,337564,407717,490354,588059,697714,807438,897317,963228,1009768
GUY,55243,66530,77474,87654,96843,103684,111530,122477,131249,136743,142336,149044,155919,160361,162050,162313
HTI,576312,679265,794269,925347,1107338,1351501,1653160,1972323,2289308,2600140,2899607,3208187,3524120,3750835,3898472,3984979
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HND,504930,642791,818467,1064580,1397661,1796306,2233590,2717033,3234103,3748432,4209911,4619735,5010675,5307875,5488449,5562082
HUN,2034971,2087138,2212268,2408105,2680113,2811222,2938199,3089830,3171234,3213104,3279818,3344096,3441404,3513880,3530026,3506462
ISL,62671,73644,83887,94080,104359,115904,128089,142675,153885,163305,173901,183614,188938,189246,186490,182669
IND,107567156,131002854,156438339,185067616,216785565,254252952,296491207,340448390,385275441,430143927,468852100,501629480,526725466,537330709,538860059,532814363
IDN,20856403,26227515,32732238,39859520,47475558,55391097,62263014,68675144,75095432,81104755,88026862,95534415,102019894,106527166,109264837,110233590
IRN,7726122,9819134,12265619,15175223,18883579,24102508,29473931,33325730,35249197,36798325,38772158,41398350,43910849,44588746,44870167,45030229
IRQ,1625611,2123595,2897083,3890162,5033390,6351521,7895692,9837966,12068848,14583145,17470885,21057179,24489852,27508329,30038081,31927709
IRL,831930,976148,1130586,1311173,1506899,1695780,1831985,1951982,2097031,2270361,2466897,2664988,2820387,2911065,2982381,3012413
IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ISR,1192912,1396406,1623521,1922827,2252241,2596597,2939694,3277738,3635809,4020930,4439463,4908870,5399841,5790679,6120193,6401354
ITA,14855369,16562242,18564396,20436836,21801325,22670027,23343089,23919783,24388650,24907997,25539932,26162466,26500120,26395034,25936707,25229165
JAM,237032,300936,370190,435109,499348,580734,667327,746199,806638,841331,871525,892907,905201,903835,892861,870315
JPN,37537331,38463683,40040683,42778682,44575379,45447791,46052473,46495771,46948248,47005767,46509808,45622506,44600529,43504355,42331054,40723674
JEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JOR,529154,770089,1094094,1477724,1898714,2374816,2909710,3493587,4052977,4602523,5236049,5887675,6468365,6924375,7275972,7525452
KAZ,1709991,2071719,2340561,2628936,2929449,3285847,3749854,4086099,4274923,4509293,4946952,5511624,6112263,6656296,7088487,7453624
KEN,1705397,2167745,2804638,3631033,4709658,6200610,8024766,9963504,12152721,14845672,18042582,21088442,24011522,26595819,28785509,30558337
KIR,5592,7319,9301,10471,11842,14104,16961,19827,22701,24533,27085,30816,34657,37434,39197,39964
KWT,292521,479382,737767,1092415,1440805,1751770,1929109,1993818,2056572,2110753,2179897,2278322,2369713,2436484,2488090,2517580
KGZ,356008,477865,572767,674126,779206,922792,1141724,1361027,1524033,1651539,1823673,2079104,2349691,2566458,2736551,2883089
LAO,373721,464004,562630,675435,816513,1001778,1232928,1464598,1681905,1866881,2036721,2193088,2358050,2466391,2522627,2545668
LVA,407059,414949,415418,422134,424416,433529,444431,447150,440130,441085,452112,467727,486160,496550,502086,505008
LBN,603770,759020,938702,1096382,1244081,1403487,1549636,1692813,1870908,2069067,2289624,2530733,2710995,2818120,2886240,2909722
LSO,102038,114249,124196,134955,156850,195994,248702,299838,344367,382461,418831,462829,514072,558345,590069,613394
LBR,190270,226556,283109,364237,477914,619825,769451,936390,1154264,1437988,1786811,2165705,2546727,2892529,3194683,3448437
LBY,376015,503310,695774,953709,1242662,1503961,1717764,1908674,2120738,2365096,2650157,2945296,3216031,3440918,3616089,3718258
LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LTU,586553,619184,632802,642248,638470,632293,630474,623412,602819,582040,573625,578524,588909,589982,589040,587513
LUX,110151,136588,166384,194888,223470,253721,283136,311189,334007,354594,377610,402753,425444,439145,446467,448103
MDG,1114953,1392346,1726376,2168185,2683314,3269634,4024540,5064860,6379341,7862159,9621351,11545282,13691369,15618641,17246408,18626193
MWI,546390,634144,771083,991803,1390703,1986623,2623933,3335774,4198340,5287872,6611868,7980664,9347648,10650541,11816555,12866549
MYS,2913922,3699343,4584724,5537639,6655435,8146091,9843943,11494762,12974876,14350871,15606682,16795821,17900381,18498329,18831432,18940974
MDV,31102,45023,63045,86467,117458,163279,221714,272386,306812,329504,353327,377459,394374,395245,382682,367397
MLI,570371,652081,784091,996182,1298787,1673732,2079615,2526957,3087853,3885064,4948914,6257257,7781447,9214965,10507958,11672205
MLT,110962,124985,135226,148105,165286,185932,209700,232465,244635,249953,255654,261049,264256,260963,253729,244509
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTQ,89017,101677,111229,115510,113003,107882,102289,97697,96042,95832,96822,98831,101990,104600,106904,108278
MRT,163860,198246,242581,298213,366866,457653,574726,716936,885331,1084547,1331674,1605714,1881944,2117479,2311585,2474333
MUS,185094,226498,259902,283151,314121,339454,357446,382467,400384,417615,428490,433055,434585,432375,426084,414372
MYT,11475,16356,23013,31875,42292,54128,67838,82855,95048,112782,137168,164585,197541,231866,267452,304797
MEX,11559758,14137362,17313596,20946469,24811879,28739473,32754570,36851965,40810902,44713175,48484518,52156906,55213185,57422641,58646864,58745656
FSM,54031,65283,75538,82645,87935,94282,102314,112074,121875,129359,138170,149014,159610,167012,171821,174212
MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNG,183616,253058,323528,401893,485246,574303,687879,767257,809418,835684,899535,1035874,1183185,1283463,1362960,1436136
MNE,111429,122811,132245,142039,153704,167210,178538,188503,197497,206242,215640,225946,235775,242546,246073,246842
MSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR,3252262,4016891,4809241,5683821,6672146,7780813,8908940,9947607,10813058,11599173,12425162,13389393,14278861,14896449,15250707,15398287
MOZ,928279,1118481,1368269,1744999,2205285,2833301,3676344,4724124,6013691,7564007,9377844,11565007,14001258,16075381,17723602,19091041
MMR,4059384,4841699,5697773,6570540,7490071,8534553,9534473,10509024,11405311,12271836,12982406,13638524,14388223,14801803,14903851,14752485
NAM,107958,132720,164456,201665,247043,304797,385143,494558,593386,685789,786628,911038,1045341,1158754,1244964,1311442
NRU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPL,1947652,2186693,2492052,2881727,3380221,4000306,4748125,5744186,6902457,8014399,8877899,9609602,10289913,10839185,11130861,11193742
NLD,3818810,4348548,4854391,5226667,5428069,5653704,5934766,6263276,6595516,6972379,7366958,7690051,7909624,7929158,7831972,7668711
NCL,35869,44283,53986,64465,73306,82639,91946,99642,105753,113310,120862,129366,137118,142499,146229,148845
NZL,922930,1088338,1235384,1375002,1481331,1602119,1745410,1900925,2035184,2172273,2331233,2499433,2651831,2746570,2801604,2825047
NIC,408707,507110,634492,798603,992394,1212612,1461795,1725074,1961762,2156240,2329923,2504733,2673705,2788912,2847022,2864506
NER,694231,861765,1047902,1256491,1527067,1880585,2301360,2872402,3685733,4794438,6238271,8023650,10221125,12420983,14473894,16483792
NGA,7011128,8169374,9568224,11461726,14074938,17123965,20294510,24150019,29240243,36341821,45532083,56478823,68920876,80779327,92454837,104371137
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,331058,383637,431504,475941,525187,580472,632657,677058,710137,735773,755224,780055,801919,816348,824037,824091
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,1078456,1230142,1409593,1581922,1721728,1874812,2053468,2242600,2420145,2598591,2796050,2982303,3109390,3138641,3118011,3071621
OMN,168183,252026,372788,555175,830164,1220413,1693466,2073132,2223421,2285184,2361099,2475000,2598159,2668954,2704920,2737550
PAK,11104591,13346280,15528958,17878491,20895043,25307853,31244081,38486607,46739778,56073943,65865180,76626748,87123235,97427324,107060683,115736640
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,431729,540584,668653,806567,945630,1094700,1249790,1401454,1551528,1702822,1862425,2035060,2201088,2328727,2412414,2455023
PNG,375733,503429,654252,830340,1039979,1294366,1611695,1977754,2377584,2823589,3314198,3846719,4393723,4814912,5116700,5318427
PRY,466703,581036,713472,848128,1001194,1205936,1450190,1700602,1929923,2122060,2303494,2489544,2692291,2849651,2956600,3014784
PER,3099607,3680592,4379238,5231501,6138766,7106120,8151215,9138710,9997604,10765284,11601357,12349407,13006005,13473521,13707575,13736351
PHL,7125618,9028880,11267447,13780008,16626339,19747050,23274959,27318244,31455205,35588100,39923536,44218145,48463735,51930843,54619155,56526587
POL,7956024,8599508,9023258,9662209,10586972,11620360,12381175,12843891,12941310,12889726,13004035,13059288,13086256,12928395,12735639,12569896
PRT,2469338,2725651,2979865,3261526,3524654,3698552,3795395,3872498,3941761,4009853,4084089,4166638,4253797,4275916,4260140,4191275
PRI,757129,795119,806090,800007,789506,770725,749370,736605,723915,714253,712839,718450,724272,721416,714831,702806
QAT,88175,179660,321029,528345,821212,1220845,1679338,2077042,2334787,2516957,2710034,2892198,3023424,3056130,3030939,2984261
KOR,10309922,12831858,15132012,17280529,18668645,19918528,20346567,20804485,20911705,20388809,19679385,19118974,18377376,17224740,16222432,15115648
MDA,442911,471621,469288,475394,495129,534065,587509,612913,609049,600504,603397,619689,642296,653530,656776,658755
REU,143614,177666,212985,240523,260320,275182,286728,297689,312761,335391,358523,383999,408802,433138,450196,460967
ROU,3685678,3716763,4078015,4400295,4722461,4858536,5039735,4988506,4867946,4754362,4704565,4691977,4756108,4800317,4777424,4744734
RUS,24703984,27771123,29180243,31328732,33935816,37589818,41853664,43974773,44601315,45770373,47884593,51169700,54198759,55826198,56942754,57974963
RWA,503428,637567,767759,947703,1219896,1694812,2232102,2758407,3298987,3929199,4611756,5278921,6006758,6672529,7221492,7648174
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,18474,23304,28781,33802,38469,43455,48588,54030,58316,61222,63691,65591,67434,68232,68047,67012
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,11613,13845,15600,17112,18607,19913,20620,21310,21639,21715,22003,22594,23139,23378,23447,23372
WSM,12854,15782,18836,22145,25412,27993,30308,33087,35363,37688,40893,45155,49655,53324,56334,58827
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,9151,11005,13168,16114,20235,25052,28970,32638,37189,43857,52022,60409,68238,74372,78638,81320
SAU,1380142,2357548,3870153,5934489,8468309,10702650,12394307,13901550,14923804,15806922,16746617,17855308,18967149,19856956,20454315,20779264
SEN,585557,706177,870760,1100502,1421290,1828416,2307645,2837556,3428900,4135998,4991199,5994260,7053879,7961423,8706242,9350081
SRB,1487025,1580286,1682971,1804531,1957613,2098195,2230257,2335925,2407030,2489438,2557999,2661751,2771136,2848720,2898647,2922329
SYC,10018,13131,16071,19036,22255,24951,27428,29718,31255,32432,34274,36569,39054,40686,41641,42068
SLE,291974,350222,422743,509772,614901,742792,896755,1076704,1291405,1542618,1815767,2107833,2401944,2652823,2832046,2957741
SGP,1104489,1484508,1824172,2149006,2429060,2676560,2886917,3090734,3277455,3400927,3542140,3695944,3854475,3928526,3941652,3891096
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,1020044,1138326,1229625,1352491,1513517,1653416,1772149,1855253,1875082,1873460,1888603,1917144,1953983,1972672,1976385,1971556
SVN,470540,523997,575737,621090,672897,718068,752079,771772,786445,799398,824302,856711,882613,894981,899892,900843
SLB,27347,34070,43984,56815,70950,86840,104106,123337,145967,171622,201568,238072,278074,313160,340673,361944
SOM,487923,592372,708071,842635,1014819,1240166,1501243,1793483,2231998,2774498,3449548,4312414,5387206,6437651,7420483,8389257
ZAF,3685828,4555337,5830651,6790856,7720124,9664382,12117668,14214152,15629273,16653402,18160594,19757983,21248158,22160741,22673915,22864350
SSD,350941,426902,521473,640763,756817,842649,877491,902706,960177,1095407,1249825,1449590,1605475,1689223,1752269,1809938
ESP,10353003,11945118,13798981,15815706,17874004,19391578,20463520,21403178,22257968,23263078,24445698,25456457,26049550,26172590,26014179,25581738
LKA,2775360,3277224,3731643,4166910,4659386,5194754,5553597,5926561,6288189,6713328,7187378,7611272,7942650,8121935,8193346,8156351
PSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDN,1875032,2245333,2583693,2997426,3648283,4657350,5857431,7128155,8474332,9906258,11605586,13689867,16180996,18446512,20378569,21992029
SUR,51049,64929,79265,93527,105340,120954,136142,150547,166547,183373,200145,216807,232987,245510,254194,259412
SWE,2241169,2464575,2732359,2981073,3203726,3471810,3823584,4219804,4519517,4849198,5245096,5660231,5972881,6079244,6071816,6032047
CHE,1818122,2120998,2430615,2677056,2899020,3153686,3411914,3654583,3870630,4101454,4372510,4636431,4839708,4915840,4931257,4913707
SYR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJK,407605,559462,703031,849914,1008932,1236101,1573082,1903300,2191516,2462833,2766711,3183035,3628607,4013877,4316776,4581964
THA,12273618,15003621,17379037,19145138,20368477,21474423,22176059,22761003,23254889,23250534,23291332,23419780,23260539,22778267,22097927,21260188
TLS,70673,74758,84408,97746,110957,131637,163062,200843,247409,299888,346363,383147,415047,435830,450032,457751
TGO,305579,370077,453190,559619,692416,847405,1027706,1233749,1473581,1764581,2125070,2550628,3021817,3442488,3801710,4100859
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,6904,7699,9106,10390,11494,12760,13752,14629,15434,16482,17644,19060,20478,21555,22384,23012
TTO,196502,240836,269087,297813,333007,380225,418251,435239,440563,443684,449884,458378,465408,466597,465225,463054
TUN,1250036,1580914,1926806,2263879,2644589,3035834,3422251,3721072,3882159,3999261,4166934,4446722,4737325,4922696,5010597,5034557
TUR,8162730,10218564,12753727,15316310,18129321,21013989,23796818,26275182,28511592,30107957,31546006,33094396,34735479,35261381,35498573,35468100
TKM,387922,507896,608663,706389,812758,956316,1169333,1376521,1528311,1643761,1796047,2037850,2290192,2528521,2700284,2829453
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,908877,1181003,1568201,2069553,2690725,3583816,4908837,6728100,8949232,11511221,14360215,17487502,20892157,24365307,27622507,30606210
UKR,7333635,8279157,8786354,9391293,9959449,10710097,11510300,11896533,11956126,11975745,12317850,12812501,13090302,13249081,13241082,13233471
ARE,271542,493881,859190,1379601,2093400,2995650,3895984,4571781,4931130,5099569,5265150,5419587,5501035,5472460,5414073,5359989
GBR,13643921,15416328,17240831,18721908,19896055,21422576,23070753,24810872,26404862,27975785,30067374,32403407,34383924,35495128,36068247,36197712
TZA,2237257,2681633,3308387,4255191,5636166,7515073,9585384,11807720,14534477,17975333,22108166,26749689,32268794,37641799,42477043,46831021
USA,63397249,73685585,81982430,89343588,95866522,103396030,111482677,120473511,129370613,140034042,152360530,164269004,175064858,182388364,187927824,191196365
VIR,20758,22052,23064,23554,23849,24332,24646,25207,25765,26725,28361,30454,32485,33943,34765,34895
