Rural Population Share - SSP Database,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
NGA,0.467530627,0.454641254,0.44175188,0.428862507,0.420399912,0.411937316,0.404842079,0.397746842,0.391785845,0.385824848,0.380804788,0.375784728,0.371546553,0.367308378,0.363721585,0.360134791
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,0.395833208,0.376486417,0.357139625,0.337792833,0.330178239,0.322563645,0.316266492,0.309969338,0.304731146,0.299492954,0.29511188,0.290730806,0.287048431,0.283366056,0.280257193,0.277148329
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,0.162399597,0.154539194,0.146678791,0.138818388,0.126820573,0.114822757,0.103394885,0.091967013,0.081673895,0.071380777,0.062602656,0.053824535,0.046703875,0.039583214,0.034050861,0.028518507
OMN,0.161439945,0.18563989,0.209839834,0.234039779,0.229199371,0.224358963,0.219958111,0.215557259,0.211544514,0.207531769,0.203862728,0.200193687,0.196829954,0.19346622,0.190374512,0.187282804
PAK,0.620392077,0.612434155,0.604476232,0.596518309,0.588768478,0.581018646,0.573121835,0.565225024,0.557193528,0.549162031,0.541009553,0.532857074,0.524598693,0.516340311,0.507992425,0.499644538
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,0.287971118,0.260082236,0.232193354,0.204304472,0.199844131,0.195383789,0.191900899,0.188418008,0.185665788,0.182913567,0.180717608,0.178521648,0.176755676,0.174989704,0.173560363,0.172131021
PNG,0.849277776,0.832005553,0.814733329,0.797461105,0.791483819,0.785506533,0.781828069,0.778149604,0.775956339,0.773763073,0.772479386,0.771195699,0.770452405,0.769709111,0.769281374,0.768853636
PRY,0.365931906,0.353693812,0.341455717,0.329217623,0.325526133,0.321834642,0.319383943,0.316933244,0.315294693,0.313656141,0.312555211,0.31145428,0.310712079,0.309969877,0.309468363,0.308966849
PER,0.215503895,0.21397779,0.212451684,0.210925579,0.2072589,0.20359222,0.199759481,0.195926742,0.191939325,0.187951907,0.183824629,0.179697351,0.175448533,0.171199715,0.166851106,0.162502496
PHL,0.505750688,0.485581376,0.465412063,0.445242751,0.43678483,0.428326909,0.420886725,0.413446541,0.406898656,0.400350771,0.394582671,0.388814571,0.383726934,0.378639297,0.374145323,0.369651348
POL,0.384571239,0.369572479,0.354573718,0.339574957,0.333646294,0.327717631,0.32269779,0.317677949,0.31341039,0.309142831,0.305501111,0.301859391,0.298740968,0.295622545,0.292943838,0.290265131
PRT,0.338098402,0.339296805,0.340495207,0.341693609,0.335624606,0.329555603,0.324383238,0.319210873,0.314785727,0.310360581,0.306560971,0.30276136,0.299487888,0.296214415,0.293385539,0.290556663
PRI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
QAT,0.011640595,0.01563119,0.019621784,0.023612379,0.021554598,0.019496816,0.01779179,0.016086764,0.014675918,0.013265072,0.012098945,0.010932817,0.009969846,0.009006875,0.008212271,0.007417666
KOR,0.164098878,0.142337757,0.120576635,0.098815513,0.089714806,0.080614098,0.072895928,0.065177758,0.058734986,0.052292213,0.04698701,0.041681806,0.037363438,0.033045069,0.029563538,0.026082006
MDA,0.546905779,0.522301557,0.497697336,0.473093114,0.465183156,0.457273198,0.450090964,0.442908729,0.436391463,0.429874197,0.42396139,0.418048583,0.41268325,0.407317917,0.402447268,0.397576619
REU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROU,0.436657327,0.415254655,0.393851982,0.372449309,0.365825891,0.359202472,0.353421844,0.347641216,0.342583756,0.337526295,0.333090452,0.328654608,0.324754369,0.320854129,0.317416656,0.313979183
RUS,0.247524178,0.242588355,0.237652533,0.23271671,0.227875209,0.223033707,0.218631481,0.214229255,0.210214872,0.206200488,0.202529564,0.19885864,0.195492799,0.192126957,0.189032937,0.185938917
RWA,0.804368449,0.783056898,0.761745347,0.740433796,0.729532133,0.71863047,0.70848056,0.69833065,0.689014706,0.679698762,0.671249108,0.662799454,0.655209617,0.64761978,0.640855677,0.634091573
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SAU,0.144499316,0.131868633,0.119237949,0.106607265,0.097750885,0.088894505,0.081390124,0.073885742,0.067564787,0.061243831,0.055946352,0.050648873,0.046227795,0.041806717,0.038129983,0.034453248
SEN,0.526426795,0.53407359,0.541720385,0.54936718,0.543768003,0.538168825,0.531891383,0.52561394,0.518579987,0.511546033,0.503673173,0.495800313,0.487004873,0.478209433,0.468411221,0.458613008
SRB,0.422331825,0.409123651,0.395915476,0.382707301,0.376397765,0.370088229,0.364869518,0.359650806,0.355319285,0.350987763,0.347380782,0.3437738,0.340761117,0.337748433,0.335225324,0.332702214
SYC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLE,0.571129832,0.571489663,0.571849495,0.572209326,0.565065324,0.557921321,0.550881458,0.543841595,0.536917251,0.529992906,0.523193954,0.516395002,0.509729851,0.5030647,0.496540352,0.490016004
SGP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,0.442776893,0.423153786,0.403530678,0.383907571,0.377576936,0.371246301,0.366356827,0.361467352,0.357672109,0.353876865,0.350918235,0.347959604,0.345644772,0.343329939,0.341513362,0.339696784
SVN,0.447307967,0.445795934,0.444283901,0.442771868,0.434323098,0.425874328,0.418247734,0.410621139,0.40373701,0.39685288,0.390636269,0.384419658,0.378801528,0.373183397,0.368101027,0.363018656
SLB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SOM,0.546665893,0.554741787,0.56281768,0.570893573,0.563262801,0.555632029,0.548685699,0.541739368,0.535433462,0.529127556,0.523414913,0.51770227,0.512535022,0.507367774,0.50269902,0.498030266
ZAF,0.328592479,0.330724957,0.332857436,0.334989914,0.329669174,0.324348433,0.319942593,0.315536752,0.311872075,0.308207397,0.305146909,0.30208642,0.299521389,0.296956358,0.294799848,0.292643337
SSD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,0.195404112,0.198908223,0.202412335,0.205916446,0.202187566,0.198458686,0.194554732,0.190650777,0.186584632,0.182518487,0.17830698,0.174095472,0.169759424,0.165423376,0.160987485,0.156551593
LKA,0.806235001,0.799600002,0.792965003,0.786330004,0.780176014,0.774022023,0.769893479,0.765764934,0.763067624,0.760370314,0.758637552,0.75690479,0.755803443,0.754702096,0.754006743,0.753311389
PSE,0.23062392,0.228437841,0.226251761,0.224065681,0.22016634,0.216266998,0.212992426,0.209717854,0.206950227,0.204182599,0.201830297,0.199477994,0.197468904,0.195459814,0.193736536,0.192013257
SDN,0.630548321,0.613626642,0.596704962,0.579783283,0.576168512,0.57255374,0.56870627,0.564858799,0.560763584,0.556668368,0.55230978,0.547951192,0.54331314,0.538675088,0.53374119,0.528807292
SUR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SWE,0.113874783,0.107519566,0.101164349,0.094809132,0.088325459,0.081841785,0.076421793,0.0710018,0.066432972,0.061864144,0.057984348,0.054104551,0.050788451,0.04747235,0.044621834,0.041771317
CHE,0.252906343,0.244962686,0.237019028,0.229075371,0.225006999,0.220938627,0.217468748,0.213998868,0.211022305,0.208045741,0.205479233,0.202912725,0.200689691,0.198466656,0.196533339,0.194600022
SYR,0.430459728,0.415669456,0.400879183,0.386088911,0.379619262,0.373149613,0.367731455,0.362313297,0.3577615,0.353209703,0.349374124,0.345538545,0.342297302,0.339056059,0.336309929,0.333563799
TJK,0.71624187,0.707543741,0.698845611,0.690147481,0.680731083,0.671314685,0.660917578,0.65052047,0.639037575,0.627554679,0.614880724,0.602206769,0.588243769,0.574280769,0.558949445,0.543618121
THA,0.517286289,0.548872578,0.580458866,0.612045155,0.603673763,0.595302371,0.586798963,0.578295554,0.56967813,0.561060705,0.552348456,0.543636206,0.53484937,0.526062533,0.51722222,0.508381907
TLS,0.673759336,0.660718671,0.647678007,0.634637342,0.621851538,0.609065734,0.59708666,0.585107585,0.573978613,0.56284964,0.552579274,0.542308908,0.532879771,0.523450634,0.514827515,0.506204396
TGO,0.559802768,0.547605537,0.535408305,0.523211073,0.515519598,0.507828123,0.499820543,0.491812963,0.483493254,0.475173544,0.466550006,0.457926468,0.449012379,0.44009829,0.430912523,0.421726755
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TTO,0.547801815,0.62774363,0.707685444,0.787627259,0.778482635,0.769338011,0.761966429,0.754594846,0.748815888,0.743036929,0.738598875,0.73416082,0.730803427,0.727446033,0.724933748,0.722421463
TUN,0.303847226,0.303374453,0.302901679,0.302428905,0.301105964,0.299783023,0.29898747,0.298191916,0.297711769,0.297231621,0.296941193,0.296650765,0.296474856,0.296298947,0.296192315,0.296085682
TUR,0.250726076,0.262502152,0.274278227,0.286054303,0.284552995,0.283051686,0.281946029,0.280840372,0.28002359,0.279206808,0.278602038,0.277997268,0.277548709,0.277100149,0.276767024,0.276433899
TKM,0.466830502,0.458821005,0.450811507,0.442802009,0.434353231,0.425904452,0.418277848,0.410651244,0.403767108,0.396882972,0.390666361,0.38444975,0.378831627,0.373213504,0.368131151,0.363048797
TCA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TUV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
UGA,0.760837371,0.771214742,0.781592113,0.791969484,0.784585239,0.777200993,0.771996695,0.766792397,0.763235191,0.759677985,0.757295327,0.754912668,0.753337713,0.751762758,0.750730611,0.749698464
UKR,0.300024984,0.296129968,0.292234951,0.288339935,0.286233472,0.284127009,0.282551589,0.280976169,0.27979315,0.278610131,0.277719029,0.276827927,0.276155127,0.275482326,0.274973435,0.274464543
ARE,0.120734421,0.111948842,0.103163263,0.094377684,0.086565139,0.078752594,0.07215947,0.065566345,0.060025782,0.054485219,0.049845525,0.045205831,0.041331853,0.037457875,0.034231059,0.031004243
GBR,0.154793389,0.148616778,0.142440166,0.136263555,0.125483693,0.114703831,0.104706293,0.094708754,0.085743139,0.076777523,0.068991227,0.06120493,0.05463897,0.04807301,0.042678244,0.037283478
TZA,0.658335191,0.668940383,0.679545574,0.690150765,0.680818153,0.671485541,0.661151178,0.650816815,0.639367873,0.627918931,0.615240835,0.602562739,0.588546863,0.574530986,0.55908673,0.543642473
USA,0.156131996,0.138903993,0.121675989,0.104447985,0.095581204,0.086714422,0.079214932,0.071715441,0.065416766,0.059118091,0.053859258,0.048600424,0.044231586,0.039862747,0.036248343,0.032633939
VIR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
URY,0.045826202,0.046802403,0.047778605,0.048754806,0.045424023,0.04209324,0.039200185,0.03630713,0.033798763,0.031290395,0.02911893,0.026947464,0.02507017,0.023192875,0.021571781,0.019950687
UZB,0.520216001,0.544592002,0.568968003,0.593344004,0.585451702,0.577559399,0.569407277,0.561255154,0.552849366,0.544443577,0.535793144,0.527142711,0.518259814,0.509376916,0.500277151,0.491177386
VUT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VEN,0.092832674,0.068455349,0.044078023,0.019700697,0.016355844,0.013010991,0.010792007,0.008573023,0.007106595,0.005640167,0.004673533,0.003706899,0.003070785,0.00243467,0.002016524,0.001598377
VNM,0.629872736,0.633145472,0.636418208,0.639690944,0.629766508,0.619842071,0.609710142,0.599578213,0.589269962,0.57896171,0.568510727,0.558059743,0.547501632,0.536943521,0.526315439,0.515687357
WLF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESH,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YEM,0.620508919,0.620097837,0.619686756,0.619275674,0.609412285,0.599548896,0.590055087,0.580561277,0.571465121,0.562368964,0.553688101,0.545007238,0.536750328,0.528493417,0.520661647,0.512829876
ZMB,0.563937758,0.574165516,0.584393274,0.594621032,0.58650956,0.578398088,0.570294089,0.562190089,0.55411266,0.54603523,0.538002632,0.529970034,0.521999546,0.514029057,0.506136854,0.498244651
ZWE,0.652881217,0.628182435,0.603483652,0.578784869,0.572286101,0.565787332,0.559277902,0.552768472,0.54625777,0.539747068,0.533244349,0.526741629,0.520255958,0.513770287,0.507310493,0.500850699
