Rural Population Share - SSP Database,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
EST,0.272073006,0.236436012,0.200799018,0.165162024,0.150966451,0.136770877,0.12541587,0.114060863,0.104885876,0.095710888,0.088227123,0.080743358,0.074586815,0.068430271,0.063327122,0.058223972
SWZ,0.69482494,0.631359881,0.567894821,0.504429761,0.461386384,0.418343007,0.381646218,0.344949429,0.314648346,0.284347263,0.25970173,0.235056197,0.215102599,0.195149001,0.178972806,0.16279661
ETH,0.727174648,0.671299297,0.615423945,0.559548593,0.507002827,0.45445706,0.405967222,0.357477384,0.315844705,0.274212025,0.240343462,0.206474899,0.17995447,0.15343404,0.133204398,0.112974756
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FJI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FIN,0.131913621,0.118997241,0.106080862,0.093164482,0.086573032,0.079981582,0.074383964,0.068786346,0.064019298,0.059252249,0.055181967,0.051111684,0.047628105,0.044144526,0.041156735,0.038168943
FRA,0.165948998,0.141647997,0.117346995,0.093045993,0.087143212,0.08124043,0.076326401,0.071412371,0.067274511,0.06313665,0.059617547,0.056098443,0.053079445,0.050060447,0.047450658,0.044840868
GUF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PYF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GAB,0.097458277,0.095836554,0.09421483,0.092593107,0.090534857,0.088476607,0.087210253,0.085943899,0.085143367,0.084342835,0.083828086,0.083313337,0.082978719,0.082644101,0.082425036,0.082205971
GMB,0.332660621,0.291141242,0.249621862,0.208102483,0.180848369,0.153594255,0.131816336,0.110038416,0.093492563,0.076946709,0.064879779,0.052812849,0.044283862,0.035754875,0.02986331,0.023971745
GEO,0.367832294,0.330194587,0.292556881,0.254919174,0.227803021,0.200686868,0.178421558,0.156156247,0.1382777,0.120399152,0.106287328,0.092175503,0.081181273,0.070187043,0.061705761,0.053224479
DEU,0.198610279,0.171750559,0.144890838,0.118031117,0.107959463,0.097887809,0.090472582,0.083057354,0.077391445,0.071725535,0.067266927,0.062808318,0.059215295,0.055622272,0.052669613,0.049716953
GHA,0.383397421,0.340284843,0.297172264,0.254059685,0.228303384,0.202547082,0.181986587,0.161426092,0.145092822,0.128759551,0.115800102,0.102840652,0.092550932,0.082261211,0.074078204,0.065895196
GIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRC,0.200344752,0.197839504,0.195334255,0.192829007,0.171046659,0.149264311,0.131952587,0.114640863,0.101086007,0.087531151,0.077034356,0.06653756,0.058474891,0.050412222,0.044256423,0.038100623
GRD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GLP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GUM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTM,0.429876421,0.378112841,0.326349262,0.274585682,0.245825716,0.217065749,0.193457669,0.169849589,0.150867202,0.131884814,0.116851821,0.101818827,0.090044982,0.078271136,0.069124427,0.059977718
GGY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIN,0.567649061,0.504048121,0.440447182,0.376846242,0.341385027,0.305923812,0.276455172,0.246986531,0.222952522,0.198918513,0.179514343,0.160110173,0.144518517,0.128926861,0.116419041,0.103911221
GNB,0.521894973,0.485749947,0.44960492,0.413459893,0.372064263,0.330668633,0.29569472,0.260720807,0.232166727,0.203612647,0.180819292,0.158025937,0.140091517,0.122157097,0.108173528,0.094189958
GUY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HTI,0.368982173,0.308844347,0.24870652,0.188568693,0.170343012,0.152117331,0.139368879,0.126620427,0.117280052,0.107939676,0.100837157,0.093734638,0.088169608,0.082604577,0.07813636,0.073668143
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HND,0.377166496,0.337922993,0.298679489,0.259435985,0.233815568,0.208195151,0.187532669,0.166870186,0.150310719,0.133751252,0.12051403,0.107276807,0.096700253,0.086123699,0.077667687,0.069211674
HUN,0.257993016,0.235406032,0.212819047,0.190232063,0.171894403,0.153556743,0.137567295,0.121577846,0.108091366,0.094604885,0.083564918,0.072524951,0.063718318,0.054911684,0.048036227,0.041160769
ISL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,0.591402313,0.532064625,0.472726938,0.41338925,0.371992938,0.330596626,0.295622144,0.260647662,0.232093626,0.20353959,0.180747134,0.157954677,0.140021992,0.122089307,0.108108138,0.094126969
IDN,0.40202205,0.3704541,0.338886149,0.307318199,0.279664901,0.252011602,0.229932579,0.207853556,0.19019398,0.172534403,0.158326256,0.144118108,0.13259985,0.121081591,0.111669195,0.102256799
IRN,0.212600142,0.183940284,0.155280426,0.126620568,0.115939147,0.105257726,0.097546189,0.089834651,0.084026302,0.078217953,0.073695826,0.069173698,0.065558603,0.061943508,0.058990556,0.056037603
IRQ,0.26267097,0.23427194,0.205872909,0.177473879,0.162124711,0.146775543,0.13472377,0.122671996,0.11306421,0.103456424,0.095690141,0.087923858,0.08156847,0.075213082,0.069955948,0.064698814
IRL,0.321830954,0.280191909,0.238552863,0.196913817,0.179394535,0.161875253,0.148192667,0.134510081,0.123664975,0.112819869,0.104103638,0.095387407,0.088293915,0.081200423,0.075363345,0.069526267
IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ISR,0.073564337,0.072998675,0.072433012,0.071867349,0.070386463,0.068905576,0.067481376,0.066057175,0.064687845,0.063318514,0.062002265,0.060686016,0.059421094,0.058156171,0.056940852,0.055725532
ITA,0.259775121,0.229940242,0.200105362,0.170270483,0.155206944,0.140143405,0.128074537,0.116005669,0.106260956,0.096516242,0.088588503,0.080660764,0.074166034,0.067671304,0.062317074,0.056962843
JAM,0.391815862,0.346741724,0.301667585,0.256593447,0.231031513,0.205469578,0.184848376,0.164227173,0.14771035,0.131193526,0.118008852,0.104824178,0.094312095,0.083800012,0.075418883,0.067037754
JPN,0.105612859,0.129045719,0.152478578,0.175911437,0.160905027,0.145898617,0.134071857,0.122245096,0.112785746,0.103326396,0.095658137,0.087989878,0.081698844,0.075407809,0.070192218,0.064976627
JEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JOR,0.082108774,0.078397547,0.074686321,0.070975094,0.060832949,0.050690804,0.043624912,0.03655902,0.031557653,0.026556286,0.022974002,0.019391718,0.016803167,0.014214615,0.012331887,0.010449158
KAZ,0.369359625,0.31542925,0.261498874,0.207568499,0.182781987,0.157995474,0.138213629,0.118431784,0.103069179,0.087706573,0.076027983,0.064349393,0.055615146,0.046880899,0.040428321,0.033975742
KEN,0.663941698,0.607833395,0.551725093,0.49561679,0.452815807,0.410014823,0.373555599,0.337096375,0.306997921,0.276899466,0.252425213,0.227950959,0.20814987,0.188348781,0.172317277,0.156285773
KIR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KWT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KGZ,0.569497118,0.507554236,0.445611353,0.383668471,0.349146247,0.314624022,0.286205102,0.257786182,0.23468757,0.211588958,0.192893998,0.174199037,0.159059367,0.143919697,0.131621338,0.119322978
LAO,0.552275226,0.467450451,0.382625677,0.297800902,0.261081037,0.224361171,0.197526429,0.170691686,0.150963831,0.131235975,0.116554089,0.101872202,0.09079916,0.079726117,0.071271144,0.06281617
LVA,0.280916228,0.244982456,0.209048684,0.173114912,0.158102535,0.143090158,0.131137387,0.119184615,0.109564006,0.099943396,0.092120564,0.084297731,0.077877755,0.071457779,0.066145746,0.060833713
LBN,0.104668693,0.098587385,0.092506078,0.08642477,0.082764224,0.079103678,0.07622825,0.073352822,0.071043088,0.068733354,0.066844115,0.064954876,0.06338635,0.061817823,0.060499239,0.059180654
LSO,0.625444679,0.541169358,0.456894036,0.372618715,0.327405797,0.282192878,0.247248873,0.212304868,0.185926615,0.159548362,0.139808062,0.120067761,0.105314715,0.090561669,0.079515331,0.068468992
LBR,0.427743386,0.376376773,0.325010159,0.273643545,0.245280089,0.216916632,0.194250219,0.171583805,0.153624328,0.135664851,0.121488001,0.10731115,0.096132119,0.084953087,0.076135032,0.067316976
LBY,0.163546763,0.134003526,0.104460288,0.074917051,0.064144421,0.05337179,0.045832449,0.038293107,0.032956434,0.027619761,0.023809402,0.019999043,0.017260753,0.014522463,0.012545099,0.010567735
LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LTU,0.284427312,0.249314624,0.214201935,0.179089247,0.164297896,0.149506544,0.137775746,0.126044947,0.1166087,0.107172453,0.099482639,0.091792824,0.085452944,0.079113064,0.073832196,0.068551327
LUX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MDG,0.56411055,0.5135611,0.463011649,0.412462199,0.370929676,0.329397152,0.294226579,0.259056006,0.230316965,0.201577923,0.178653254,0.155728585,0.137729958,0.11973133,0.105745858,0.091760385
MWI,0.753715126,0.681700251,0.609685377,0.537670502,0.489194569,0.440718635,0.395997447,0.351276258,0.312492473,0.273708687,0.241646689,0.20958469,0.18400193,0.158419169,0.138519783,0.118620396
MYS,0.203912722,0.179425444,0.154938166,0.130450888,0.120422266,0.110393644,0.103064264,0.095734883,0.090163628,0.084592373,0.080224371,0.075856369,0.072345404,0.068834438,0.065954187,0.063073935
MDV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MLI,0.499075815,0.437241629,0.375407444,0.313573258,0.277352101,0.241130943,0.213417865,0.185704787,0.164639901,0.143575015,0.127539872,0.111504728,0.09923941,0.086974092,0.07753767,0.068101248
MLT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MRT,0.417417688,0.388105377,0.358793065,0.329480753,0.299885165,0.270289576,0.246432908,0.22257624,0.203391697,0.184207154,0.168734173,0.153261192,0.140712722,0.128164252,0.117921195,0.107678138
MUS,0.524939301,0.457478603,0.390017904,0.322557205,0.292252597,0.261947989,0.237495471,0.213042953,0.193419781,0.173796609,0.158045782,0.142294954,0.129613138,0.116931322,0.106675831,0.096420339
MYT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MEX,0.163395148,0.134100296,0.104805444,0.075510592,0.064719692,0.053928792,0.046363468,0.038798143,0.033431679,0.028065215,0.024224281,0.020383346,0.017615727,0.014848108,0.012843865,0.010839622
FSM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNG,0.284304152,0.255178305,0.226052457,0.196926609,0.179750105,0.162573601,0.149194329,0.135815057,0.125219972,0.114624886,0.106105361,0.097585835,0.090641005,0.083696175,0.077966495,0.072236815
MNE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR,0.325305163,0.285930325,0.246555488,0.20718065,0.179904176,0.152627701,0.13085608,0.109084459,0.09257535,0.07606624,0.064057041,0.052047841,0.043585136,0.035122431,0.02929571,0.023468988
MOZ,0.550737815,0.472215629,0.393693444,0.315171258,0.283836473,0.252501688,0.228410246,0.204318804,0.185680368,0.167041932,0.152459596,0.13787726,0.126324061,0.114770862,0.105504662,0.096238461
MMR,0.612056924,0.535523847,0.458990771,0.382457694,0.347315841,0.312173988,0.283573157,0.254972326,0.231950565,0.208928803,0.19043765,0.171946496,0.157055596,0.142164696,0.130114465,0.118064233
NAM,0.448185358,0.416700715,0.385216073,0.35373143,0.320674758,0.287618086,0.260573267,0.233528448,0.211655609,0.189782769,0.172167104,0.154551438,0.140365346,0.126179253,0.114731218,0.103283182
NRU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPL,0.730094752,0.665949504,0.601804256,0.537659008,0.488229668,0.438800327,0.394194089,0.349587851,0.311636882,0.273685913,0.242702242,0.211718571,0.187107134,0.162495696,0.14328813,0.124080564
NLD,0.083181176,0.088722353,0.094263529,0.099804705,0.090702347,0.081599988,0.073870276,0.066140564,0.059676201,0.053211837,0.047876603,0.042541368,0.038186998,0.033832628,0.030311756,0.026790884
NCL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZL,0.121838761,0.110667523,0.099496284,0.088325045,0.083516758,0.078708471,0.074826372,0.070944272,0.067748102,0.064551931,0.061877017,0.059202102,0.056932061,0.054662019,0.052712407,0.050762794
NIC,0.363595469,0.317310939,0.271026408,0.224741877,0.200128631,0.175515385,0.155477791,0.135440197,0.119484118,0.103528039,0.091039797,0.078551555,0.06890689,0.059262224,0.051889065,0.044515906
NER,0.771965826,0.710191653,0.648417479,0.586643305,0.540747806,0.494852306,0.451582203,0.4083121,0.369794937,0.331277773,0.298421015,0.265564257,0.238357405,0.211150553,0.189066362,0.16698217
NGA,0.427931205,0.37544241,0.322953614,0.270464819,0.242959837,0.215454854,0.193114014,0.170773174,0.152853643,0.134934112,0.120673282,0.106412452,0.095117866,0.08382328,0.074904016,0.065984751
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,0.362421242,0.309662484,0.256903726,0.204144968,0.179315141,0.154485313,0.134604797,0.114724281,0.099320882,0.083917482,0.072291889,0.060666296,0.052067988,0.04346968,0.037206643,0.030943605
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,0.143796896,0.117333793,0.090870689,0.064407585,0.052370433,0.04033328,0.032506318,0.024679355,0.019776609,0.014873862,0.011876564,0.008879265,0.007074544,0.005269823,0.004193235,0.003116646
OMN,0.135188281,0.133136562,0.131084843,0.129033124,0.119359815,0.109686505,0.102590112,0.095493718,0.090083903,0.084674087,0.080423077,0.076172066,0.072749076,0.069326086,0.066514076,0.063702065
