SSP3,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MAC,485313,470775,468289,456093,440214,415942,383910,362375,355117,358968,362556,358088,347403,344838,342277,338754
COL,36291376,36948418,37379064,37836507,38049964,37915187,37517529,36811893,36187394,35892738,35989832,36235512,36525251,36783266,37011005,37260212
COM,516514,584314,653619,727519,803411,879300,956968,1032600,1106044,1178878,1246374,1306408,1358366,1402225,1436656,1466548
COG,3622298,4178786,4695649,5222010,5774778,6381035,7031352,7681569,8319718,8906968,9419862,9865868,10291482,10638806,10903380,11108524
COK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,3621812,3684937,3717831,3712667,3686254,3627803,3548543,3471495,3406122,3360988,3320115,3286222,3273791,3290935,3295196,3287886
CIV,16964078,19360533,21806879,24381616,27028182,29862750,32883712,35768260,38488517,41067354,43496915,45710788,47687147,49242319,50403419,51354299
HRV,2515303,2390636,2275209,2183998,2089679,1996814,1930609,1883064,1840905,1831788,1821056,1812783,1815935,1817860,1818514,1817386
CUB,7606931,7259932,6817650,6441493,6317332,6224753,6024530,5865175,5761445,5693368,5706868,5688023,5718380,5743569,5770179,5792552
CUW,129428,128874,128468,129660,132456,135140,137126,136258,135582,135789,136697,138054,140016,141194,141467,141024
CYP,871358,869507,864087,851328,826041,785329,742173,719902,721165,728813,733363,731339,729136,731707,737041,741953
CZE,6854510,6688961,6517331,6240148,5873132,5656128,5522040,5470354,5576546,5684562,5704057,5712927,5728708,5773253,5862653,5965045
PRK,17996256,17708156,17173710,16865832,16677967,16258462,15733589,15102992,14623664,14341187,14092909,13790884,13359111,12819882,12603655,12576168
COD,54504921,64761385,76765041,91505800,108813834,128366402,150051713,173002855,196963525,221984917,247598938,272614072,296746400,319047544,339130723,356861708
DNK,3704094,3616209,3517984,3463105,3466364,3517547,3550817,3547770,3573807,3639501,3728003,3858879,3998667,4130250,4242079,4349075
DJI,759929,816303,865734,909034,949979,991362,1029911,1059515,1078380,1086064,1093817,1104412,1116358,1126541,1131119,1130034
DMA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,7595512,8011575,8375250,8717899,9017244,9272054,9473297,9576820,9689178,9823501,9990748,10128314,10275713,10411757,10545470,10689314
ECU,12309179,13048365,13580370,14077011,14475193,14736148,14854875,14873424,14872970,14921087,14999722,15085403,15267201,15403050,15541763,15700209
EGY,72460378,80313011,87781434,95123995,102220625,109487964,117296556,125523814,133781364,141695322,149069730,154415093,159239193,163661543,167635377,170570454
SLV,4324423,4491989,4579202,4649036,4696503,4737169,4738060,4644929,4515353,4448196,4441350,4447237,4488608,4532164,4580010,4639311
GNQ,1048618,1189961,1336764,1485176,1635095,1786149,1935583,2094643,2264631,2433053,2562782,2671103,2759543,2823564,2859786,2876226
ERI,2272967,2582927,2859800,3163533,3515698,3896661,4279815,4615053,4893150,5148827,5400723,5663408,5915400,6112368,6267608,6409681
EST,848878,818479,795171,764681,736731,708081,680348,672957,682282,690463,688072,686113,686978,693421,701743,709174
SWZ,766678,821471,870438,917135,959221,995321,1026410,1051037,1074114,1087411,1092393,1095971,1101114,1105105,1106487,1104971
ETH,75977247,86808051,98532668,111699845,126085682,141462135,157078760,172252611,187372732,202590437,218282121,233290483,246870859,257675800,266444459,274225262
FLK,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FJI,627121,654237,680427,704755,722929,735524,748523,756818,765380,774351,780481,786473,793072,800899,808710,816265
FIN,3377853,3308479,3212040,3141915,3065416,2997518,2965504,2944225,2977478,3009386,3030647,3067661,3170059,3304652,3427373,3530686
FRA,39483922,39112899,38431931,37755100,37662760,37769511,38375696,39351795,40263250,40867913,41523277,42432259,43882676,45423288,46865854,48079569
GUF,197449,214729,235131,257294,280883,306198,333355,360241,384092,406330,429130,451090,467768,481746,495126,507820
PYF,689558,719858,739177,756005,777853,795561,815722,835407,859239,877137,893813,911548,935949,962906,987876,1011346
GAB,1512265,1699931,1885658,2052954,2204467,2348659,2494455,2642110,2792178,2933402,3048763,3126466,3184947,3243364,3301091,3349950
GMB,1607690,1882398,2155999,2410523,2690383,2995979,3309606,3610121,3889046,4140592,4357562,4550375,4730006,4896439,5016373,5105141
GEO,2351824,2286458,2259784,2206874,2129379,2045924,1972604,1930757,1930238,1939140,1928106,1896401,1873250,1880203,1908015,1936162
DEU,52010011,48969155,46481967,45455403,44807750,43778612,42576499,41766112,41422752,41708383,42204686,42575985,42686697,42781037,42836895,42936231
GHA,21137720,23808722,26530907,29265172,32021680,34899470,38126904,41535433,45077489,48413349,51700886,54706874,57680317,60427320,62735647,64696752
GIB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GRC,6548291,6328487,6001426,5656049,5335810,5100352,5030201,5014769,4984839,4929418,4859597,4818244,4836628,4894412,4943900,4957411
GRD,83508,85482,87997,90421,91855,91062,89062,88421,89003,90234,90912,91134,91663,92575,94142,95986
GLP,241821,233334,223623,222099,228559,239510,251706,257156,258153,260690,267379,276763,288524,296625,304221,312604
GUM,108022,111228,112792,115385,120229,126199,131817,136011,138912,141380,143883,146016,149570,153232,156121,158418
GTM,11842082,13119705,14313908,15445783,16513867,17445642,18239272,18781388,19134436,19380593,19685272,20000803,20326807,20602356,20782306,20934211
GGY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GIN,8207780,9438552,10763843,12209354,13737360,15285949,16812047,18237449,19595513,20934968,22225538,23395683,24439431,25270172,25927171,26397711
GNB,1287719,1472668,1650522,1820893,1983245,2140941,2298869,2444077,2567343,2667720,2749294,2807790,2851220,2873066,2880404,2876504
GUY,535291,554242,571174,589766,605590,621935,633145,631083,626378,626915,630449,634017,637621,639523,642803,647198
HTI,7740160,8412150,9052431,9676597,10271144,10797859,11246777,11624526,11931564,12156404,12351652,12534311,12721415,12884212,12992924,13065141
VAT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HND,7208387,7866959,8466041,9019118,9487481,9881603,10196639,10382623,10496202,10598139,10751830,10944566,11131581,11274429,11398749,11525157
HUN,6171636,6002539,5788891,5526114,5181811,4995338,4845657,4692135,4622643,4597486,4561924,4550006,4522711,4490782,4481874,4478637
ISL,246637,247313,246503,246888,247721,247483,247043,244316,247003,253072,258751,265571,274827,283218,291055,298735
IND,989250384,1039081113,1075509024,1101365945,1122081761,1134779784,1139715126,1135583761,1124885055,1114275836,1111186908,1112646081,1119699587,1127494872,1133047534,1139164689
IDN,191734719,199699800,204525696,207929200,210343792,211960835,213865989,214937659,214883993,215064148,214522739,213528522,213525129,213475303,213231051,212949287
IRN,62360551,65366502,67935938,68530698,68062821,65855523,63489861,62509993,63240355,64088891,64137190,63185613,62132288,62292791,62522289,62798889
IRQ,28194454,32532628,36424366,40409209,44580643,48997077,53654014,57968018,61990705,65871187,69473451,72249711,75000620,77500787,79801597,81777330
IRL,3337298,3399421,3411310,3362343,3296290,3260997,3320507,3429865,3533585,3602503,3638922,3679810,3770061,3902271,4036872,4146258
IMN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ISR,5581849,6030547,6523973,6928263,7324507,7761274,8289557,8894881,9537269,10196961,10877456,11545074,12245082,13052260,13922621,14819929
ITA,36995864,35142355,32729317,30352535,28645466,27662867,27101346,26740128,26564703,26299712,25979520,25839584,26096619,26579361,26999228,27261079
JAM,2077253,2090464,2069522,2042686,2010597,1952944,1878374,1791298,1711975,1661490,1621854,1602225,1597451,1592414,1583758,1573311
JPN,71161868,68366204,64427141,59372630,55613242,53161817,51408249,49920872,48274644,46710214,45440430,44447893,44060232,43710610,43100344,42324008
JEY,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JOR,7734844,8596220,9293722,9948714,10600310,11239735,11838913,12336543,12749587,13106847,13321422,13508126,13764420,13994596,14140017,14196273
KAZ,12317345,12932405,13672459,14488327,15168786,15797138,16390427,17182129,18203037,19155731,19736416,20087847,20404384,20671384,21022142,21330032
KEN,34341739,38464204,42240018,46193511,50371683,54650679,58900660,62933722,66765693,70116107,73186550,75988538,78502941,80596513,82370877,83887430
KIR,83459,92593,101302,110271,118587,125355,131477,137748,143649,149876,153988,155755,157331,159393,161723,164202
KWT,3520900,3644879,3614928,3431003,3205863,3011633,2993016,3118683,3220903,3294548,3323897,3311822,3350600,3407243,3470361,3516786
KGZ,4225402,4644967,5108413,5541757,5945084,6320831,6656209,6998890,7380933,7772629,8080219,8253868,8409120,8581864,8762145,8918005
LAO,5116148,5519459,5908782,6272920,6599205,6869326,7079961,7229408,7349634,7492143,7658677,7837840,8007059,8170721,8334368,8502423
LVA,1155891,1085558,1038487,983595,935397,885513,841575,818122,820409,817784,805216,793231,780586,778172,781377,783953
LBN,3844732,4118498,4268214,4396540,4549629,4698639,4862211,5004709,5073251,5094985,5102243,5097875,5178455,5279306,5349411,5393748
LSO,1453535,1527650,1612191,1702875,1782411,1854803,1920332,1979144,2035545,2084825,2123717,2141844,2150579,2154102,2156033,2152874
LBR,3246338,3742449,4209611,4688632,5185270,5716464,6279680,6823304,7313906,7755927,8141371,8499678,8813596,9054859,9217934,9325683
LBY,4763804,5118248,5350785,5515373,5657580,5850073,6123093,6395979,6591940,6709494,6789376,6896183,7067704,7248583,7404620,7515541
LIE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LTU,1740488,1619635,1529311,1437882,1376512,1323816,1266183,1220239,1206085,1209325,1209872,1202176,1197127,1208014,1217860,1228125
LUX,439669,434259,425400,417937,410647,401506,393459,388964,394636,404119,412607,419103,426229,434012,441591,448917
MDG,18306259,20891867,23619452,26565083,29796827,33224078,36742952,40169453,43518986,46845081,50093765,53158538,55903957,58225498,60206625,62031613
MWI,12167179,14184346,16162252,18358322,20686082,23214699,25954343,28729311,31480003,34207959,36923367,39549320,42073365,44202790,45961723,47308426
MYS,24195065,25189349,26043375,26575727,26907296,26849094,26571441,26274636,26087108,25986049,26002749,26032079,26048688,26207924,26306135,26352172
MDV,400088,423279,442148,453748,453990,437508,409608,390849,388455,396021,398874,395669,392929,392266,394604,397290
MLI,12548734,15069441,17875089,21070703,24738435,28805754,33225371,37759412,42329443,46883766,51352715,55661102,59736212,63335070,66461531,68884817
MLT,337701,330035,326612,318527,305357,286857,263532,242084,235199,237587,239511,239075,236959,235681,234727,235509
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTQ,222591,208879,195685,187295,188743,195417,203247,208154,207951,207205,209774,216773,226261,235513,241879,246459
MRT,2837930,3315822,3793546,4310705,4879098,5489053,6127328,6759651,7374349,7969028,8536527,9083297,9626649,10096499,10470784,10796292
MUS,912746,882808,851852,830991,802747,779711,761795,731051,704416,678846,664827,662347,664540,662905,657111,649959
MYT,189513,224473,265836,313886,370796,439610,523250,621952,743883,883512,1044596,1234993,1456236,1713050,2010041,2351284
MEX,87971290,91937230,94351552,96424587,98377951,100264880,101912677,102862512,103597739,104438275,105643460,107074759,109209276,111065307,112676892,114237324
FSM,423629,448924,470070,493599,520961,547692,570829,586465,596730,606949,616040,624273,635404,646617,655087,662352
MCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MNG,2210623,2399296,2588898,2735524,2872400,3024122,3185986,3404108,3678346,3967867,4206628,4368411,4516910,4683129,4849287,4999786
MNE,421940,412332,405578,400483,392603,383151,377570,374000,371778,371160,371347,371418,372536,373775,376538,379566
MSR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAR,25332804,26720468,27868213,28839858,29622000,30278475,30886099,31398116,31945311,32518493,33045296,33452662,33984974,34547494,35112287,35668197
MOZ,19135802,22257171,25614740,29196497,33084054,37302931,41743229,46187700,50563394,54882728,59092608,62886146,66359689,69159311,71341504,72937796
MMR,37858619,38909264,39691142,40221017,40544072,40539766,40425944,40173954,39975078,39788204,39789018,39870129,39915059,39989967,40104928,40325223
NAM,1602401,1758225,1922596,2092840,2256380,2419459,2579368,2718155,2863615,3005659,3124351,3211862,3277506,3334080,3391169,3443029
NRU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NPL,20053374,21495009,22819141,24213408,25410584,26317550,26946136,27130506,27030460,26890757,26971592,27136135,27311660,27367346,27508274,27779421
NLD,11109445,10757863,10366311,10112512,10081040,10065072,10015999,9924155,9893449,9907606,10035935,10225138,10474524,10707891,10888981,11046950
NCL,198725,204663,207326,208147,210217,211963,214469,218374,223263,226082,229461,232374,236739,241745,246712,251144
NZL,3321614,3330280,3325472,3306666,3327875,3340448,3337250,3328051,3360452,3405724,3443761,3484171,3551828,3635208,3709182,3771818
NIC,4719288,5100699,5439509,5739878,5997647,6214755,6372313,6445523,6512249,6609653,6726359,6835353,6941621,7037894,7135087,7241544
NER,14078779,17080193,20698847,25233591,30771895,37440459,45348972,54168804,63959820,74665035,86187187,98053556,109944307,121530231,132384339,142643502
NGA,126924680,145988213,166481938,189336750,215602311,246064579,281348979,319281429,359510029,400765943,443083080,485737553,528295170,569717111,608520759,643089160
NIU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MKD,1429844,1400132,1364840,1335877,1302523,1261315,1222220,1188154,1165586,1155574,1161478,1165369,1174994,1178636,1178134,1177387
MNP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOR,3532855,3527554,3466953,3390589,3365878,3352508,3345125,3352731,3402993,3460854,3515274,3589686,3704406,3848725,3978932,4091138
OMN,3539402,3818053,4101380,4306976,4373553,4281323,4083297,3989330,4154826,4391403,4555627,4615435,4624076,4638150,4687364,4753295
PAK,149313546,168237887,186627117,207535953,230537255,254497204,278660916,301745293,324867313,347937381,372317551,395668026,418848652,438873983,455797965,470915646
PLW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAN,2946183,3112165,3247304,3376503,3500652,3615458,3715255,3801674,3869943,3934567,3999091,4052615,4110170,4153286,4192514,4224478
PNG,6719797,7458093,8182734,8897589,9596890,10273955,10923736,11506599,12029237,12463894,12829850,13103249,13339608,13542065,13703694,13811850
PRY,4569260,4878719,5191375,5513919,5815802,6043414,6223953,6350033,6468002,6593614,6724419,6849067,6949477,7031079,7098047,7170941
PER,22886773,24147609,25110199,25905373,26564045,27064777,27339437,27465392,27577025,27727286,27801853,27941529,28164630,28317755,28466650,28642112
PHL,77667514,83997096,89817165,95649009,101503067,107286685,112696831,117179160,121116006,124532389,127283878,129960993,132735510,135092869,137012120,138375334
POL,25297734,24437767,23786328,22788884,21426432,19977914,18955847,18399565,18372598,18481706,18354058,18261038,18252766,18440646,18738243,19043100
PRT,6413861,6100442,5792649,5460376,5167008,5012570,4977186,4965025,4953718,4940946,4959624,5019556,5104398,5198760,5274432,5315878
PRI,1996066,1872896,1750917,1619287,1505430,1417703,1349476,1274384,1208076,1150906,1106047,1073316,1058106,1061701,1058591,1049346
QAT,2517118,2668480,2778631,2803363,2723915,2527950,2280335,2115757,2116560,2204147,2245274,2245418,2237559,2238681,2238942,2224963
KOR,35752941,33622322,31104973,28167668,25991433,23865256,22378348,20597283,19151963,18233139,17490529,16726967,16427885,16507216,16420467,16217509
MDA,2023089,1959611,1944863,1907217,1839222,1749148,1652519,1597054,1586437,1584805,1566024,1529790,1493439,1479393,1484390,1492959
REU,632173,642744,646665,663136,683466,707787,738442,768412,793325,812142,835575,861811,893525,922094,954609,989178
ROU,12266234,11975992,11408257,10875885,10228598,9773194,9319646,9139862,9034669,8936054,8796608,8686002,8551347,8446134,8443288,8460633
RUS,95037708,92833428,92005985,89378946,85955193,81920067,78348943,78072936,80020688,81418582,81740694,80940190,80900262,82252269,84137055,85767290
RWA,8588097,9698187,10893334,12171632,13468867,14723799,16028847,17346048,18669516,19925656,21176734,22368928,23448145,24318342,25005622,25597501
BLM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KNA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LCA,131289,129795,127260,125099,122999,120061,116361,111370,107237,104987,103956,104218,104383,104221,103876,103606
MAF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VCT,69715,69486,68730,67620,66156,64754,64102,62956,61996,61527,61239,60902,61255,61988,62880,63738
WSM,134177,148781,162872,175933,189562,204556,220176,233569,246852,259126,269793,278621,286994,295147,302738,309986
SMR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STP,139088,158495,176858,195992,215968,236835,259434,281646,302137,319030,333905,347322,359493,369184,377121,384031
SAU,28133239,29968950,31101495,31633147,31455705,31432445,31865822,32226293,32892297,33552367,34096792,34424930,34793877,35026804,35241176,35393888
SEN,10402567,12141764,13940858,15862704,17929396,20177860,22600079,25096463,27606930,30050347,32455154,34788190,37102961,39273554,41159668,42737114
SRB,4618751,4457232,4298961,4138888,3962770,3822540,3709852,3643683,3628082,3617928,3653033,3665878,3682214,3695309,3704355,3709944
SYC,74215,75414,76838,77603,77581,78051,78766,79348,80632,82466,83661,84503,85089,85795,86502,87031
SLE,5335058,6072670,6804592,7600122,8410560,9223294,10029712,10766971,11433105,12032615,12576657,13039055,13415329,13645637,13802964,13917020
SGP,4244643,4020946,3856830,3663168,3488465,3316279,3157940,3002432,2880134,2866548,2863976,2855562,2807599,2765247,2709910,2648138
SXM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SVK,3608401,3502761,3424229,3305425,3138607,2990031,2873543,2806683,2817048,2855853,2878776,2888201,2895386,2912477,2942590,2982235
SVN,1330934,1290416,1243707,1197578,1141553,1095768,1070681,1069625,1079073,1094371,1098305,1096705,1104879,1120471,1138375,1152593
SLB,446564,511269,577930,649654,726658,808306,895937,983396,1069466,1154714,1236924,1312475,1378882,1435867,1482269,1522440
SOM,9633194,11433329,13541284,16076030,19128181,22651625,26607151,30906174,35488013,40419704,45604638,50852158,56050085,61068862,65833717,70293752
ZAF,40131013,41826387,42973044,44128598,45143117,45288077,45019323,44909333,45092794,45439150,45351431,45110219,44836287,44622515,44368446,44101833
SSD,6306149,7346845,8055995,8563209,9244914,10162029,11246686,12193475,12915995,13420706,13971393,14516382,15196242,15839003,16280133,16618313
ESP,30933758,30054740,28666373,26884239,25125654,24086357,23748435,23758614,24043987,24079132,23821740,23683946,23895639,24445146,25013160,25461134
LKA,14714685,15034764,15208212,15301314,15306757,15288207,15470545,15554239,15568015,15473814,15363571,15357152,15503975,15683953,15847072,15981831
PSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SDN,27982771,32247508,37084485,42236048,47509950,52700420,57925643,63135658,68323525,73401818,78275249,82717531,86607436,89768685,92379344,94394580
SUR,421166,437334,451319,467782,488240,505628,523964,541447,555805,568965,583701,599514,616201,630870,643938,656756
SWE,6502658,6531822,6496479,6454639,6470860,6488707,6493418,6516796,6714132,6912407,7071457,7227749,7433675,7695914,7960318,8211531
CHE,5671235,5515010,5350634,5245797,5176200,5082769,5008076,4991116,5072056,5194787,5308798,5402253,5496613,5601134,5705623,5812653
SYR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJK,6320829,7078983,7874956,8687849,9473223,10248588,10991452,11743664,12486993,13208235,13861849,14355606,14795482,15194656,15573595,15883805
THA,48901310,47120642,44910015,42985446,41341239,39613632,38114825,36600187,35129720,34227191,33471617,32793413,32474784,32118780,31705093,31257466
TLS,863839,963785,1056894,1150722,1254970,1355138,1440442,1504323,1548371,1577970,1607888,1640230,1671423,1696246,1711357,1721177
TGO,5396773,6153717,6938231,7779186,8687880,9655652,10675204,11689015,12687956,13659148,14567986,15419538,16170404,16808688,17310248,17733074
TKL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TON,67139,72933,77232,81201,85633,90076,94937,98743,101828,103591,105167,106532,108647,111254,113669,115895
TTO,1053316,1039283,1029615,1011325,980459,935917,901887,889486,887888,887855,886274,885487,891644,901218,910957,919075
TUN,8311501,8628215,8900132,9102198,9172349,9172518,9164618,9237707,9458750,9713439,9896698,9947176,10003739,10122129,10312345,10541576
TUR,59735681,61812221,63318402,63714166,63732481,63473686,63241530,63032445,62731149,62857222,62969927,62940539,62914683,63689307,64345512,64922492
TKM,4235697,4573773,4921120,5296691,5613888,5884554,6115876,6364050,6658859,6943518,7149738,7228988,7297693,7342425,7415964,7474663
