"1,000ha",2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ABW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,4488.796875,4410.744629,4332.692871,4254.640625,4176.588867,4098.536621,4098.398438,4098.260742,4098.12207,4097.984375,4097.846191,4097.70752,4097.569336,4097.432129,4097.293457,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4097.154785,4096.775391,4096.395996,4096.016602,4095.636719,4095.25708,4094.877686,4094.497803,4094.118164,4093.73877,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887,4093.358887
AUT,1195.629272,1195.610352,1195.591431,1195.57251,1195.553589,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668,1195.534668
AZE,1129.216309,1129.036133,1128.856079,1128.676025,1128.495972,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315918,1128.315674,1128.31543,1128.315308,1128.314941,1128.314819,1128.314453,1128.314331,1128.313965,1128.313843,1128.313599,1128.253418,1128.192993,1128.132568,1128.072266,1128.011841,1127.95166,1127.891235,1127.830933,1127.77063,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1127.710205,1124.322144,1120.934082,1117.546021,1114.157837,1110.769897,1107.381836,1103.993774,1100.605591,1097.217651,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959,1093.82959
BHS,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.52686888,0.526868582,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868641,0.526868939,0.526868522,0.526868939,0.526868522,0.526868939,0.526868522,0.52686888,0.526868463,0.52686888,0.526868463,0.52686888,0.526868582,0.526868582,0.526868582,0.526868582,0.526868641,0.526868641,0.526868641,0.526868641,0.526868641,0.526868641,0.518910468,0.518820763,0.5187307,0.518640339,0.5185498,0.518458843,0.518367708,0.518276334,0.518184483,0.518092453,0.518092453,0.518092513,0.518092453,0.518092453,0.518092513,0.518092453,0.518092453,0.518092513,0.518092453,0.518092453,0.518092513,0.518092453,0.518092453,0.518092513,0.518092453,0.518092453,0.518092513,0.518092453,0.518092453,0.518092513
BHR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BGD,503.855072,403.4145508,277.0592957,165.5542603,93.51385498,28.90380478,8.744250298,7.68852663,6.383723736,4.561072826,1.337116122,5.7355E-07,1.18714E-09,1.04937E-09,9.44086E-10,8.59468E-10,7.89476E-10,7.30414E-10,6.79809E-10,6.35914E-10,5.97446E-10,5.63438E-10,5.33144E-10,5.05981E-10,4.8148E-10,4.59264E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.59266E-10,4.58809E-10,4.58406E-10,4.58048E-10,4.57727E-10,4.57438E-10,4.57177E-10,4.5694E-10,4.56723E-10,4.56525E-10,4.56342E-10
BRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584,2899.548584
BEL,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481,491.180481
BLZ,34.35612869,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251,34.35613251
BEN,609.7745972,609.7745972,609.7745972,609.7745972,609.7745972,609.7745972,609.8373413,609.9000854,609.9628296,610.0255737,610.0883789,610.1513062,610.2141724,610.2770996,610.3401489,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4032593,610.4363403,610.8905029,611.3641357,611.8724365,612.4610596,613.4921265,614.4795532,616.5471802,617.7522583,619.4910278,623.7803955,628.1036377,632.4626465,636.8572998,641.2749023,645.7130737,650.1738892,654.6591797,654.7554932,654.8518677,654.9481812,655.0446167,655.1410522,655.2376099,655.3340454,655.430603,655.5271606,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403,655.6238403
BTN,138.4808655,137.7631531,136.3409119,131.2111969,124.5679474,116.0110474,105.9641724,89.74259186,71.72543335,48.18428421,13.12232018,2.25026E-05,1.1579E-05,1.15788E-05,1.15788E-05,1.15787E-05,1.15787E-05,1.15786E-05,1.15786E-05,1.15786E-05,1.15786E-05,1.15786E-05,1.15786E-05,1.15786E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05,1.15785E-05
BOL,5618.445801,5618.793945,5619.270508,5619.813965,5620.352539,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.886719,5620.416992,5619.948242,5619.479004,5619.009277,5618.540039,5618.070313,5617.601074,5617.131836,5616.662598,5616.193848,5614.798828,5613.404297,5612.009766,5610.615234,5609.220703,5607.826172,5606.431152,5605.037109,5603.64209,5602.247559,5602.113281,5601.979492,5601.845703,5601.711426,5601.577637,5601.443848,5601.310059,5601.175781,5601.041992,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.908203,5600.907715,5600.907227,5600.907227,5600.905762,5600.905762,5600.905273,5600.905273,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297,5600.904297
BES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,790.3413086,790.3166504,790.2919922,790.267334,790.2426758,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176,790.2180176
BWA,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,1.24677E-10,4.63226E-07,4.75971E-08,5.01359E-07,9.50696E-08,5.39492E-07,1.42542E-07,5.77625E-07,1.90015E-07,6.48446E-07,2.37487E-07,2.37487E-07,2.37488E-07,2.37488E-07,2.37488E-07,2.37488E-07,2.37489E-07,2.37489E-07,2.37489E-07,2.37489E-07,2.3749E-07,2.3749E-07,2.37491E-07,2.37491E-07,2.37491E-07,2.37492E-07,2.37492E-07,2.37493E-07,2.37493E-07,2.37494E-07,2.37494E-07,2.37495E-07,2.37495E-07,2.37496E-07,2.37496E-07,2.37497E-07,2.37498E-07,2.37498E-07,2.37499E-07,2.37499E-07,2.375E-07
