"1,000ha",2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ABW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,49715.19531,51207.54688,52700.52344,54194.17969,55688.86719,57185.37891,57451.46875,57717.53125,57983.69922,58249.92578,58516.67578,58402.35547,58288.33594,58174.79297,58061.24609,57947.69141,57265.07422,56581.23047,55896.78906,55212.60938,54529.53125,53769.51953,53009.53516,52256.84766,51504.14453,50752.07813,50019.36328,49287.06641,48554.96484,47824.3125,47095.15234,46341.6875,45589.83984,44838.57813,44086.26563,43334.06641,43227.36328,43120.65625,43013.94531,42907.23047,42800.50781,42753.73438,42707.50781,42661.29688,42616.30859,42571.69531,42596.48828,42621.33203,42646.23438,42671.20313,42696.28516,42984.8125,43273.47266,43562.26563,43851.35156,44140.69141,44437.57813,44734.48828,45031.80859,45329.14844,45626.41016,45887.76172,46149.5625,46411.45703,46673.32031,46935.18359,47180.21875,47425.25781,47670.29297,47915.34375,48160.39453,48340.34375,48520.30469,48700.27734,48880.25391,49060.22266,49189.10938,49317.99219,49446.87891,49575.76953,49704.65625,49778.51563,49852.38281,49926.69141,50001.36328,50076.03125
AUT,1397.348511,1410.827515,1424.307129,1437.792969,1451.286011,1464.794678,1468.49707,1472.202393,1475.909302,1479.618164,1483.328125,1482.38501,1481.446411,1480.510864,1479.579712,1478.650757,1490.160034,1501.67395,1513.192139,1524.720825,1536.254517,1547.801514,1559.359009,1570.919922,1582.483032,1594.053345,1591.301392,1588.549683,1585.799072,1583.049316,1580.301392,1580.109985,1579.920166,1579.731323,1579.543579,1579.356934,1591.768677,1604.184082,1616.602173,1629.023193,1641.447144,1655.084717,1668.72522,1682.368408,1696.013672,1709.662109,1723.811035,1737.960693,1752.111694,1766.263672,1780.416748,1798.505127,1816.596558,1834.690674,1852.787842,1870.888306,1891.198608,1911.513184,1931.831665,1952.154541,1972.4823,1990.952393,2009.42981,2027.915283,2046.4104,2064.915039,2079.376465,2093.845459,2108.322021,2122.806396,2137.298828,2150.178955,2163.067383,2175.9646,2188.870117,2201.784424,2213.391113,2225.005859,2236.628906,2248.260986,2259.901611,2274.537354,2289.184082,2303.842529,2318.512939,2333.197021
AZE,2332.843262,2352.469971,2372.093994,2391.716064,2411.336182,2430.95459,2450.376221,2469.79541,2489.211914,2508.625488,2535.705322,2562.516113,2589.329346,2616.145752,2642.963867,2669.802246,2720.342529,2770.922119,2821.526855,2872.156738,2922.803467,2985.334961,3047.867188,3110.389893,3172.904541,3235.406982,3293.368164,3351.262939,3409.101318,3466.879883,3524.595215,3598.914795,3673.117188,3747.160889,3823.544434,3899.709717,3997.4021,4094.477051,4190.938477,4286.663574,4381.561523,4483.118164,4583.368164,4681.97168,4778.556152,4873.737305,4977.572266,5081.303223,5185.066895,5290.339355,5385.682129,5485.499023,5584.089844,5681.866699,5777.667969,5870.831055,5959.962891,6022.441406,6070.160156,6093.430176,6116.262695,6139.896484,6163.201172,6186.366699,6204.296875,6219.152344,6235.543945,6251.587891,6267.6875,6283.898926,6300.219238,6318.179688,6335.776855,6353.38623,6370.938477,6388.558594,6406.730469,6424.828613,6443.250977,6462.101563,6481.20752,6499.424316,6517.527344,6536.001953,6555.38623,6575.005859
BHS,3.303466082,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274,3.303470135,3.303467274,3.303469419,3.303467274,3.303469419,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469419,3.303467274,3.303469658,3.303467512,3.303470135,3.303467274,3.303469658,3.303467512,3.303469658,3.303467274,3.303469658,3.303467512,3.303469658,3.303467512,3.303469419,3.303467274,3.303469419,3.303467274,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467512,3.303469658,3.303467274,3.303469419,3.303467274,3.303469419,3.303467274
BHR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BGD,8098.720703,8110.173828,8121.627441,8133.081055,8144.534668,8155.987305,8165.818848,8175.648438,8185.478027,8195.307617,8205.138672,8220.369141,8235.598633,8250.829102,8266.05957,8281.290039,8294.370117,8307.450195,8320.530273,8333.611328,8346.693359,8359.496094,8372.299805,8385.102539,8397.90918,8410.71582,8424.944336,8439.172852,8453.404297,8467.633789,8481.866211,8498.87793,8515.891602,8532.905273,8549.919922,8566.932617,8576.844727,8586.758789,8596.669922,8606.583984,8616.49707,8626.841797,8637.188477,8647.53418,8657.883789,8668.236328,8681.945313,8695.65332,8709.361328,8723.070313,8736.77832,8754.210938,8771.649414,8789.100586,8806.551758,8824.010742,8843.083984,8862.158203,8881.234375,8900.308594,8919.383789,8940.819336,8962.253906,8983.692383,9005.130859,9026.583984,9049.773438,9072.989258,9096.25,9119.511719,9142.802734,9163.541016,9184.28418,9205.029297,9225.775391,9246.523438,9265.24707,9283.972656,9302.702148,9321.435547,9340.208984,9357.143555,9374.09668,9391.050781,9408.005859,9424.961914
BRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,5787.532227,5934.578125,6081.630859,6228.702637,6375.836426,6522.957031,6454.117188,6385.279785,6316.447266,6247.614258,6178.780762,6103.77832,6028.775391,5953.777344,5878.778809,5803.780273,5784.111816,5764.443359,5744.774902,5725.115234,5705.456055,5670.009277,5634.570313,5599.130859,5563.690918,5528.256836,5473.714844,5419.172363,5364.628906,5310.086426,5255.543945,5212.395508,5169.246094,5126.097656,5082.949707,5039.80127,5084.722168,5129.644043,5174.568848,5219.495605,5264.423828,5319.509766,5374.599609,5429.691895,5484.786133,5539.883301,5598.026367,5656.173828,5714.32373,5772.476074,5830.630859,5910.574707,5990.524414,6070.479004,6150.438965,6230.402832,6316.04248,6401.69043,6487.347656,6573.01416,6658.689941,6740.79541,6822.913574,6905.041992,6987.183105,7069.334473,7144.082031,7218.839844,7293.609375,7368.390137,7443.182129,7505.95459,7568.740234,7631.536133,7694.344238,7757.162598,7807.303223,7857.455566,7907.619629,7957.79541,8007.98291,8050.68457,8094.000977,8137.550781,8181.123535,8224.720703
BEL,779.4032593,780.8565063,782.3099365,783.7633667,785.2167969,786.670166,788.6199951,790.569458,792.5184326,794.4668579,796.4150391,798.1783447,799.9416504,801.704895,803.4682007,805.2313843,809.6407471,814.050354,818.4606934,822.8713989,827.2826538,830.7503662,834.2191162,837.6900635,841.1619263,844.6347656,845.2431641,845.8519287,846.4611206,847.0709839,847.6812744,844.2293091,840.7774658,837.3253784,833.8735352,830.4216919,832.2910156,834.1605835,836.0298462,837.899231,839.7684326,841.7576294,843.746582,845.7357788,847.7247925,849.7140503,850.9011841,852.088562,853.276001,854.4633789,855.6507568,856.9598999,858.2689209,859.578125,860.8873291,862.1965332,862.8969727,863.5973511,864.2978516,864.99823,865.6987305,866.2190552,866.7392578,867.2595825,867.7798462,868.300293,868.635376,868.97052,869.3056641,869.6407471,869.975769,870.4910278,871.0058594,871.520813,872.0354614,872.5498657,874.8347778,877.119812,879.4050293,881.6902466,883.9758911,886.5610352,889.1464844,891.7319946,894.317749,896.9038086
BLZ,125.5719833,126.3245468,127.076973,127.8294449,128.5819397,129.3344269,141.9074249,154.4789429,167.0489502,179.6175537,192.1846924,194.1884613,196.1919098,198.1948853,200.1975098,202.1997528,204.7111206,207.2216492,209.7313385,212.2402039,214.7482452,217.857254,220.9648438,224.0710449,227.1758118,230.2791595,231.7795868,233.2792511,234.7780304,236.276001,237.7730713,239.0750885,240.3760376,241.6758728,242.9746552,244.2723083,244.3404388,244.4085083,244.4766388,244.5447845,244.612854,244.5114288,244.4099731,244.308548,244.207077,244.1056366,243.7478333,243.3900146,243.0321655,242.6743927,242.3165741,242.2491913,242.1818085,242.1144257,242.0470581,241.9796906,242.2364655,242.4932404,242.7500305,243.0068054,243.2635803,243.6851807,244.106781,244.5283508,244.9499512,245.3715363,245.7714844,246.1714325,246.5713654,246.971283,247.3712311,247.1286163,246.8859406,246.64328,246.4006348,246.1579895,244.7642059,243.3704834,241.9766998,240.5829468,239.189209,237.8812561,236.5732727,235.2653351,233.9573212,232.649353
BEN,3328.4104,3377.5,3426.978027,3476.408203,3525.904785,3575.346924,3618.15625,3671.617188,3714.281982,3768.336914,3810.983398,3866.969971,3902.742188,3976.766846,4037.439697,4112.816406,4162.351563,4199.013672,4289.908203,4336.070313,4359.538574,4386.487793,4466.380859,4549.305664,4615.449219,4673.459473,4725.361328,4811.766113,4858.267578,4944.869141,4982.121094,5009.898926,5049.269531,5080.921875,5139.697266,5173.38916,5240.990723,5309.349121,5379.759766,5429.441895,5469.174316,5535.638672,5556.756348,5585.505371,5600.532227,5640.025879,5665.337402,5665.283203,5616.571289,5623.831055,5605.506836,5604.156738,5602.396484,5601.047363,5599.041992,5577.136719,5564.310059,5547.679199,5537.860352,5510.822266,5493.780273,5494.981445,5496.181641,5497.379395,5498.576172,5499.770508,5501.881836,5503.990723,5506.095703,5508.196289,5510.294434,5509.280762,5508.269043,5507.259766,5506.25293,5505.249023,5505.242188,5505.237305,5505.234375,5505.23291,5505.234375,5506.282715,5507.333496,5508.387695,5509.444824,5510.504395
BTN,160.0832367,163.1389313,166.1946411,169.2503357,172.306015,175.3616943,179.8742523,184.3867645,188.8992767,193.4117432,197.9242554,204.9425049,211.9608002,218.9790497,225.9972992,233.0155487,243.4289093,253.8422241,264.2555542,274.6689148,285.0822449,294.6135559,304.1449585,313.6763306,323.2077637,332.7391357,351.6817932,370.6244812,389.5671387,408.5098572,427.4525452,452.9425659,478.4326477,503.922821,529.4128418,554.9030151,562.8199463,570.7368164,578.6536865,586.5706177,594.4874878,604.0271606,613.5650635,623.1030273,632.6409302,642.1765137,651.9916992,661.8051147,671.6184082,681.4300537,691.241394,703.5215454,715.8013306,728.0809326,740.3604126,752.6361084,767.6268311,782.6170044,797.6055298,812.5900879,827.5742798,848.0529785,868.5302124,889.0003052,909.4690552,929.9303589,953.8110962,977.6884766,1001.563965,1025.437744,1049.300903,1074.437134,1099.56897,1124.694824,1149.818726,1174.937012,1195.43689,1215.935303,1236.425903,1256.912109,1277.393921,1294.18689,1310.978394,1327.765381,1344.551147,1361.334351
BOL,4960.81543,5048.058105,5135.169434,5222.084473,5308.79834,5395.308594,5435.191406,5474.267578,5506.956055,5546.387695,5587.705566,5630.834473,5674.62207,5718.814941,5763.075195,5807.411621,5877.65332,5947.908691,6018.176758,6088.458496,6158.787109,6250.602539,6342.385742,6434.231934,6526.914063,6620.125,6702.458496,6786.754395,6872.679688,6958.858398,7045.005371,7133.287598,7221.603027,7309.942871,7398.26709,7486.616699,7649.851074,7813.137695,7976.476563,8139.874023,8303.333008,8502.048828,8700.84082,8899.600586,9098.383789,9297.162109,9527.736328,9758.405273,9989.166016,10220.01953,10450.96289,10737.63379,11023.08105,11307.28027,11591.60742,11876.04395,12175.72559,12475.49902,12775.37988,13075.38184,13375.50879,13657.17676,13938.94531,14220.82324,14502.79102,14784.87305,15020.13281,15255.44238,15490.82227,15726.27539,15961.81152,16147.02832,16332.26172,16517.5332,16702.8457,16888.20313,17044.6543,17201.15039,17357.67773,17514.2793,17670.92773,17802.95508,17935.01172,18067.09766,18199.21289,18331.43945
BES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,1046.49292,1062.904297,1079.339844,1095.775269,1112.210327,1128.663086,1119.817017,1110.970703,1102.124756,1093.278809,1084.432617,1075.591797,1066.750977,1057.910034,1049.069214,1040.228271,1038.816895,1037.40564,1035.994507,1034.583984,1033.174194,1024.62915,1016.084045,1007.539063,998.9939575,990.4487915,979.0400391,967.6311035,956.222229,944.8134766,933.40448,924.4893799,915.5743408,906.6591797,897.7440796,888.8291626,891.2904663,893.7525635,896.2143555,898.6763916,901.1386719,904.6261597,908.1152954,911.605896,915.0979614,918.5911865,922.2398682,925.8898926,929.5413208,933.1941528,936.8482666,951.0775757,965.3095093,979.5439453,993.7822266,1008.025574,1015.293091,1022.567566,1029.849854,1037.139893,1044.437134,1052.871582,1061.31311,1069.76123,1078.216309,1086.678101,1094.844116,1103.016235,1111.193726,1119.377075,1127.566406,1135.591675,1143.621338,1151.655884,1159.695068,1167.73877,1178.360962,1188.993286,1199.635864,1210.288208,1220.950928,1225.044434,1229.139526,1233.236084,1237.334351,1241.43396
BWA,346.9615173,392.4788208,437.9961548,483.5132141,529.0305176,574.546814,748.3706055,922.194458,1096.018311,1269.842163,1443.66626,1503.598022,1563.529907,1623.462158,1683.394165,1743.32605,1769.676025,1796.025757,1822.375366,1848.72522,1875.074951,1915.421631,1955.768066,1996.114868,2036.461426,2076.807861,2115.927979,2155.04834,2194.168213,2233.288574,2272.408447,2332.122314,2391.833984,2451.408691,2510.672363,2569.930664,2687.545654,2805.158447,2922.766846,3040.371826,3161.578613,3294.952881,3427.153564,3561.207031,3694.592529,3827.467529,3975.613281,4124.887695,4271.697266,4406.902832,4548.802734,4688.878906,4833.648926,4984.628906,5128.621582,5259.799316,5403.622559,5536.787109,5682.751465,5811.929199,5943.679199,6112.138672,6264.080566,6405.598633,6546.779297,6686.030762,6778.793945,6878.706055,6963.507813,7047.395996,7142.82373,7203.122559,7276.316895,7337.14209,7396.824219,7456.333008,7509.683105,7594.744629,7661.061523,7711.915527,7777.219238,7837.819336,7897.67334,7956.208008,8014.773926,8074.17334
BRA,89456.47656,90090.75,90724.91406,91359.25781,91993.82813,92628.61719,89277.97656,85929.38281,82593.27344,79288.64063,76001.38281,73463.27344,70925.45313,68380.8125,65836.85938,63293.28906,61250.3125,59207.23047,57164.66406,55122,53079.03125,51244.18359,49411.32031,47576.67578,45741.55078,43906.37109,42509.13672,41111.55078,39713.53516,38321.07422,36931.53906,36025.4375,35122.03516,34222.83203,33325.92188,32429.27148,32126.43164,31822.87891,31519.35938,31215.88281,30912.43164,30681.97266,30451.5332,30221.13281,29990.81836,29760.63281,29571.96094,29383.1875,29194.42773,29005.70508,28817.01563,28707.00977,28597.02734,28487.0625,28377.11523,28267.17773,28194.77148,28122.33203,28049.89453,27977.46094,27905.0332,27857.14063,27809.62305,27762.10938,27714.5957,27667.09375,27607.5625,27548.04492,27488.53711,27429.03125,27369.53711,27309.7832,27250.03711,27191.14453,27134.50977,27077.88867,27015.83203,26953.75586,26891.66602,26830.06836,26768.88867,26724.18164,26679.48242,26634.7832,26590.0957,26545.46875
VGB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
