"1,000ha",2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AUT,1195.629272,1199.717407,1203.805298,1207.893066,1211.980957,1216.068848,1215.814941,1215.560669,1215.305664,1215.049927,1214.793457,1214.748047,1214.700684,1214.651489,1214.600586,1214.547729,1195.646851,1176.673462,1153.979614,1131.451416,1109.105103,1104.814697,1100.52417,1096.233398,1091.942627,1087.651367,1087.786133,1087.920776,1088.05542,1088.30957,1089.583984,1099.881104,1110.178345,1120.47583,1130.77356,1141.071045,1144.97644,1148.882568,1152.788696,1156.69519,1160.602295,1169.90625,1179.210327,1188.514526,1197.818848,1207.123291,1225.465698,1243.805298,1262.14209,1280.476074,1298.807617,1308.987183,1319.166992,1329.346802,1339.526733,1349.706909,1355.769775,1361.832764,1367.896606,1373.960571,1380.025146,1383.860474,1387.696289,1391.53186,1395.367676,1399.203491,1396.05603,1392.908447,1389.760986,1386.613403,1383.46582,1386.8302,1390.194946,1393.560059,1396.925293,1400.290771,1403.829956,1407.369507,1410.909302,1414.449341,1417.989624,1423.685547,1429.379028,1435.069946,1440.758789,1446.445068
AZE,1129.216309,1130.926392,1132.635498,1134.343994,1136.051758,1137.758789,1138.938965,1140.119019,1141.298584,1142.478149,1143.657349,1139.606445,1135.555298,1131.504028,1127.452393,1123.400635,1124.43457,1125.466797,1126.496582,1127.524536,1128.550415,1127.345703,1126.141235,1124.936768,1123.7323,1122.527588,1117.90918,1113.290649,1108.672119,1104.053711,1099.435303,1098.341309,1097.246948,1096.152832,1095.058716,1093.9646,1093.276367,1092.588013,1091.899658,1091.211426,1090.522949,1090.316772,1090.110352,1089.904053,1089.697754,1089.491333,1089.626343,1089.761108,1089.895996,1090.030884,1090.165771,1090.460327,1090.754883,1091.049561,1091.344116,1091.638672,1086.642212,1081.645752,1076.64917,1071.652466,1066.656006,1066.486694,1066.317627,1066.148315,1065.979126,1065.809814,1059.53479,1053.259644,1046.984497,1040.709351,1034.434204,1030.255737,1026.077026,1021.898438,1017.71991,1013.541321,1010.903625,1008.265991,1005.628296,1002.990601,1000.353027,996.3666382,992.3803711,988.394043,984.4076538,980.4213867
BHS,0.526868582,0.52696532,0.527061343,0.527158141,0.527254164,0.527350903,0.52733022,0.527310312,0.527289689,0.527269781,0.527249277,0.527221799,0.527193725,0.527166247,0.527138114,0.527110696,0.527055502,0.527001202,0.526946425,0.526892185,0.526837289,0.526797175,0.526756346,0.526716113,0.526675284,0.52663511,0.526590228,0.526545823,0.52650094,0.526456535,0.526411533,0.526363909,0.52631551,0.526267886,0.526219487,0.526171803,0.526139855,0.526108444,0.526076436,0.526045084,0.526013076,0.525980413,0.525947094,0.52591449,0.525881171,0.525848567,0.525823712,0.525799751,0.525774896,0.525750875,0.52572614,0.525712252,0.525697589,0.525683641,0.525669038,0.525655091,0.525662124,0.525669336,0.525675774,0.525683045,0.525689542,0.525683403,0.525677502,0.525671721,0.525665581,0.52565968,0.5256387,0.525618553,0.525597632,0.525577486,0.525556624,0.525544703,0.525531948,0.525519788,0.525506973,0.525494814,0.525492847,0.525491416,0.525489211,0.525487721,0.525485575,0.525496781,0.525507212,0.525518417,0.525528789,0.525539994
BHR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BGD,503.855072,505.9594727,508.0638733,510.1682129,512.272583,514.3770142,515.894104,517.4111938,518.9282837,520.4454346,521.9624634,522.3580322,522.7537231,523.149353,523.5449219,523.9406128,519.8774414,515.81427,511.7511292,508.2252808,504.7015686,505.6147766,506.5279541,507.4412231,508.3544006,509.2677002,510.1896667,511.1116333,512.0335693,512.9555664,513.8775024,512.9215698,511.9656372,511.0096436,510.0537109,509.0977478,508.4222412,507.368988,506.3164063,505.2644043,504.2131348,500.7281189,497.2432556,493.7584229,490.2738037,486.7892456,487.1965027,487.6036682,488.0108643,488.4180603,488.8252563,489.1362305,489.4471436,489.7581482,490.0691223,490.3800354,490.671875,490.9636841,491.2554626,491.5472412,491.8390503,492.0837708,492.3285522,492.5732727,492.8180237,493.0627441,493.2721558,493.4815369,493.690918,493.9002686,494.1096497,492.2000122,490.2903442,488.3806152,486.4710083,484.5612793,484.5652466,484.5692444,484.5731506,484.5771484,484.5811462,484.5397644,484.498291,484.4568787,484.4154663,484.3740234
BRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,2899.548584,2854.512451,2809.476318,2764.439697,2719.403564,2674.367432,2675.059814,2659.008057,2642.199951,2624.541504,2605.916504,2598.012451,2589.578369,2580.613037,2571.497803,2560.53418,2524.898682,2489.417236,2453.037598,2401.086182,2349.202148,2327.28125,2305.360107,2283.409668,2261.437744,2239.408203,2237.300049,2235.18457,2233.064697,2230.939697,2228.80957,2225.82373,2222.818359,2219.787109,2212.989258,2205.408447,2194.123291,2182.266357,2170.336914,2158.330811,2146.239014,2144.581299,2142.919678,2141.253906,2139.583496,2137.908203,2112.697266,2087.487061,2062.2771,2037.067627,2011.858276,2009.600342,2007.344482,2005.090942,2002.838623,2000.588257,1993.396484,1986.2052,1979.014282,1971.823975,1964.634644,1958.726074,1952.817627,1946.908691,1941.000366,1935.091797,1924.927002,1914.762451,1904.598022,1894.434082,1884.270142,1874.177368,1864.084595,1853.991699,1843.899048,1833.806274,1826.707275,1819.608276,1812.509155,1803.922607,1794.630127,1784.722656,1774.814453,1764.90625,1754.997681,1745.089478
BEL,491.180481,492.9510193,494.7215271,496.4920349,498.2625732,500.0330505,501.9734497,503.9139099,505.8543091,507.7946777,509.7349854,510.5056152,511.276062,512.0466919,512.8171997,513.5877075,516.159729,518.7319336,521.3040161,523.8760376,526.4480591,529.3991089,532.3500366,535.3010254,538.2520752,541.2030029,523.8446045,506.4860229,489.127533,471.769043,454.410553,449.2686462,444.1268311,438.9850769,433.8432312,428.7013855,428.1545105,427.6075439,427.0605774,426.5135498,425.9664917,432.0145874,438.0628357,444.1112061,450.1597595,456.2084045,449.3618164,442.5152588,435.6687622,428.8221436,421.9755859,421.3218689,420.6680298,420.0142517,419.3604431,418.7066956,409.135437,399.564209,389.992981,380.4217224,370.8503723,371.0330505,371.2163391,371.4002686,371.5848083,371.77005,371.4324341,371.0948181,370.7572021,370.4195862,370.0819702,371.6948242,373.3084412,374.922821,376.5380249,378.1540527,378.1540527,378.1540527,378.1540527,378.1540527,378.1540527,378.1540527,378.1540527,378.0270691,375.7372437,373.4166565
BLZ,34.35612869,34.41703415,34.47793198,34.53883362,34.59973145,34.66063309,34.65360641,34.64658356,34.63955688,34.6325264,34.62549973,34.61605072,34.6065979,34.5971489,34.58769608,34.57824326,34.55862427,34.53899765,34.51937103,34.49974442,34.48012161,34.46510315,34.45008469,34.43507004,34.42005539,34.40504074,34.38907242,34.37310791,34.35714722,34.34117508,34.32521439,34.30859375,34.29197311,34.27535629,34.25873947,34.24211502,34.23018265,34.21825409,34.2063179,34.19438553,34.18245697,33.93899536,33.69553375,33.45208359,33.20862198,32.96516418,32.95707321,32.94897842,32.94087982,32.9327774,32.92468262,32.82233047,32.60440826,32.38647461,32.16852188,31.95055389,31.95465469,31.95876503,31.96287918,31.96699142,31.97110367,31.96857262,31.96604347,31.96351433,31.96045876,31.95734596,31.94729233,31.9372406,31.92718697,31.91713524,31.90708351,31.90271759,31.89834404,31.89396286,31.88957787,31.88518906,31.88384438,31.88250351,31.88116264,31.87981606,31.87847137,31.88562393,31.89277649,31.89993286,31.90708923,31.91424561
BEN,609.7745972,697.168396,785.765625,875.0286865,964.4334717,1053.925537,1130.732056,1207.574463,1284.453369,1361.368042,1438.317627,1493.161621,1547.807983,1602.265625,1656.543091,1710.648926,1766.270264,1822.133301,1877.888184,1933.529785,1982.059692,2043.739014,2105.35498,2166.885498,2228.306152,2289.597168,2353.662109,2417.602539,2481.451904,2545.233398,2608.963867,2676.423828,2743.996582,2811.647705,2879.343994,2945.607422,3014.363037,3081.829834,3148.043701,3212.952637,3276.480957,3297.6875,3319.511963,3340.636719,3361.048584,3380.733398,3386.454834,3387.607422,3388.49292,3389.09375,3389.387451,3304.30957,3198.225098,3075.164551,2953.345459,2824.47876,2711.748779,2599.340332,2487.263916,2374.204102,2245.415771,2166.491211,2087.452393,2008.2854,1928.971558,1849.495728,1680.997192,1568.876465,1455.215088,1332.696289,1208.90332,1118.872925,1037.238892,955.2900391,872.8465576,789.5291138,761.7408447,728.9612427,696.0536499,662.9874878,629.7199707,586.4851074,541.5281372,494.2731934,441.2852478,380.1371155
BTN,138.4808655,139.9030457,141.3252563,142.7474365,144.1696625,145.5918274,145.2315063,144.8711243,144.5107727,144.1504211,143.7900696,144.109726,144.4293823,144.7490387,145.0686493,145.3883057,145.8336182,146.2789001,146.7242126,147.1695099,147.6148071,147.9371948,148.2595673,148.5819397,148.9042816,149.2266541,149.5865784,149.9465179,150.306427,150.6663208,151.0262604,151.2792206,151.532196,151.7851563,152.038147,152.2910919,152.5474701,152.8038177,153.0601807,153.3165436,153.5729065,154.1218567,154.6708221,155.2198029,155.7687531,156.3177185,156.4533844,156.5890808,156.7247467,156.8604279,156.9960938,157.026474,157.056839,157.0872192,157.1175842,157.1479492,156.8137512,156.479538,156.1453094,155.8110809,155.4768677,155.5803223,155.6837769,155.7872314,155.8906708,155.9941406,156.0794678,156.1647949,156.2501373,156.3354645,156.4208069,156.385437,156.3500824,156.3146973,156.2793427,156.2440033,156.2886047,156.3332367,156.3778687,156.4225159,156.4671478,156.5211334,156.5751343,156.6291199,156.683136,156.7371368
BOL,5618.445801,5574.805664,5531.172363,5487.540527,5443.911621,5400.283203,5397.691406,5395.115234,5392.544922,5389.976563,5387.408691,5380.413574,5373.418945,5366.439941,5359.466309,5352.492676,5346.141602,5339.790039,5333.438965,5327.087891,5320.736816,5317.181152,5313.624512,5310.068848,5306.512207,5302.956055,5295.679199,5288.40332,5281.131836,5273.860352,5266.588867,5258.092285,5249.595703,5241.099121,5232.602539,5224.105957,5195.438477,5166.771484,5138.103516,5109.436035,5080.769043,5078.335449,5075.902344,5073.469727,5071.036133,5068.602539,5066.689453,5064.775879,5062.862305,5060.951172,5059.040039,5057.867188,5056.695313,5055.522949,5054.351074,5053.178711,5041.063477,5028.947266,5016.832031,5004.716309,4992.601074,4938.472656,4884.344238,4830.214844,4776.086426,4721.958008,4711.935059,4701.881836,4691.819336,4681.757324,4671.695313,4657.733398,4643.771973,4629.810547,4615.849121,4601.888184,4595.942383,4589.997559,4584.052734,4578.106934,4572.161621,4553.075195,4533.987305,4514.900879,4495.813965,4476.727051
BES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,790.3413086,792.2886353,794.2246094,796.149353,798.0628662,799.96521,788.2478638,776.5307007,764.8132324,753.0960083,741.3786621,739.6587524,737.9386597,736.2184448,734.4981079,732.7775879,733.0234375,733.1278076,726.692688,720.036377,713.1373291,712.9851074,712.8330688,712.6809082,712.5288696,712.37677,712.5974731,712.8153076,713.0303955,713.026001,711.1451416,712.4064941,713.6654663,714.9217529,716.1757202,717.4272461,716.7116089,715.9959717,715.2804565,714.5648804,713.8492432,713.7936401,713.7380981,713.6826172,713.6270752,713.5715332,713.5753174,713.5791016,713.5829468,713.5866699,713.5905151,713.5911865,713.5918579,713.5925903,713.5932617,713.5939331,713.5966187,713.5992432,713.6018677,713.6045532,713.6071777,708.4036865,703.2006226,697.9979248,692.7956543,687.59375,687.5987549,687.6038818,687.6091919,687.614563,687.6199951,687.6255493,687.6311035,687.6367798,687.642334,687.6477661,685.6657715,683.6836548,681.7014771,679.7194214,677.7373657,676.3308716,674.8291626,673.2301636,671.631958,670.0344849
BWA,1.24677E-10,5.661650658,11.31953812,16.97363281,22.62389374,28.27029991,33.76202393,39.25365448,44.74508286,50.23628998,55.72726822,55.68569565,55.64410782,55.60253143,55.56094742,55.51935959,54.8805542,54.24173355,53.60292816,52.96410751,52.32530212,50.08084869,47.83639526,45.59194565,43.34749222,41.1030426,39.47943115,37.85582352,36.23221588,34.60860443,32.9849968,30.15384483,28.27039337,26.39293671,24.52205849,22.6584053,21.45428276,20.25016212,19.04603958,17.84191704,16.6377964,16.15457153,15.6713438,15.18811893,14.7048912,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,14.22166824,13.78744507,13.35322285,12.91900158,12.48477936,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904,12.05055904
BRA,60642.26563,60876.73047,61110.82031,61344.96484,61579.17578,61813.5,61977.24219,62145.23438,62313.38672,62481.91016,62649.875,62802.16406,62954.49219,63110.30859,63267.53125,63424.82031,63538.28906,63651.77734,63765.28125,63878.82422,63992.39844,64131.55469,64270.9375,64410.65625,64550.59375,64690.49219,64760.09375,64829.96875,64900.44531,64971.02344,65041.66406,65086.07422,65130.48828,65174.90625,65219.33203,65263.75391,65264.03125,65264.30078,65264.56641,65264.83203,65265.10156,65269.60156,65273.92188,65278.01172,65281.80859,65285.26953,65287.75391,65290.32422,65293.04297,65296.03516,65299.04688,65308.28125,65317.46875,65326.57422,65335.54297,65344.50781,65331.60938,65324.02344,65316.98828,65310.08984,65303.16797,65270.23438,65237.36719,65204.46875,65171.5625,65138.66406,65104.80078,65070.93359,65037.07422,65003.20703,64969.33594,64918.82422,64868.30859,64817.79297,64767.27734,64716.75781,64654.30078,64591.93359,64529.5625,64467.19141,64404.82422,64332.375,64259.9375,64187.48828,64115.03516,64042.58984
VGB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
