"1,000ha",2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ABW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AUS,54204,55681.86328,57154.46875,58634.125,60107.32031,61590.85547,61833.89063,62090.16406,62343.36719,62601.42188,62861.9375,62730.125,62605.33594,62483.13672,62358.48828,62240.45703,61553.22266,60867.53516,60184.17969,59514.0625,58836.15234,58069.38672,57305.15234,56543.67969,55793.44922,55034.78906,54287.32422,53558.82031,52818.47656,52089.13281,51361.96484,50616.31641,49875.05469,49124.625,48372.06641,47622.70313,47522.10938,47416.36328,47299.79297,47196.43359,47079.21875,47036.85156,46981.22656,46926.23828,46873.21484,46827.40625,46853.06641,46878.30859,46900.45313,46926.54297,46945.69141,47220.62891,47506.03125,47798.87891,48089.11328,48383.6875,48667.10547,48946.80859,49232.98828,49522.80859,49824.03516,50079.70703,50325.57813,50586.33594,50849.08984,51105.41406,51341.44922,51583.81641,51816.74219,52050.3125,52281.19141,52456.63281,52632.69922,52810.71094,52994.28125,53174.93359,53300.10156,53429.84766,53556.69922,53683.15234,53815.07422,53890.17969,53959.26953,54022.08984,54087.49219,54161.83203
AUT,2592.978027,2632.516602,2641.696045,2642.750244,2651.348633,2643.137695,2629.922119,2603.563477,2584.420166,2558.031738,2542.590088,2523.099609,2510.309814,2497.300049,2479.550049,2469.154053,2473.484619,2475.904053,2481.616943,2486.008057,2490.600098,2493.480469,2491.417236,2491.405518,2493.749023,2490.115723,2473.483398,2459.413818,2439.962891,2418.74292,2395.158691,2379.487061,2361.020996,2345.701416,2331.474609,2314.798096,2323.043701,2330.915771,2336.937012,2346.506836,2356.077881,2367.781738,2379.536865,2391.292236,2403.063965,2414.864746,2428.18457,2441.480713,2454.660889,2467.818848,2480.97168,2496.109131,2511.256836,2526.352295,2541.437256,2556.544922,2573.649658,2590.854736,2608.075195,2625.266846,2642.396729,2657.447266,2672.462891,2687.366455,2702.148193,2716.902832,2727.949463,2739.036133,2749.975098,2760.914795,2771.819824,2785.199463,2794.567139,2803.899658,2813.296143,2822.712402,2839.732666,2849.120605,2857.159668,2865.103027,2873.072998,2891.537598,2904.802979,2916.007813,2927.147949,2938.293701
AZE,3462.05957,3483.487061,3504.104248,3524.666016,3543.531982,3564.829346,3584.634521,3604.433594,3623.41333,3641.826416,3668.436035,3694.445801,3721.730469,3749.020264,3776.295166,3803.496094,3853.285889,3904.789795,3954.586182,4004.416504,4054.273438,4115.978027,4177.692871,4239.399414,4300.378906,4361.064453,4416.722168,4473.213379,4529.253906,4584.898926,4641.623047,4712.854492,4785.203125,4856.609863,4930.357422,5003.85791,5098.82373,5193.159668,5286.869629,5379.774414,5471.947266,5570.713867,5668.383789,5764.356934,5858.274902,5950.696777,6051.402832,6151.70459,6252.226074,6354.30957,6446.436523,6542.549805,6637.54541,6731.703125,6823.925781,6913.553223,6996.939941,7053.705566,7095.792969,7113.500977,7130.898926,7148.454102,7165.791992,7183.087402,7195.215332,7204.289063,7214.208008,7223.929688,7233.683105,7243.478027,7253.32666,7264.000977,7274.44873,7284.867188,7295.229492,7305.665527,7316.233398,7326.808105,7337.587402,7348.630859,7359.870605,7370.394531,7380.870605,7391.612305,7402.963867,7414.48584
BHS,3.830334902,3.830336332,3.830338478,3.830336332,3.830338478,3.830336332,3.830338478,3.830336332,3.830338478,3.830336332,3.830338478,3.830336332,3.830338478,3.830335855,3.830338001,3.830335855,3.830338001,3.830335855,3.830338001,3.830335855,3.830338001,3.830335855,3.830338001,3.830335855,3.830338001,3.828680038,3.827897072,3.827786684,3.827788591,3.827786684,3.827788591,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827787161,3.82778883,3.827571154,3.827338219,3.82704401,3.826795816,3.826542616,3.82630229,3.826064825,3.825774431,3.825530291,3.825315237,3.825107813,3.824909687,3.824679613,3.824475527,3.82428813,3.824114323,3.823942661,3.823665619,3.823379278,3.823114634,3.82285285,3.822604656,3.822376251,3.822161913,3.821954966,3.821759701,3.821563721,3.821404219,3.821244478,3.821095228,3.820947886,3.820812941,3.820717335,3.820626974,3.820560455,3.820525646,3.820489407
BHR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BGD,8602.576172,8614.206055,8625.839844,8638.655273,8652.394531,8663.99707,8673.916016,8683.780273,8694.989258,8715.238281,8728.102539,8743.170898,8761.003906,8777.991211,8793.085938,8808.109375,8831.374023,8844.863281,8858.21875,8871.668945,8885.120117,8900.597656,8915.955078,8931.314453,8928.592773,8941.623047,8956.054688,8970.362305,8984.666992,9004.112305,9018.474609,9036.723633,9054.897461,9073.5,9102.365234,9136.572266,9147.633789,9158.893555,9170.155273,9187.862305,9199.041016,9210.261719,9221.105469,9231.739258,9237.198242,9247.169922,9262.661133,9279.65625,9296.751953,9313.972656,9331.193359,9335.397461,9351.698242,9344.239258,9363.754883,9377.381836,9399.344727,9421.109375,9442.338867,9463.722656,9485.306641,9502.822266,9528.756836,9546.606445,9572.251953,9586.15625,9612.188477,9631.453125,9648.087891,9673.597656,9678.964844,9681.861328,9701.051758,9723.954102,9747.175781,9761.950195,9777.691406,9799.051758,9809.870117,9821.431641,9827.795898,9845.798828,9848.794922,9867.507813,9886.21875,9904.932617
BRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,8687.081055,8808.362305,8899.754883,9018.489258,9124.75,9258.435547,9171.688477,9096.300781,9019.75293,8938.183594,8868.87793,8783.310547,8691.487305,8608.038086,8530.301758,8457.710938,8429.685547,8403.708984,8383.018555,8360.200195,8340.430664,8285.990234,8233.990234,8169.661133,8109.015625,8060.351563,7986.984863,7902.833008,7824.73584,7748.68457,7678.209961,7612.373535,7557.245605,7507.918945,7458.662598,7409.473633,7447.692871,7485.971191,7524.291504,7562.61084,7600.960938,7648.087402,7695.603027,7743.06543,7790.583008,7838.182129,7887.318848,7936.75,7986.333008,8036.054688,8085.917969,8153.779297,8221.926758,8290.155273,8358.489258,8426.984375,8492.84668,8559.373047,8626.510742,8693.780273,8761.175781,8820.658203,8880.703125,8941.163086,9001.791016,9062.72168,9113.148438,9164.09375,9215.503906,9267.333008,9319.269531,9355.376953,9392.197266,9429.265625,9466.805664,9504.506836,9525.955078,9548.304688,9570.748047,9593.286133,9615.891602,9629.819336,9644.99707,9660.633789,9676.400391,9692.260742
BEL,1270.58374,1273.207886,1275.863403,1278.580322,1281.297363,1284.014526,1279.226196,1274.437744,1269.648682,1264.859131,1260.069214,1256.890381,1253.711792,1250.532227,1247.352051,1244.171753,1241.387817,1238.680664,1236.01355,1233.35376,1230.694824,1226.17395,1221.654907,1211.483765,1207.046509,1202.610107,1192.789429,1182.969116,1173.149292,1156.07019,1146.352905,1131.852905,1112.615723,1096.502441,1081.775269,1067.244141,1066.409668,1065.587036,1064.800049,1064.049316,1063.344971,1063.521118,1063.717529,1063.936279,1064.177002,1064.446411,1064.100098,1063.773071,1063.460205,1063.186035,1062.959106,1063.756836,1064.505981,1065.222046,1065.918091,1066.599121,1067.086548,1067.538208,1067.953857,1068.338013,1068.65918,1068.946899,1069.19519,1069.412109,1069.5979,1069.756226,1069.683105,1069.572998,1069.405273,1069.213135,1069.019531,1069.204712,1069.408325,1069.555664,1069.667847,1069.770752,1071.765747,1073.927368,1076.051392,1078.160522,1080.256836,1082.755493,1085.343262,1087.939697,1090.522339,1093.088379
BLZ,159.9281311,160.7863464,161.2905884,161.9062195,162.7233582,163.5738525,176.0677032,188.560318,201.0525665,213.5459137,226.0378113,227.9446716,229.8242493,231.7036133,233.5826721,235.46138,237.7699738,240.0779877,242.3853302,244.6920624,246.9974365,249.8209991,252.6401825,255.45755,258.2740173,261.0905457,262.2786255,263.4644165,264.6358643,265.8003235,266.973938,267.8549805,268.7354431,269.6166382,270.4916687,271.3574524,271.079071,270.8008118,270.5228271,270.2457275,269.968811,269.476593,268.9822693,268.4872131,267.992157,267.4971619,266.7356873,265.9899292,265.244812,264.4996643,263.7479858,263.3037109,262.8616028,262.4190063,261.9758911,261.5328979,261.4045105,261.2758179,261.151825,261.032074,260.9122925,260.9472961,260.981781,261.0155945,261.0492554,261.1003113,261.1266174,261.1379395,261.1498108,261.1630859,261.1810608,260.5961914,260.0207214,259.4514771,258.8822937,258.3122559,256.6229553,254.9550323,253.289978,251.6244659,249.9590759,248.4291229,246.8979492,245.3667908,243.8356323,242.3034668
BEN,3938.185547,3993.792969,4074.503906,4146.433594,4208.820801,4303.074219,4366.410156,4439.893555,4504.400391,4625.313477,4726.981934,4823.625977,4878.408691,5029.324219,5122.359863,5258.719238,5339.216797,5413.306152,5590.55127,5683.298828,5746.672852,5840.684082,6031.220703,6154.969727,6319.955566,6473.662109,6582.527832,6723.155273,6843.648926,7003.178223,7056.379395,7117.286133,7201.119141,7368.996094,7468.148438,7580.104492,7722.798828,7948.328125,8122.458008,8285.654297,8465.75293,8644.90918,8950.132813,9022.245117,9206.422852,9341.001953,9457.609375,9542.041016,9665.077148,9672.012695,9665.411133,9662.194336,9658.69043,9655.483398,9651.813477,9652.833008,9645.797852,9638.426758,9636.867188,9630.764648,9625.458008,9622.862305,9621.033203,9618.447266,9615.866211,9613.290039,9611.62207,9609.955078,9608.291992,9606.631836,9604.972656,9602.492188,9600.015625,9597.542969,9595.073242,9592.607422,9590.930664,9589.257813,9587.586914,9585.916992,9584.251953,9582.885742,9581.525391,9580.166992,9578.811523,9577.460938
BTN,298.5640869,302.380127,306.196167,310.012146,313.828186,317.6441956,322.8340149,328.0238037,333.2135925,343.2822266,348.4591675,365.3777466,373.2148743,386.407196,394.2441101,404.5739136,415.6985168,429.4968262,440.6016541,451.706543,462.8114319,475.1302185,485.631073,496.1199341,517.7685547,528.2506714,548.4118042,568.572998,588.7341919,621.2052612,641.366394,668.3930054,708.0618896,742.4014282,774.2036133,801.2891846,809.6077881,820.083313,830.5588379,840.9265747,851.2632446,867.8105469,870.8811035,884.2908325,897.7050171,905.2197266,920.5921631,924.3744507,938.5960083,942.1567383,954.9874878,961.2314453,976.8897705,992.550354,1008.213074,1013.218262,1032.313232,1051.399048,1067.711426,1072.203369,1090.645996,1095.960449,1120.679565,1134.945557,1159.036377,1172.917847,1194.762695,1216.873047,1243.786499,1275.414551,1297.061157,1321.972046,1342.979004,1371.451538,1400.024292,1418.400269,1438.405518,1466.265503,1469.108154,1486.82373,1508.383911,1525.15979,1545.619629,1550.371338,1570.180298,1583.791138
BOL,10579.26172,10661.45215,10744.01758,10827.00195,10909.72266,10991.75977,11014.75195,11038.35254,11055.99902,11079.25195,11104.04492,11130.38281,11157.54102,11184.33008,11211.1123,11237.13672,11289.80859,11342.80469,11396.08105,11448.94141,11502.02246,11572.87207,11641.38867,11708.83008,11775.41992,11841.28613,11897.84863,11956.0166,12015.7334,12075.08203,12133.73535,12193.71094,12253.71191,12314.68359,12375.44531,12434.18848,12577.17676,12719.45508,12861.92969,13004.06641,13145.86914,13320.99414,13496.13574,13671.53809,13847.20898,14023.19141,14230.09082,14437.68262,14645.53906,14853.40039,15062.07813,15323.22656,15582.91602,15841.43066,16100.07227,16359.68262,16633.15039,16907.16211,17181.73438,17456.81836,17732.61328,17989.18164,18245.16406,18501.77539,18759.73242,19017.75586,19229.93164,19442.25,19655.18945,19868.78711,20082.47656,20246.5293,20412.20313,20578.94531,20746.20313,20913.88867,21054.21094,21194.6875,21335.82422,21476.53125,21617.22656,21734.67773,21852.32227,21969.89453,22087.77539,22205.82617
BES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,1836.833984,1851.987183,1866.762817,1886.090332,1909.448975,1921.75415,1909.638672,1897.52356,1885.408203,1873.292969,1861.177734,1849.256226,1837.334595,1825.41272,1813.491211,1801.569458,1795.24353,1792.076416,1788.90918,1785.742432,1770.911133,1754.619019,1739.057373,1721.037476,1703.089233,1692.912476,1679.369751,1661.180176,1647.521118,1629.927124,1614.430542,1602.928711,1591.806641,1580.683472,1562.972412,1543.037354,1541.374512,1538.085083,1532.492676,1529.166748,1530.190674,1531.979736,1533.671631,1535.396606,1537.167114,1538.880249,1540.208252,1541.548828,1542.832397,1544.13916,1545.483032,1557.756836,1570.608887,1583.429565,1595.636719,1607.052612,1611.03186,1614.802734,1618.336914,1621.904785,1625.510864,1630.796997,1635.74353,1640.49231,1645.046509,1649.61145,1654.508057,1659.349731,1664.127075,1668.912842,1673.641357,1678.604858,1683.719482,1688.878906,1693.964844,1699.102417,1707.236694,1715.410767,1723.640625,1731.839844,1739.974609,1742.073486,1744.290649,1746.490967,1748.721924,1750.925659
BWA,346.9615173,392.4788208,437.9961548,483.5132141,529.0305176,574.546814,748.3706055,922.194458,1096.018311,1269.842163,1445.350952,1505.282715,1566.943726,1626.87561,1686.807251,1746.738892,1773.088867,1799.438599,1825.788208,1852.138306,1878.487915,1918.834595,1959.18103,2000.518433,2043.195557,2083.541992,2128.518799,2167.638672,2219.773682,2261.011963,2319.033447,2399.56543,2479.03125,2571.353027,2657.536865,2726.797363,2854.905518,2985.986816,3114.502441,3240.358398,3368.965576,3503.949951,3658.431885,3803.354736,3944.464111,4085.228027,4237.230469,4389.689453,4540.209473,4689.416992,4834.897949,4976.433594,5125.740234,5277.289551,5422.314941,5564.441406,5721.792969,5861.351563,6009.284668,6139.45166,6277.494629,6455.304199,6606.537598,6749.247559,6891.310059,7029.596191,7121.63916,7220.710938,7304.881836,7388.158691,7482.996094,7543.04541,7615.679688,7676.443848,7735.898926,7795.186035,7849.337402,7935.98584,8003.912598,8056.377441,8123.291504,8184.25293,8244.46875,8303.368164,8362.299805,8422.067383
BRA,150098.75,150690.625,151304.0938,151915.6875,152542.2031,153161.9375,149320.75,145403.3125,141565.9531,137700.9375,133849.6406,130769.6484,127679.2031,124586.9375,121476.6016,118357.4453,115709.5156,113060.0469,110407.0703,107746.2266,105112.5391,102701.9141,100287.125,97860.75781,95426.9375,92981.19531,91072.04688,89152.27344,87225.21875,85297.125,83370.84375,82064.55469,80760.53125,79462.92969,78167.58594,76890.28906,76381.96094,75872.78906,75361.8125,74853.59375,74345.76563,73929.75781,73510.47656,73091.50781,72672.49219,72253.67188,71890.09375,71532.24219,71176.02344,70819.6875,70464.21875,70207.95313,69951.76563,69695.9375,69440.32813,69183.23438,68985.4375,68787.03125,68589.11719,68391.46094,68194.05469,68035.03906,67876.60156,67718.125,67559.21094,67400.22656,67245.9375,67091.64844,66937.17969,66782.77344,66628.42969,66488.53906,66348.73438,66209.85156,66073.35156,65936.78125,65810.26563,65683.83594,65557.47656,65431.57422,65306.13672,65208.53516,65110.88672,65013.19922,64915.46484,64817.83203
