"1,000ha",2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BGD,8098.720703,8149.01709,8199.892578,8250.947266,8302.261719,8353.810547,8382.266602,8410.723633,8439.180664,8467.638672,8496.097656,8524.556641,8553.015625,8581.475586,8609.933594,8638.393555,8680.983398,8723.573242,8766.164063,8808.75293,8851.342773,8893.932617,8936.523438,8979.113281,9021.702148,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.292969,9064.183594,9064.077148,9063.967773,9063.859375,9063.751953,9063.643555,9063.536133,9063.426758,9063.319336,9063.211914
BRB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLR,5787.532227,5828.622559,5869.712402,5910.802734,5951.892578,5992.98291,6027.905762,6062.82959,6097.75293,6132.67627,6167.600098,6202.523438,6237.446777,6272.370605,6307.293945,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797,6342.216797
BEL,779.4032593,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4030151,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4030151,779.4031372,779.4030762,779.4030151,779.4031372,779.4031372,779.4031372,779.4030151,779.4030151,779.4031372,779.4030151,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372,779.4031372
BLZ,125.5719833,125.5719681,125.5719681,125.5719681,125.5719681,125.5719681,122.5408401,119.5096817,116.4785156,113.4473572,110.416214,107.3850632,104.3538818,101.3227158,98.29156494,95.26041412,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039124,95.26039886,95.26039124,95.26039886,95.26039124,95.26039886,95.26039124,95.26039886,95.26039124,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886,95.26039886
BEN,3328.4104,3328.4104,3328.4104,3328.4104,3328.4104,3328.4104,3328.611816,3328.813721,3329.015137,3329.217285,3329.418701,3329.62085,3329.822998,3330.024902,3330.227295,3330.429688,3481.864746,3633.300537,3784.734863,3936.170166,4087.605469,4239.040039,4390.476074,4541.911133,4693.345703,4844.780762,4975.167969,5105.554199,5236.023438,5367.588379,5499.219238,5630.958008,5762.931641,5896.137695,6035.288574,6176.794434,6236.280762,6297.089844,6364.191895,6431.45459,6498.884766,6566.491699,6634.227539,6702.091797,6770.098633,6838.25293,6838.528809,6838.804688,6839.080566,6839.356934,6839.633301,6839.909668,6840.185059,6840.461426,6840.738281,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137,6841.015137
BTN,160.0832367,162.085556,164.0876923,166.0895386,168.0909729,170.0920105,170.8875275,171.6821442,172.4756165,173.2676086,174.0571136,174.8456726,175.6342468,176.4227753,177.211319,177.9998627,179.1799316,180.3600159,181.5400696,182.7201538,183.9002228,185.0802917,186.2603455,187.4404449,188.6205139,189.8005829,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.8005371,189.7511902,189.7018585,189.6525116,189.6031647,189.553833,189.5045013,189.4551392,189.4058075,189.3564758,189.3071136
BOL,4960.81543,4963.38623,4968.964844,4976.634766,4984.970703,4993.966309,5052.237305,5110.597168,5169.050781,5227.606934,5286.272949,5345.059082,5403.991699,5463.086914,5522.365723,5581.827637,5582.668945,5583.51123,5584.354004,5585.19873,5586.043945,5586.890137,5587.737305,5588.585938,5589.435547,5590.286133,5590.155273,5590.025879,5589.895996,5589.766113,5589.63623,5589.505859,5589.375977,5589.245605,5589.115723,5588.985352,5588.272461,5587.55957,5586.845703,5586.131836,5585.418945,5584.706055,5583.992188,5583.278809,5582.564941,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5581.852539,5394.560059,5207.269043,5019.976563,4844.455566,4677.311523,4512.781738,4357.180176,4204.134277,4051.317139,3898.604736
BES,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,1046.49292,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.492798,1046.445068,1046.397217,1046.349731,1046.30188,1046.254272,1046.206543,1046.158813,1046.111206,1046.063477,1046.015747,1045.977417,1045.939209,1045.901001,1045.862671,1045.824463,1045.786133,1045.747925,1045.709595,1045.671265,1045.633057,1045.630493,1045.62793,1045.625366,1045.622925,1045.620361,1045.617798,1045.615234,1045.612671,1045.610229,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666,1045.607666
BWA,346.9615173,521.4483643,695.949707,870.4619751,1044.982178,1219.324707,1223.884155,1228.443481,1233.002197,1237.560791,1242.119019,1246.677002,1251.234619,1255.791748,1260.348633,1264.905273,1264.970215,1265.035522,1265.100586,1265.165894,1265.230957,1265.296143,1265.361328,1265.426514,1265.491577,1265.556763,1265.721069,1265.885498,1266.050049,1266.214478,1266.378784,1266.543213,1266.707764,1266.87207,1267.036499,1267.20105,1267.464233,1267.727539,1267.990723,1268.25415,1268.517212,1268.780518,1269.043701,1269.307129,1269.57019,1269.833496,1269.834351,1269.835205,1269.836304,1269.837158,1269.838013,1269.838867,1269.839722,1269.840576,1269.841553,1269.842407,1269.84314,1269.843506,1269.843994,1269.844604,1269.845215,1269.845703,1269.846436,1269.847046,1269.847534,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145,1269.848145
BRA,89456.47656,93044.8125,96638.17188,100244.1563,103847.5781,107445.5391,110011.9297,112576.4688,115138.3359,117697.9531,120254.9297,122806.1797,125353.125,127895.3281,130430.5781,132942.2188,135356.0313,137770.0781,140184.2188,142598.5313,145012.9375,147427.4375,149842.0469,152256.75,154671.5313,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,157086.4375,156300.2813,155514.1719,154728.0625,153924.6719,153110.3125,152293.5938,151468.125,150640.9531,149813.7969,148986.6094
